s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 2.8400154E+003, 1.2584734E+000, 1.6609432E+000,-1.4492956E+001,-1.3163725E+001, 1.4216186E+000, 6.1875836E-008,-2.4522862E-013, 2.5038763E+001,-9.1279318E-003, 6.2174370E-002,-3.8264975E-004, 8.2320721E-005, 4.2267588E-004, 6.2095782E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8500066E+003, 1.2567852E+000, 1.6573216E+000,-1.4489267E+001,-1.3141366E+001, 1.4258977E+000, 6.1606038E-008,-2.4522869E-013, 2.5033445E+001, 1.5239226E-002, 8.5493941E-002,-3.8181504E-004, 8.2201539E-005, 4.2175386E-004, 6.1884546E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8600032E+003, 1.2540267E+000, 1.6510126E+000,-1.4490930E+001,-1.3133668E+001, 1.4241817E+000, 6.1370906E-008,-2.4522929E-013, 2.5038949E+001, 2.1925338E-002, 9.2559468E-002,-3.8036093E-004, 8.2028124E-005, 4.2014764E-004, 6.1693247E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8700015E+003, 1.2517824E+000, 1.6451379E+000,-1.4489503E+001,-1.3176461E+001, 1.4231726E+000, 6.0845657E-008,-2.4522958E-013, 2.5029746E+001,-3.2205686E-002, 3.8736857E-002,-3.7900702E-004, 8.1875890E-005, 4.1865210E-004, 6.1511377E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8800046E+003, 1.2497408E+000, 1.6415264E+000,-1.4487832E+001,-1.3127125E+001, 1.4219037E+000, 6.0566711E-008,-2.4522958E-013, 2.5008460E+001,-4.7191377E-003, 6.5147437E-002,-3.7817480E-004, 8.1748931E-005, 4.1773283E-004, 6.1303457E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8900056E+003, 1.2476201E+000, 1.6370158E+000,-1.4481330E+001,-1.3128440E+001, 1.4234040E+000, 6.0316922E-008,-2.4522980E-013, 2.5000977E+001,-6.6740462E-003, 6.2230409E-002,-3.7713536E-004, 8.1603397E-005, 4.1658466E-004, 6.1109807E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9000039E+003, 1.2457973E+000, 1.6451681E+000,-1.4480302E+001,-1.3122438E+001, 1.4211411E+000, 6.0069891E-008,-2.4523081E-013, 2.4996879E+001,-5.2689941E-003, 6.1077556E-002,-3.7901370E-004, 8.1482512E-005, 4.1865949E-004, 6.0934147E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9100098E+003, 1.2445016E+000, 1.6471325E+000,-1.4492563E+001,-1.3086621E+001, 1.4165678E+000, 5.9855799E-008,-2.4523034E-013, 2.4996053E+001, 8.0412270E-003, 7.7937648E-002,-3.7946663E-004, 8.1408714E-005, 4.1915979E-004, 6.0764492E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9200105E+003, 1.2434857E+000, 1.6294448E+000,-1.4485361E+001,-1.3035505E+001, 1.4189944E+000, 5.9630650E-008,-2.4523026E-013, 2.4978108E+001, 5.2475400E-002, 1.1972235E-001,-3.7538934E-004, 8.1332469E-005, 4.1465601E-004, 6.0603556E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9300159E+003, 1.2412806E+000, 1.6251095E+000,-1.4481830E+001,-1.3168017E+001, 1.4205144E+000, 5.9427821E-008,-2.4523057E-013, 2.5003237E+001,-5.4962418E-002, 1.5185013E-002,-3.7439012E-004, 8.1195646E-005, 4.1355227E-004, 6.0445283E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9400156E+003, 1.2392291E+000, 1.6209181E+000,-1.4480930E+001,-1.3113244E+001, 1.4199622E+000, 5.9291448E-008,-2.4523085E-013, 2.5001500E+001,-2.7995521E-003, 6.6516967E-002,-3.7342419E-004, 8.1063219E-005, 4.1248530E-004, 6.0294159E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9500071E+003, 1.2369421E+000, 1.6151703E+000,-1.4473077E+001,-1.3114974E+001, 1.4196349E+000, 5.9125216E-008,-2.4523163E-013, 2.4991877E+001,-7.9429857E-003, 6.0402969E-002,-3.7209946E-004, 8.0897445E-005, 4.1102200E-004, 6.0154782E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9600068E+003, 1.2345640E+000, 1.6087437E+000,-1.4481724E+001,-1.3051890E+001, 1.4194749E+000, 5.8876210E-008,-2.4523137E-013, 2.4956940E+001, 8.7855824E-003, 7.7365617E-002,-3.7061827E-004, 8.0757911E-005, 4.0938588E-004, 6.0015826E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9700015E+003, 1.2333888E+000, 1.6071126E+000,-1.4478824E+001,-1.3090557E+001, 1.4190682E+000, 5.8782555E-008,-2.4523159E-013, 2.4987029E+001, 9.5430603E-004, 7.0104820E-002,-3.7024261E-004, 8.0672743E-005, 4.0897091E-004, 5.9870771E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9800107E+003, 1.2307388E+000, 1.6017935E+000,-1.4477050E+001,-1.3111026E+001, 1.4180094E+000, 5.8488467E-008,-2.4523209E-013, 2.4985576E+001,-2.0586013E-002, 4.6248242E-002,-3.6901686E-004, 8.0507697E-005, 4.0761695E-004, 5.9735340E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9900156E+003, 1.2285622E+000, 1.5974670E+000,-1.4472651E+001,-1.3059314E+001, 1.4197291E+000, 5.8359609E-008,-2.4523244E-013, 2.4972710E+001, 1.8382211E-002, 8.9036344E-002,-3.6801983E-004, 8.0356929E-005, 4.0651562E-004, 5.9583173E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0000000E+003, 1.2266950E+000, 1.5941854E+000,-1.4480969E+001,-1.3079366E+001, 1.4192393E+000, 5.8305036E-008,-2.4523252E-013, 2.4966126E+001,-1.8826163E-002, 5.1725915E-002,-3.6726351E-004, 8.0239801E-005, 4.0568020E-004, 5.9448737E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
