s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa
 1.7300177E+003, 3.0619264E-001, 9.3595784E-001,-1.9980568E+000, 4.5061495E-001, 1.2315193E-008,-1.0322033E-013, 3.2518666E-001,-3.7414962E-002, 1.9895340E-002,-1.1697723E-005, 2.0891702E-005, 1.2921334E-005, 1.1221002E-009,-2.9819269E-001,-2.9819269E-001
 1.7400029E+003, 3.0327738E-001, 9.2881610E-001,-1.9144235E+000, 4.3709893E-001, 1.0558110E-008,-1.0372555E-013, 2.8983805E-001,-1.2224358E-002, 4.4606972E-002,-1.1575256E-005, 2.0702625E-005, 1.2786057E-005, 1.0561108E-009,-2.9819269E-001,-2.9819269E-001
 1.7500002E+003, 3.0160954E-001, 9.2547982E-001,-1.8891531E+000, 4.2607134E-001, 9.0432657E-009,-1.0363333E-013, 2.6658896E-001,-2.7402925E-002, 3.0596605E-002,-1.1588524E-005, 2.0559920E-005, 1.2800713E-005, 9.9977184E-010,-2.9819269E-001,-2.9819269E-001
 1.7600013E+003, 2.9992869E-001, 9.2557387E-001,-1.8530307E+000, 4.1768401E-001, 7.8459983E-009,-1.0334323E-013, 2.5678091E-001,-9.5938118E-003, 4.6936741E-002,-1.1544964E-005, 2.0433969E-005, 1.2752596E-005, 9.4963005E-010,-2.9819269E-001,-2.9819269E-001
 1.7700009E+003, 2.9729504E-001, 9.2442626E-001,-1.8546181E+000, 4.0817230E-001, 6.9599032E-009,-1.0366867E-013, 2.4879916E-001,-3.2677037E-002, 2.4074699E-002,-1.1312700E-005, 2.0308272E-005, 1.2496037E-005, 9.0683926E-010,-2.9819269E-001,-2.9819269E-001
 1.7800154E+003, 2.9507550E-001, 9.2280971E-001,-1.8194424E+000, 3.9973530E-001, 6.3305773E-009,-1.0273442E-013, 2.3982040E-001,-1.7121915E-002, 3.7998475E-002,-1.1105170E-005, 2.0198203E-005, 1.2266798E-005, 8.7259888E-010,-2.9819269E-001,-2.9819269E-001
 1.7900085E+003, 2.9370877E-001, 9.1927250E-001,-1.8044066E+000, 3.9271446E-001, 5.7881269E-009,-1.0306048E-013, 2.3492660E-001,-1.9462371E-002, 3.6215775E-002,-1.1045098E-005, 2.0111131E-005, 1.2200443E-005, 8.4503491E-010,-2.9819269E-001,-2.9819269E-001
 1.8000138E+003, 2.9274221E-001, 9.1992048E-001,-1.7889997E+000, 3.8361144E-001, 5.3067185E-009,-1.0372958E-013, 2.3269280E-001,-1.4874240E-002, 3.9967258E-002,-1.1043535E-005, 2.0030225E-005, 1.2198717E-005, 8.2140829E-010,-2.9819269E-001,-2.9819269E-001
 1.8100011E+003, 2.9065877E-001, 9.1755459E-001,-1.7659760E+000, 3.7592831E-001, 4.9496089E-009,-1.0337962E-013, 2.2681919E-001,-8.7013247E-003, 4.4984856E-002,-1.0818452E-005, 1.9943730E-005, 1.1950089E-005, 8.0068982E-010,-2.9819269E-001,-2.9819269E-001
 1.8200205E+003, 2.9019249E-001, 9.1587307E-001,-1.7463955E+000, 3.6947674E-001, 4.5569053E-009,-1.0349044E-013, 2.2419481E-001,-1.3024319E-003, 5.3341644E-002,-1.0885770E-005, 1.9880019E-005, 1.2024449E-005, 7.8259980E-010,-2.9819269E-001,-2.9819269E-001
 1.8300071E+003, 2.8899565E-001, 9.1230031E-001,-1.7465712E+000, 3.6140136E-001, 4.1808601E-009,-1.0357453E-013, 2.1909313E-001,-1.8564144E-002, 3.5219262E-002,-1.0786159E-005, 1.9816613E-005, 1.1914419E-005, 7.6492536E-010,-2.9819269E-001,-2.9819269E-001
 1.8400206E+003, 2.8834311E-001, 9.1321128E-001,-1.7284836E+000, 3.5696984E-001, 3.8512616E-009,-1.0372322E-013, 2.2628759E-001, 2.1815840E-003, 5.6328267E-002,-1.0827448E-005, 1.9749806E-005, 1.1960027E-005, 7.4768839E-010,-2.9819269E-001,-2.9819269E-001
 1.8500074E+003, 2.8645727E-001, 9.1373968E-001,-1.7276489E+000, 3.5139293E-001, 3.5857737E-009,-1.0348476E-013, 2.2098837E-001,-8.3908500E-003, 4.4929331E-002,-1.0612277E-005, 1.9673207E-005, 1.1722347E-005, 7.3200637E-010,-2.9819269E-001,-2.9819269E-001
 1.8600057E+003, 2.8578508E-001, 9.1172009E-001,-1.7365861E+000, 3.4602074E-001, 3.3330449E-009,-1.0360424E-013, 2.1905058E-001,-2.7024629E-002, 2.5990439E-002,-1.0652112E-005, 1.9603691E-005, 1.1766350E-005, 7.1807365E-010,-2.9819269E-001,-2.9819269E-001
 1.8700073E+003, 2.8506019E-001, 9.0951359E-001,-1.6941110E+000, 3.4121788E-001, 3.1431435E-009,-1.0322376E-013, 2.1635349E-001, 4.5004334E-003, 5.8034101E-002,-1.0632507E-005, 1.9549030E-005, 1.1744694E-005, 7.0518034E-010,-2.9819269E-001,-2.9819269E-001
 1.8800170E+003, 2.8337924E-001, 9.1390539E-001,-1.7024517E+000, 3.3731984E-001, 2.9720994E-009,-1.0361292E-013, 2.1953979E-001,-1.1808005E-003, 5.1692578E-002,-1.0457870E-005, 1.9478601E-005, 1.1551789E-005, 6.9423516E-010,-2.9819269E-001,-2.9819269E-001
 1.8900022E+003, 2.8181703E-001, 9.1149482E-001,-1.7041798E+000, 3.3243112E-001, 2.8017031E-009,-1.0347519E-013, 2.1183706E-001,-1.8278197E-002, 3.3400186E-002,-1.0279186E-005, 1.9415386E-005, 1.1354415E-005, 6.8433652E-010,-2.9819269E-001,-2.9819269E-001
 1.9000146E+003, 2.8155839E-001, 9.0543092E-001,-1.6658631E+000, 3.2681848E-001, 2.6198645E-009,-1.0362177E-013, 2.0680516E-001, 2.4338585E-003, 5.4749862E-002,-1.0354571E-005, 1.9365038E-005, 1.1437685E-005, 6.7479756E-010,-2.9819269E-001,-2.9819269E-001
 1.9100049E+003, 2.8083825E-001, 9.1236379E-001,-1.6984582E+000, 3.2349076E-001, 2.4696229E-009,-1.0364411E-013, 2.0907215E-001,-2.4324202E-002, 2.7306694E-002,-1.0306853E-005, 1.9324267E-005, 1.1384976E-005, 6.6542467E-010,-2.9819269E-001,-2.9819269E-001
 1.9200131E+003, 2.8063329E-001, 9.0418104E-001,-1.6649766E+000, 3.1888323E-001, 2.3257448E-009,-9.5592917E-014, 2.1100052E-001,-2.8301469E-003, 4.9721462E-002,-1.0378075E-005, 1.9281186E-005, 1.1463648E-005, 6.5687971E-010,-2.9819269E-001,-2.9819269E-001
 1.9300103E+003, 2.7958039E-001, 9.0864268E-001,-1.6725890E+000, 3.1485372E-001, 2.1761264E-009,-9.4285807E-014, 2.1125948E-001,-9.4248369E-003, 4.1747275E-002,-1.0293593E-005, 1.9222859E-005, 1.1370328E-005, 6.4857075E-010,-2.9819269E-001,-2.9819269E-001
 1.9400110E+003, 2.7835730E-001, 9.0641959E-001,-1.6218077E+000, 3.1068537E-001, 2.0643311E-009,-9.4285994E-014, 2.0869745E-001, 3.1671373E-002, 8.2351951E-002,-1.0171655E-005, 1.9172130E-005, 1.1235636E-005, 6.4067003E-010,-2.9819269E-001,-2.9819269E-001
 1.9500205E+003, 2.7863468E-001, 9.0239465E-001,-1.6783487E+000, 3.0767375E-001, 1.9451334E-009,-9.4286024E-014, 2.0559726E-001,-3.6366031E-002, 1.5951638E-002,-1.0328104E-005, 1.9134730E-005, 1.1408450E-005, 6.3347036E-010,-2.9819269E-001,-2.9819269E-001
 1.9600070E+003, 2.7772055E-001, 9.0620089E-001,-1.6494840E+000, 3.0346170E-001, 1.8556432E-009,-9.4286176E-014, 2.0203093E-001,-1.1492841E-002, 3.9930111E-002,-1.0221358E-005, 1.9097523E-005, 1.1290538E-005, 6.2676267E-010,-2.9819269E-001,-2.9819269E-001
 1.9700028E+003, 2.7731001E-001, 9.0504949E-001,-1.6418849E+000, 2.9972483E-001, 1.7640329E-009,-9.4286391E-014, 2.0693758E-001,-4.5757432E-003, 4.7136998E-002,-1.0272619E-005, 1.9046454E-005, 1.1347161E-005, 6.2078330E-010,-2.9819269E-001,-2.9819269E-001
 1.9800166E+003, 2.7485858E-001, 9.0432994E-001,-1.6520102E+000, 2.9653740E-001, 1.6610018E-009,-9.4286707E-014, 2.0644788E-001,-1.9326861E-002, 3.0163583E-002,-9.8825718E-006, 1.8988685E-005, 1.0916314E-005, 6.1507333E-010,-2.9819269E-001,-2.9819269E-001
 1.9900182E+003, 2.7378551E-001, 9.0291166E-001,-1.6106867E+000, 2.9481229E-001, 1.5865436E-009,-9.4286898E-014, 2.0238948E-001, 1.3440876E-002, 6.3212249E-002,-9.7658770E-006, 1.8945207E-005, 1.0787412E-005, 6.0933575E-010,-2.9819269E-001,-2.9819269E-001
 2.0000161E+003, 2.7232592E-001, 9.0339707E-001,-1.6151844E+000, 2.9275629E-001, 1.5811263E-009,-9.4287137E-014, 1.9718033E-001, 1.3152537E-003, 5.0475212E-002,-9.5507428E-006, 1.8903771E-005, 1.0549774E-005, 6.0463028E-010,-2.9819269E-001,-2.9819269E-001
 2.0100070E+003, 2.7244881E-001, 8.9768684E-001,-1.6246112E+000, 2.8820884E-001, 1.5177180E-009,-9.4287151E-014, 1.9620748E-001,-1.9118107E-002, 2.9940801E-002,-9.6675227E-006, 1.8868611E-005, 1.0678770E-005, 6.0117987E-010,-2.9819269E-001,-2.9819269E-001
 2.0200021E+003, 2.7098657E-001, 9.0233014E-001,-1.6106000E+000, 2.8662641E-001, 1.4681896E-009,-9.4287376E-014, 2.0398979E-001, 4.9175747E-003, 5.3332940E-002,-9.4699246E-006, 1.8825580E-005, 1.0460502E-005, 5.9753311E-010,-2.9819269E-001,-2.9819269E-001
 2.0300021E+003, 2.7038506E-001, 8.9929005E-001,-1.6149066E+000, 2.8474350E-001, 1.4059793E-009,-9.4287483E-014, 1.9637150E-001,-1.2739484E-002, 3.5883519E-002,-9.4267973E-006, 1.8790928E-005, 1.0412864E-005, 5.9382614E-010,-2.9819269E-001,-2.9819269E-001
 2.0400078E+003, 2.6928599E-001, 8.9988242E-001,-1.5724850E+000, 2.8084892E-001, 1.3616202E-009,-9.4287682E-014, 1.9506262E-001, 2.4911792E-002, 7.2594916E-002,-9.2939269E-006, 1.8749220E-005, 1.0266095E-005, 5.9013625E-010,-2.9819269E-001,-2.9819269E-001
 2.0500142E+003, 2.6914581E-001, 8.9969669E-001,-1.6170658E+000, 2.7890305E-001, 1.3360806E-009,-9.4287720E-014, 1.9041270E-001,-2.6721875E-002, 2.1092464E-002,-9.3242238E-006, 1.8724730E-005, 1.0299561E-005, 5.8683607E-010,-2.9819269E-001,-2.9819269E-001
 2.0600093E+003, 2.6854036E-001, 8.9762650E-001,-1.6039355E+000, 2.7602260E-001, 1.3146137E-009,-9.4287780E-014, 1.8854487E-001,-2.0405806E-002, 2.6798875E-002,-9.2567907E-006, 1.8701615E-005, 1.0225074E-005, 5.8417392E-010,-2.9819269E-001,-2.9819269E-001
 2.0700166E+003, 2.6801336E-001, 9.0083153E-001,-1.5868713E+000, 2.7513743E-001, 1.2781752E-009,-9.4287859E-014, 1.9419939E-001, 3.8321534E-003, 5.1310398E-002,-9.2116218E-006, 1.8674774E-005, 1.0175181E-005, 5.8177939E-010,-2.9819269E-001,-2.9819269E-001
 2.0800132E+003, 2.6726794E-001, 8.9811260E-001,-1.5824211E+000, 2.7191047E-001, 1.2483310E-009,-9.4287961E-014, 1.8980721E-001,-1.8127750E-003, 4.4677076E-002,-9.1226507E-006, 1.8647092E-005, 1.0076903E-005, 5.7928897E-010,-2.9819269E-001,-2.9819269E-001
 2.0900122E+003, 2.6688321E-001, 8.9864530E-001,-1.5794231E+000, 2.6935281E-001, 1.1944991E-009,-9.4288024E-014, 1.9250296E-001, 1.6004683E-003, 4.7961181E-002,-9.1053451E-006, 1.8620221E-005, 1.0057787E-005, 5.7662267E-010,-2.9819269E-001,-2.9819269E-001
 2.1000205E+003, 2.6640233E-001, 9.0000429E-001,-1.5871467E+000, 2.6858208E-001, 1.1585769E-009,-9.4288153E-014, 1.9621200E-001,-3.0760916E-003, 4.4053983E-002,-9.0948420E-006, 1.8586766E-005, 1.0046185E-005, 5.7359757E-010,-2.9819269E-001,-2.9819269E-001
 2.1100076E+003, 2.6541724E-001, 8.9845699E-001,-1.5663641E+000, 2.6597351E-001, 1.1272528E-009,-9.4288288E-014, 1.8941242E-001, 7.3144395E-003, 5.2896095E-002,-8.9708559E-006, 1.8551012E-005, 9.9092300E-006, 5.7074487E-010,-2.9819269E-001,-2.9819269E-001
 2.1200024E+003, 2.6476530E-001, 9.0013517E-001,-1.5865530E+000, 2.6394006E-001, 1.0884922E-009,-9.4288381E-014, 1.9001379E-001,-1.3808656E-002, 3.2301298E-002,-8.9077009E-006, 1.8518990E-005, 9.8394688E-006, 5.6808919E-010,-2.9819269E-001,-2.9819269E-001
 2.1300171E+003, 2.6442780E-001, 8.9720871E-001,-1.5696080E+000, 2.6206789E-001, 1.0528057E-009,-9.4288441E-014, 1.8592435E-001,-5.8620644E-003, 4.0020767E-002,-8.9038859E-006, 1.8495217E-005, 9.8352547E-006, 5.6539524E-010,-2.9819269E-001,-2.9819269E-001
 2.1400044E+003, 2.6449913E-001, 8.9570214E-001,-1.5670854E+000, 2.6115706E-001, 1.0190775E-009,-9.4288435E-014, 1.8767906E-001,-3.9911241E-003, 4.1952004E-002,-8.9600074E-006, 1.8479721E-005, 9.8972467E-006, 5.6274235E-010,-2.9819269E-001,-2.9819269E-001
 2.1500186E+003, 2.6424457E-001, 8.9556892E-001,-1.5431652E+000, 2.5878589E-001, 1.0122799E-009,-9.4288456E-014, 1.8527030E-001, 1.4267133E-002, 6.0704439E-002,-8.9407074E-006, 1.8465447E-005, 9.8759278E-006, 5.6019293E-010,-2.9819269E-001,-2.9819269E-001
 2.1600105E+003, 2.6334812E-001, 8.9629950E-001,-1.5760725E+000, 2.5697939E-001, 1.0195769E-009,-9.4288591E-014, 1.9512139E-001,-1.0294266E-002, 3.5675934E-002,-8.7953088E-006, 1.8443250E-005, 9.7153202E-006, 5.5832654E-010,-2.9819269E-001,-2.9819269E-001
 2.1700032E+003, 2.6262992E-001, 8.9630325E-001,-1.5518053E+000, 2.5568607E-001, 1.0297653E-009,-9.4288683E-014, 1.8728149E-001, 4.6157658E-003, 5.0095449E-002,-8.7287734E-006, 1.8412114E-005, 9.6418250E-006, 5.5720172E-010,-2.9819269E-001,-2.9819269E-001
 2.1800100E+003, 2.6187543E-001, 8.9902940E-001,-1.5771915E+000, 2.5534629E-001, 1.0510808E-009,-9.4288816E-014, 1.8762098E-001,-1.8624044E-002, 2.6680577E-002,-8.6387705E-006, 1.8382377E-005, 9.5424075E-006, 5.5646334E-010,-2.9819269E-001,-2.9819269E-001
 2.1900015E+003, 2.6107314E-001, 8.9661557E-001,-1.5350759E+000, 2.5198389E-001, 1.0563998E-009,-9.4288924E-014, 1.8202410E-001, 1.2302202E-002, 5.6620818E-002,-8.5217762E-006, 1.8359505E-005, 9.4131754E-006, 5.5617177E-010,-2.9819269E-001,-2.9819269E-001
 2.2000117E+003, 2.6096975E-001, 8.9528744E-001,-1.5630168E+000, 2.5152232E-001, 1.0458122E-009,-9.4288915E-014, 1.8349232E-001,-1.6305640E-002, 2.8255003E-002,-8.5441623E-006, 1.8342785E-005, 9.4379031E-006, 5.5549140E-010,-2.9819269E-001,-2.9819269E-001
 2.2100125E+003, 2.6087032E-001, 8.9693590E-001,-1.5448632E+000, 2.5001046E-001, 1.0477181E-009,-9.4288953E-014, 1.8610032E-001, 4.4976877E-003, 4.9053801E-002,-8.5781847E-006, 1.8320561E-005, 9.4754844E-006, 5.5459712E-010,-2.9819269E-001,-2.9819269E-001
 2.2200139E+003, 2.6034695E-001, 8.9786370E-001,-1.5553821E+000, 2.4876224E-001, 1.0432654E-009,-9.4289031E-014, 1.8293698E-001,-1.0227748E-002, 3.4527774E-002,-8.5479167E-006, 1.8292932E-005, 9.4420503E-006, 5.5376686E-010,-2.9819269E-001,-2.9819269E-001
 2.2300095E+003, 2.5979519E-001, 8.9497244E-001,-1.5493843E+000, 2.4725691E-001, 1.0139465E-009,-9.4289080E-014, 1.8138151E-001,-1.0337733E-002, 3.4021746E-002,-8.4778973E-006, 1.8270393E-005, 9.3647067E-006, 5.5260545E-010,-2.9819269E-001,-2.9819269E-001
 2.2400002E+003, 2.5991011E-001, 8.9325659E-001,-1.5264896E+000, 2.4462992E-001, 9.7870251E-010,-9.4289048E-014, 1.8513330E-001, 1.2027370E-002, 5.6440360E-002,-8.5326179E-006, 1.8260359E-005, 9.4251512E-006, 5.5084294E-010,-2.9819269E-001,-2.9819269E-001
 2.2500100E+003, 2.5893941E-001, 8.9531532E-001,-1.5579728E+000, 2.4382092E-001, 9.6253983E-010,-9.4289189E-014, 1.8716918E-001,-1.6076841E-002, 2.7271989E-002,-8.4105971E-006, 1.8225644E-005, 9.2903667E-006, 5.4886304E-010,-2.9819269E-001,-2.9819269E-001
 2.2600122E+003, 2.5863544E-001, 8.9597447E-001,-1.5269169E+000, 2.4244420E-001, 9.6308316E-010,-9.4289231E-014, 1.8277287E-001, 8.7886899E-003, 5.2910066E-002,-8.3988924E-006, 1.8203864E-005, 9.2774376E-006, 5.4725601E-010,-2.9819269E-001,-2.9819269E-001
 2.2700027E+003, 2.5832688E-001, 8.9458939E-001,-1.5342977E+000, 2.4113096E-001, 9.4517217E-010,-9.4289236E-014, 1.8048055E-001,-3.5963735E-003, 4.0230049E-002,-8.3849257E-006, 1.8185085E-005, 9.2620100E-006, 5.4597184E-010,-2.9819269E-001,-2.9819269E-001
 2.2800100E+003, 2.5805692E-001, 8.9588794E-001,-1.5404588E+000, 2.4052354E-001, 9.1902088E-010,-9.4289305E-014, 1.8567832E-001,-4.3297637E-003, 3.9687959E-002,-8.3823957E-006, 1.8159344E-005, 9.2592154E-006, 5.4446002E-010,-2.9819269E-001,-2.9819269E-001
 2.2900081E+003, 2.5767836E-001, 8.9441167E-001,-1.5263400E+000, 2.3947423E-001, 8.9828526E-010,-9.4289345E-014, 1.8354091E-001, 4.6224995E-003, 4.8765192E-002,-8.3654196E-006, 1.8138815E-005, 9.2404635E-006, 5.4274740E-010,-2.9819269E-001,-2.9819269E-001
 2.3000144E+003, 2.5750117E-001, 8.9463528E-001,-1.5339838E+000, 2.3820208E-001, 8.7474264E-010,-9.4289363E-014, 1.8106638E-001,-5.8964966E-003, 3.7421081E-002,-8.3717796E-006, 1.8123110E-005, 9.2474888E-006, 5.4105883E-010,-2.9819269E-001,-2.9819269E-001
 2.3100000E+003, 2.5691296E-001, 8.9492675E-001,-1.5323530E+000, 2.3683250E-001, 8.4372701E-010,-9.4289481E-014, 1.8806921E-001, 1.1857174E-003, 4.4388396E-002,-8.2861414E-006, 1.8102360E-005, 9.1528926E-006, 5.3917376E-010,-2.9819269E-001,-2.9819269E-001
 2.3200137E+003, 2.5685004E-001, 8.9245234E-001,-1.5251082E+000, 2.3566390E-001, 8.1507153E-010,-9.4289424E-014, 1.8293580E-001,-1.0190849E-003, 4.2793893E-002,-8.3376300E-006, 1.8081545E-005, 9.2097671E-006, 5.3722624E-010,-2.9819269E-001,-2.9819269E-001
 2.3300042E+003, 2.5604485E-001, 8.9585929E-001,-1.5306389E+000, 2.3551557E-001, 7.8466387E-010,-9.4289557E-014, 1.8446070E-001,-1.9693568E-003, 4.1241505E-002,-8.2347317E-006, 1.8053324E-005, 9.0961053E-006, 5.3515384E-010,-2.9819269E-001,-2.9819269E-001
 2.3400217E+003, 2.5582670E-001, 8.9429579E-001,-1.5241743E+000, 2.3335254E-001, 7.7113003E-010,-9.4289634E-014, 1.8312866E-001,-3.3269620E-004, 4.2429356E-002,-8.2332096E-006, 1.8034043E-005, 9.0944240E-006, 5.3307517E-010,-2.9819269E-001,-2.9819269E-001
 2.3500000E+003, 2.5544577E-001, 8.9578911E-001,-1.5333073E+000, 2.3382774E-001, 7.5007875E-010,-9.4289675E-014, 1.8177717E-001,-9.9324193E-003, 3.3532539E-002,-8.2067355E-006, 1.8012433E-005, 9.0651807E-006, 5.3126951E-010,-2.9819269E-001,-2.9819269E-001
 2.3600110E+003, 2.5445623E-001, 8.9517318E-001,-1.5262392E+000, 2.3265120E-001, 7.3651188E-010,-9.4289773E-014, 1.7829663E-001,-8.2097122E-003, 3.4338032E-002,-8.0576767E-006, 1.7987892E-005, 8.9005299E-006, 5.2952897E-010,-2.9819269E-001,-2.9819269E-001
 2.3700056E+003, 2.5466888E-001, 8.9397759E-001,-1.5065226E+000, 2.3207869E-001, 7.1272262E-010,-9.4289735E-014, 1.8227403E-001, 1.3146958E-002, 5.6476581E-002,-8.1387868E-006, 1.7975050E-005, 8.9901243E-006, 5.2788574E-010,-2.9819269E-001,-2.9819269E-001
 2.3800012E+003, 2.5373864E-001, 8.9604698E-001,-1.5329808E+000, 2.3094793E-001, 7.1335430E-010,-9.4289895E-014, 1.8211755E-001,-1.2174798E-002, 2.9870348E-002,-7.9985995E-006, 1.7948769E-005, 8.8352731E-006, 5.2618018E-010,-2.9819269E-001,-2.9819269E-001
 2.3900127E+003, 2.5332014E-001, 8.9226327E-001,-1.4806292E+000, 2.2925114E-001, 7.1880147E-010,-9.4289893E-014, 1.7546867E-001, 2.7196607E-002, 6.9673999E-002,-7.9554093E-006, 1.7934107E-005, 8.7875651E-006, 5.2501156E-010,-2.9819269E-001,-2.9819269E-001
 2.4000071E+003, 2.5334963E-001, 8.9325724E-001,-1.5360669E+000, 2.2742861E-001, 6.9897799E-010,-9.4289918E-014, 1.7895498E-001,-2.4817020E-002, 1.6923586E-002,-7.9837876E-006, 1.7921640E-005, 8.8189118E-006, 5.2400471E-010,-2.9819269E-001,-2.9819269E-001
 2.4100122E+003, 2.5330026E-001, 8.9263021E-001,-1.5241155E+000, 2.2804452E-001, 6.7582890E-010,-9.4289905E-014, 1.7997728E-001,-1.2202950E-002, 2.9836777E-002,-8.0184876E-006, 1.7906427E-005, 8.8572415E-006, 5.2264687E-010,-2.9819269E-001,-2.9819269E-001
 2.4200027E+003, 2.5286261E-001, 8.9504309E-001,-1.5110987E+000, 2.2638595E-001, 6.6020152E-010,-9.4289980E-014, 1.8082786E-001, 1.3981505E-003, 4.4020833E-002,-7.9694676E-006, 1.7887595E-005, 8.8030939E-006, 5.2100647E-010,-2.9819269E-001,-2.9819269E-001
 2.4300005E+003, 2.5206921E-001, 8.9634855E-001,-1.5220138E+000, 2.2709266E-001, 6.5628106E-010,-9.4290069E-014, 1.7929979E-001,-8.9669831E-003, 3.2796434E-002,-7.8619367E-006, 1.7864114E-005, 8.6843150E-006, 5.1957388E-010,-2.9819269E-001,-2.9819269E-001
 2.4400215E+003, 2.5164747E-001, 8.9448049E-001,-1.4930668E+000, 2.2463702E-001, 6.4365828E-010,-9.4290108E-014, 1.7502593E-001, 1.1192487E-002, 5.2724130E-002,-7.8238954E-006, 1.7842638E-005, 8.6422945E-006, 5.1831966E-010,-2.9819269E-001,-2.9819269E-001
 2.4500142E+003, 2.5157181E-001, 8.9213015E-001,-1.5009838E+000, 2.2296658E-001, 6.2473845E-010,-9.4290100E-014, 1.7852945E-001, 3.3121457E-003, 4.4214184E-002,-7.8317382E-006, 1.7834039E-005, 8.6509576E-006, 5.1701945E-010,-2.9819269E-001,-2.9819269E-001
 2.4600059E+003, 2.5107191E-001, 8.9288674E-001,-1.5173331E+000, 2.2193129E-001, 6.0431322E-010,-9.4290120E-014, 1.7989468E-001,-1.2133827E-002, 2.8451484E-002,-7.7761662E-006, 1.7812789E-005, 8.5895727E-006, 5.1553893E-010,-2.9819269E-001,-2.9819269E-001
 2.4700046E+003, 2.5062879E-001, 8.9594026E-001,-1.4994697E+000, 2.2306031E-001, 6.0225849E-010,-9.4290232E-014, 1.7576627E-001, 5.1664307E-003, 4.5925892E-002,-7.7189958E-006, 1.7797056E-005, 8.5264221E-006, 5.1406928E-010,-2.9819269E-001,-2.9819269E-001
 2.4800068E+003, 2.5037468E-001, 8.9235659E-001,-1.4897113E+000, 2.2120422E-001, 5.9415553E-010,-9.4290238E-014, 1.7650962E-001, 1.0151778E-002, 5.0733809E-002,-7.6980706E-006, 1.7785986E-005, 8.5033081E-006, 5.1295799E-010,-2.9819269E-001,-2.9819269E-001
 2.4900154E+003, 2.5016343E-001, 8.9292932E-001,-1.5001805E+000, 2.2074609E-001, 5.9267233E-010,-9.4290241E-014, 1.7541620E-001,-1.9705297E-003, 3.9074529E-002,-7.6820514E-006, 1.7771845E-005, 8.4856133E-006, 5.1192484E-010,-2.9819269E-001,-2.9819269E-001
 2.5000159E+003, 2.4997508E-001, 8.9208672E-001,-1.5048025E+000, 2.1926017E-001, 5.9911234E-010,-9.4290235E-014, 1.7206104E-001,-1.2408272E-002, 2.8580530E-002,-7.6687176E-006, 1.7764185E-005, 8.4708848E-006, 5.1121604E-010,-2.9819269E-001,-2.9819269E-001
 2.5100176E+003, 2.5010152E-001, 8.9045444E-001,-1.4914246E+000, 2.1955744E-001, 5.8670824E-010,-9.4290202E-014, 1.7671785E-001, 4.3984791E-003, 4.5406617E-002,-7.7157008E-006, 1.7752989E-005, 8.5227824E-006, 5.1054321E-010,-2.9819269E-001,-2.9819269E-001
 2.5200076E+003, 2.4969492E-001, 8.9500457E-001,-1.5073790E+000, 2.1980464E-001, 5.9983610E-010,-9.4290293E-014, 1.7758985E-001,-6.7621368E-003, 3.4714983E-002,-7.6853365E-006, 1.7734680E-005, 8.4892420E-006, 5.0970921E-010,-2.9819269E-001,-2.9819269E-001
 2.5300151E+003, 2.4899222E-001, 8.9133856E-001,-1.4926327E+000, 2.1801321E-001, 6.1154438E-010,-9.4290375E-014, 1.7637049E-001, 1.5302649E-003, 4.2081755E-002,-7.5798626E-006, 1.7716317E-005, 8.3727353E-006, 5.0938182E-010,-2.9819269E-001,-2.9819269E-001
 2.5400154E+003, 2.4831060E-001, 8.9215531E-001,-1.4939901E+000, 2.1742510E-001, 6.2111088E-010,-9.4290447E-014, 1.7488387E-001,-1.3855977E-003, 3.8784823E-002,-7.4755568E-006, 1.7697133E-005, 8.2575188E-006, 5.0912700E-010,-2.9819269E-001,-2.9819269E-001
 2.5500115E+003, 2.4860886E-001, 8.9095629E-001,-1.4917327E+000, 2.1559699E-001, 6.1032273E-010,-9.4290377E-014, 1.7750191E-001, 1.4670806E-003, 4.0931362E-002,-7.5711609E-006, 1.7684077E-005, 8.3631234E-006, 5.0883728E-010,-2.9819269E-001,-2.9819269E-001
 2.5600068E+003, 2.4854383E-001, 8.9171265E-001,-1.5043278E+000, 2.1528754E-001, 5.9329293E-010,-9.4290380E-014, 1.8077907E-001,-8.8900156E-003, 3.1995318E-002,-7.5977638E-006, 1.7672545E-005, 8.3925090E-006, 5.0802318E-010,-2.9819269E-001,-2.9819269E-001
 2.5700154E+003, 2.4770135E-001, 8.9464743E-001,-1.4962614E+000, 2.1606273E-001, 5.8140128E-010,-9.4290545E-014, 1.7754108E-001, 5.2855372E-006, 3.9691159E-002,-7.4789267E-006, 1.7645113E-005, 8.2612412E-006, 5.0685564E-010,-2.9819269E-001,-2.9819269E-001
 2.5800186E+003, 2.4732852E-001, 8.9337571E-001,-1.4806349E+000, 2.1394259E-001, 5.7628768E-010,-9.4290562E-014, 1.7580509E-001, 9.6144721E-003, 4.9816968E-002,-7.4371845E-006, 1.7631665E-005, 8.2151327E-006, 5.0565002E-010,-2.9819269E-001,-2.9819269E-001
 2.5900244E+003, 2.4736838E-001, 8.9112344E-001,-1.4931953E+000, 2.1343856E-001, 5.7206029E-010,-9.4290522E-014, 1.7755670E-001,-3.6522703E-003, 3.6291815E-002,-7.4880743E-006, 1.7615672E-005, 8.2713457E-006, 5.0453950E-010,-2.9819269E-001,-2.9819269E-001
