s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa
 1.6200006E+003, 7.8649761E-001, 1.7483656E+000,-1.1435296E+001,-1.5645613E+001, 1.1176015E+000, 4.1442068E-008,-8.2096680E-013, 2.2335041E+001,-5.9323330E-003,-1.0934041E+000,-3.9027961E-004, 5.7277557E-005, 4.3110384E-004, 8.1478242E-009,-2.9819269E-001,-2.9819269E-001
 1.6300006E+003, 8.0765241E-001, 1.7468662E+000,-1.1429679E+001,-1.5680128E+001, 1.1100742E+000, 4.1487770E-008,-8.2095714E-013, 2.2490123E+001, 1.9538487E-002,-9.5509154E-001,-3.8994491E-004, 5.7237674E-005, 4.3073412E-004, 8.1339881E-009,-2.9819269E-001,-2.9819269E-001
 1.6400002E+003, 7.8667982E-001, 1.7424850E+000,-1.1423025E+001,-1.5629490E+001, 1.1171674E+000, 4.1405666E-008,-8.2094969E-013, 2.2378922E+001,-7.4638435E-003,-1.0272612E+000,-3.8896693E-004, 5.7078806E-005, 4.2965384E-004, 8.1218927E-009,-2.9819269E-001,-2.9819269E-001
 1.6500001E+003, 7.6154948E-001, 1.7320789E+000,-1.1412764E+001,-1.5635303E+001, 1.1155597E+000, 4.1244036E-008,-8.2091751E-013, 2.2454971E+001,-1.9699797E-002,-9.8390759E-001,-3.8664400E-004, 5.6836686E-005, 4.2708794E-004, 8.1082728E-009,-2.9819269E-001,-2.9819269E-001
 1.6600006E+003, 7.8185102E-001, 1.7285064E+000,-1.1430229E+001,-1.5608214E+001, 1.1156210E+000, 4.1291139E-008,-8.2094849E-013, 2.2384149E+001, 2.2738604E-002,-1.0283150E+000,-3.8584655E-004, 5.6731956E-005, 4.2620706E-004, 8.0949989E-009,-2.9819269E-001,-2.9819269E-001
 1.6700002E+003, 7.6306798E-001, 1.7149543E+000,-1.1431918E+001,-1.5591791E+001, 1.1114771E+000, 4.1296805E-008,-8.2094970E-013, 2.2438109E+001, 4.3077742E-003,-9.9609975E-001,-3.8282136E-004, 5.6459326E-005, 4.2286544E-004, 8.0836087E-009,-2.9819269E-001,-2.9819269E-001
 1.6800007E+003, 7.7757449E-001, 1.7138686E+000,-1.1418945E+001,-1.5622867E+001, 1.1181094E+000, 4.1075033E-008,-8.2093831E-013, 2.2498318E+001, 1.1000046E-002,-9.3394156E-001,-3.8257902E-004, 5.6418012E-005, 4.2259775E-004, 8.0727552E-009,-2.9819269E-001,-2.9819269E-001
 1.6900007E+003, 7.5349593E-001, 1.7060328E+000,-1.1410909E+001,-1.5596005E+001, 1.1156604E+000, 4.0682178E-008,-8.2095153E-013, 2.2477147E+001,-2.2691628E-002,-9.5457857E-001,-3.8082986E-004, 5.6202892E-005, 4.2066562E-004, 8.0559974E-009,-2.9819269E-001,-2.9819269E-001
 1.7000005E+003, 7.7134426E-001, 1.6977488E+000,-1.1402790E+001,-1.5665813E+001, 1.1161489E+000, 4.0738458E-008,-8.2097477E-013, 2.2409867E+001,-2.3371615E-002,-1.0734941E+000,-3.7898066E-004, 5.6023423E-005, 4.1862299E-004, 8.0381128E-009,-2.9819269E-001,-2.9819269E-001
 1.7100004E+003, 7.7670515E-001, 1.6840809E+000,-1.1406229E+001,-1.5643880E+001, 1.1101586E+000, 4.0356241E-008,-8.2101330E-013, 2.2400932E+001,-2.7257986E-002,-1.0782331E+000,-3.7592964E-004, 5.5730260E-005, 4.1525282E-004, 8.0221913E-009,-2.9819269E-001,-2.9819269E-001
 1.7200004E+003, 7.6136218E-001, 1.6775859E+000,-1.1406804E+001,-1.5550875E+001, 1.1119774E+000, 4.0388927E-008,-8.2100564E-013, 2.2385808E+001,-1.5313057E-003,-1.0209452E+000,-3.7447979E-004, 5.5560283E-005, 4.1365131E-004, 8.0038361E-009,-2.9819269E-001,-2.9819269E-001
 1.7300004E+003, 7.3667808E-001, 1.6671696E+000,-1.1399742E+001,-1.5468307E+001, 1.1137110E+000, 4.0151169E-008,-8.2092739E-013, 2.2547840E+001, 3.8336899E-002,-8.0265111E-001,-3.7215462E-004, 5.5321071E-005, 4.1108292E-004, 7.9884548E-009,-2.9819269E-001,-2.9819269E-001
 1.7400007E+003, 7.3498549E-001, 1.6608955E+000,-1.1404979E+001,-1.5474493E+001, 1.1092664E+000, 4.0011091E-008,-8.2093257E-013, 2.2199242E+001,-2.1801751E-002,-1.1750826E+000,-3.7075408E-004, 5.5164515E-005, 4.0953589E-004, 7.9710792E-009,-2.9819269E-001,-2.9819269E-001
 1.7500005E+003, 7.8598045E-001, 1.6522288E+000,-1.1388609E+001,-1.5581578E+001, 1.1125923E+000, 3.9805628E-008,-8.2096590E-013, 2.2316043E+001,-2.3517384E-003,-1.1033424E+000,-3.6881945E-004, 5.4963084E-005, 4.0739889E-004, 7.9545242E-009,-2.9819269E-001,-2.9819269E-001
 1.7600001E+003, 7.6736456E-001, 1.6462041E+000,-1.1410907E+001,-1.5502360E+001, 1.1082296E+000, 3.9578418E-008,-8.2097753E-013, 2.2372191E+001, 1.0643565E-002,-1.0192781E+000,-3.6747459E-004, 5.4809788E-005, 4.0591335E-004, 7.9368552E-009,-2.9819269E-001,-2.9819269E-001
 1.7700006E+003, 7.2250829E-001, 1.6368719E+000,-1.1418016E+001,-1.5512296E+001, 1.1037340E+000, 3.9516403E-008,-8.2093211E-013, 2.2370805E+001,-4.9279929E-002,-1.0963927E+000,-3.6539140E-004, 5.4614320E-005, 4.0361226E-004, 7.9191615E-009,-2.9819269E-001,-2.9819269E-001
 1.7800009E+003, 7.3695778E-001, 1.6319354E+000,-1.1386735E+001,-1.5511995E+001, 1.1139628E+000, 3.9396501E-008,-8.2085963E-013, 2.2446362E+001, 7.7546658E-003,-9.6951261E-001,-3.6428945E-004, 5.4469353E-005, 4.0239504E-004, 7.9033781E-009,-2.9819269E-001,-2.9819269E-001
 1.7900001E+003, 7.5070187E-001, 1.6286176E+000,-1.1404950E+001,-1.5492459E+001, 1.1175928E+000, 3.9505399E-008,-8.2094397E-013, 2.2213798E+001, 3.6978519E-002,-1.1866996E+000,-3.6354882E-004, 5.4395387E-005, 4.0157694E-004, 7.8886249E-009,-2.9819269E-001,-2.9819269E-001
 1.8000004E+003, 7.3592526E-001, 1.6205405E+000,-1.1390330E+001,-1.5412351E+001, 1.1087551E+000, 3.9580843E-008,-8.2095715E-013, 2.2247943E+001, 5.4852999E-002,-1.0895163E+000,-3.6174581E-004, 5.4235377E-005, 3.9958533E-004, 7.8786367E-009,-2.9819269E-001,-2.9819269E-001
 1.8100004E+003, 7.3112268E-001, 1.6126798E+000,-1.1397945E+001,-1.5481040E+001, 1.1093554E+000, 3.9519900E-008,-8.2093723E-013, 2.2258505E+001,-2.0860060E-002,-1.1673216E+000,-3.5999109E-004, 5.4033994E-005, 3.9764706E-004, 7.8690867E-009,-2.9819269E-001,-2.9819269E-001
 1.8200002E+003, 7.6082144E-001, 1.6157252E+000,-1.1404892E+001,-1.5611905E+001, 1.1116371E+000, 3.9360214E-008,-8.2101951E-013, 2.2302017E+001,-6.2912749E-002,-1.2265959E+000,-3.6067091E-004, 5.4055889E-005, 3.9839799E-004, 7.8584600E-009,-2.9819269E-001,-2.9819269E-001
 1.8300001E+003, 7.6000605E-001, 1.6097241E+000,-1.1416901E+001,-1.5496422E+001, 1.1100501E+000, 3.9047843E-008,-8.2099875E-013, 2.2308201E+001, 1.8258751E-002,-1.1253417E+000,-3.5933131E-004, 5.3929353E-005, 3.9691827E-004, 7.8446382E-009,-2.9819269E-001,-2.9819269E-001
 1.8400007E+003, 7.2229266E-001, 1.5979090E+000,-1.1382864E+001,-1.5494103E+001, 1.1072599E+000, 3.8866456E-008,-8.2086945E-013, 2.2439769E+001,-1.0634768E-002,-1.0097366E+000,-3.5669388E-004, 5.3627863E-005, 3.9400495E-004, 7.8279355E-009,-2.9819269E-001,-2.9819269E-001
 1.8500004E+003, 7.2183534E-001, 1.5887363E+000,-1.1394034E+001,-1.5436838E+001, 1.1068829E+000, 3.8739932E-008,-8.2073230E-013, 2.2314630E+001, 1.8674430E-002,-1.0987867E+000,-3.5464630E-004, 5.3404700E-005, 3.9174320E-004, 7.8102431E-009,-2.9819269E-001,-2.9819269E-001
 1.8600001E+003, 7.4075273E-001, 1.5863565E+000,-1.1393804E+001,-1.5538835E+001, 1.1077256E+000, 3.8931889E-008,-8.2079718E-013, 2.2476390E+001,-3.5713035E-002,-1.0214132E+000,-3.5411507E-004, 5.3328867E-005, 3.9115640E-004, 7.7949703E-009,-2.9819269E-001,-2.9819269E-001
 1.8700009E+003, 7.0183973E-001, 1.5784065E+000,-1.1396497E+001,-1.5334029E+001, 1.1074043E+000, 3.8692469E-008,-8.2077894E-013, 2.2274137E+001, 6.5233446E-002,-1.0687385E+000,-3.5234042E-004, 5.3153779E-005, 3.8919611E-004, 7.7845998E-009,-2.9819269E-001,-2.9819269E-001
 1.8800005E+003, 7.1140744E-001, 1.5691924E+000,-1.1383450E+001,-1.5567126E+001, 1.1073053E+000, 3.8446414E-008,-8.2080007E-013, 2.2306594E+001,-3.9394787E-002,-1.2560766E+000,-3.5028361E-004, 5.2938170E-005, 3.8692416E-004, 7.7712124E-009,-2.9819269E-001,-2.9819269E-001
 1.8900005E+003, 7.6069254E-001, 1.5660400E+000,-1.1387088E+001,-1.5507230E+001, 1.1109655E+000, 3.8335569E-008,-8.2083328E-013, 2.2399537E+001,-1.9098644E-002,-1.0570822E+000,-3.4957990E-004, 5.2844412E-005, 3.8614684E-004, 7.7544610E-009,-2.9819269E-001,-2.9819269E-001
 1.9000005E+003, 6.9640757E-001, 1.5507709E+000,-1.1369715E+001,-1.5334542E+001, 1.1105599E+000, 3.8419729E-008,-8.2075294E-013, 2.2443888E+001,-1.8978664E-002,-9.0262946E-001,-3.4617147E-004, 5.2510950E-005, 3.8238188E-004, 7.7391422E-009,-2.9819269E-001,-2.9819269E-001
 1.9100000E+003, 7.0777455E-001, 1.5460903E+000,-1.1366184E+001,-1.5355189E+001, 1.1096959E+000, 3.8534075E-008,-8.2071540E-013, 2.2361496E+001, 3.2646674E-002,-9.9631606E-001,-3.4512664E-004, 5.2431533E-005, 3.8122775E-004, 7.7278290E-009,-2.9819269E-001,-2.9819269E-001
 1.9200006E+003, 7.3780307E-001, 1.5390894E+000,-1.1367308E+001,-1.5465488E+001, 1.1029286E+000, 3.8261153E-008,-8.2075230E-013, 2.2386943E+001, 1.3098138E-002,-1.0660313E+000,-3.4356385E-004, 5.2256731E-005, 3.7950149E-004, 7.7185814E-009,-2.9819269E-001,-2.9819269E-001
 1.9300005E+003, 7.3184102E-001, 1.5379969E+000,-1.1396871E+001,-1.5487422E+001, 1.1144463E+000, 3.8123914E-008,-8.2085271E-013, 2.2261981E+001,-2.8667914E-002,-1.2380287E+000,-3.4331997E-004, 5.2171429E-005, 3.7923210E-004, 7.7050209E-009,-2.9819269E-001,-2.9819269E-001
 1.9400006E+003, 7.2631060E-001, 1.5341210E+000,-1.1386036E+001,-1.5443790E+001, 1.1075358E+000, 3.8193126E-008,-8.2080904E-013, 2.2152959E+001, 2.2514914E-002,-1.3089004E+000,-3.4245477E-004, 5.2062751E-005, 3.7827640E-004, 7.6912365E-009,-2.9819269E-001,-2.9819269E-001
 1.9500002E+003, 7.4647276E-001, 1.5263432E+000,-1.1380856E+001,-1.5381901E+001, 1.1010597E+000, 3.8051228E-008,-8.2085998E-013, 2.2103621E+001, 7.1725716E-002,-1.2852610E+000,-3.4071857E-004, 5.1889897E-005, 3.7635859E-004, 7.6795115E-009,-2.9819269E-001,-2.9819269E-001
 1.9600000E+003, 9.2503853E-001, 1.5267779E+000,-1.1401438E+001,-1.5625660E+001, 1.1051581E+000, 3.7933927E-008,-8.2084965E-013, 2.2129960E+001,-2.6977883E-003,-1.3401643E+000,-3.4081561E-004, 5.1895245E-005, 3.7646578E-004, 7.6663348E-009,-2.9819269E-001,-2.9819269E-001
 1.9700002E+003, 7.0221505E-001, 1.5085024E+000,-1.1363184E+001,-1.5494014E+001, 1.1097226E+000, 3.8059594E-008,-8.2076133E-013, 2.2405731E+001,-1.0686417E-001,-1.1310269E+000,-3.3673606E-004, 5.1514612E-005, 3.7195949E-004, 7.6536453E-009,-2.9819269E-001,-2.9819269E-001
 1.9800007E+003, 7.0341516E-001, 1.5038233E+000,-1.1362410E+001,-1.5349397E+001, 1.1082565E+000, 3.7763173E-008,-8.2080396E-013, 2.2275989E+001, 3.2658074E-002,-1.1203229E+000,-3.3569156E-004, 5.1389614E-005, 3.7080574E-004, 7.6413608E-009,-2.9819269E-001,-2.9819269E-001
 1.9900002E+003, 6.7862962E-001, 1.5000953E+000,-1.1382886E+001,-1.5289512E+001, 1.1105377E+000, 3.7855792E-008,-8.2075667E-013, 2.2071180E+001,-5.9961473E-003,-1.3119559E+000,-3.3485937E-004, 5.1242911E-005, 3.6988650E-004, 7.6280367E-009,-2.9819269E-001,-2.9819269E-001
 2.0000005E+003, 7.1577972E-001, 1.4998412E+000,-1.1388345E+001,-1.5430566E+001, 1.1079934E+000, 3.8023310E-008,-8.2081784E-013, 2.2472296E+001,-2.4159659E-002,-1.0230009E+000,-3.3480265E-004, 5.1236312E-005, 3.6982385E-004, 7.6182663E-009,-2.9819269E-001,-2.9819269E-001
 2.0100007E+003, 6.8127748E-001, 1.4916865E+000,-1.1368587E+001,-1.5306154E+001, 1.1083381E+000, 3.7776454E-008,-8.2080811E-013, 2.2278166E+001, 4.5132395E-002,-1.1152736E+000,-3.3298231E-004, 5.1030503E-005, 3.6781310E-004, 7.6091000E-009,-2.9819269E-001,-2.9819269E-001
 2.0200005E+003, 7.3148156E-001, 1.4832942E+000,-1.1362606E+001,-1.5488717E+001, 1.1066054E+000, 3.7801042E-008,-8.2077053E-013, 2.2325027E+001,-7.8430321E-002,-1.2049153E+000,-3.3110895E-004, 5.0850373E-005, 3.6574378E-004, 7.5979008E-009,-2.9819269E-001,-2.9819269E-001
 2.0300007E+003, 6.9639245E-001, 1.4742590E+000,-1.1365298E+001,-1.5379554E+001, 1.1022805E+000, 3.7550618E-008,-8.2085141E-013, 2.2141513E+001, 2.3694362E-002,-1.3304067E+000,-3.2909206E-004, 5.0662925E-005, 3.6351592E-004, 7.5861012E-009,-2.9819269E-001,-2.9819269E-001
 2.0400006E+003, 7.4038043E-001, 1.4679561E+000,-1.1355736E+001,-1.5439703E+001, 1.1083743E+000, 3.7681080E-008,-8.2084563E-013, 2.2322855E+001, 1.3480297E-002,-1.1558738E+000,-3.2768510E-004, 5.0516182E-005, 3.6196179E-004, 7.5728797E-009,-2.9819269E-001,-2.9819269E-001
 2.0500007E+003, 6.9178302E-001, 1.4656341E+000,-1.1350098E+001,-1.5328083E+001, 1.1058720E+000, 3.7487729E-008,-8.2086576E-013, 2.2305462E+001, 5.1092000E-002,-1.1094292E+000,-3.2716677E-004, 5.0433112E-005, 3.6138923E-004, 7.5609960E-009,-2.9819269E-001,-2.9819269E-001
 2.0600002E+003, 6.8222301E-001, 1.4591748E+000,-1.1369145E+001,-1.5315523E+001, 1.1029411E+000, 3.7505469E-008,-8.2085020E-013, 2.2293781E+001,-2.5157954E-003,-1.1465477E+000,-3.2572488E-004, 5.0276028E-005, 3.5979652E-004, 7.5483733E-009,-2.9819269E-001,-2.9819269E-001
 2.0700002E+003, 6.8408210E-001, 1.4507599E+000,-1.1364866E+001,-1.5310534E+001, 1.1018557E+000, 3.7529229E-008,-8.2084866E-013, 2.2087687E+001,-5.2937163E-003,-1.3510160E+000,-3.2384646E-004, 5.0101918E-005, 3.5772162E-004, 7.5383423E-009,-2.9819269E-001,-2.9819269E-001
 2.0800002E+003, 6.7336939E-001, 1.4416059E+000,-1.1355589E+001,-1.5288250E+001, 1.1001311E+000, 3.7406248E-008,-8.2082318E-013, 2.2380645E+001,-6.2334831E-002,-1.0480866E+000,-3.2180305E-004, 4.9898619E-005, 3.5546446E-004, 7.5276527E-009,-2.9819269E-001,-2.9819269E-001
 2.0900012E+003, 6.4978171E-001, 1.4309231E+000,-1.1343438E+001,-1.5062471E+001, 1.1099221E+000, 3.7243840E-008,-8.2072004E-013, 2.2258348E+001,-4.0761913E-002,-9.5693413E-001,-3.1941838E-004, 4.9623580E-005, 3.5283034E-004, 7.5148825E-009,-2.9819269E-001,-2.9819269E-001
 2.1000002E+003, 6.7591120E-001, 1.4321473E+000,-1.1363044E+001,-1.5158477E+001, 1.1087729E+000, 3.7400548E-008,-8.2080655E-013, 2.2030101E+001, 3.1883104E-002,-1.2745880E+000,-3.1969165E-004, 4.9624398E-005, 3.5313220E-004, 7.5021307E-009,-2.9819269E-001,-2.9819269E-001
 2.1100007E+003, 7.0043352E-001, 1.4333757E+000,-1.1351167E+001,-1.5303751E+001, 1.1009786E+000, 3.7229856E-008,-8.2083640E-013, 2.2212857E+001, 4.9000811E-002,-1.2072735E+000,-3.1996586E-004, 4.9637975E-005, 3.5343509E-004, 7.4923682E-009,-2.9819269E-001,-2.9819269E-001
 2.1200005E+003, 6.8071907E-001, 1.4247648E+000,-1.1368074E+001,-1.5319784E+001, 1.1035446E+000, 3.7021946E-008,-8.2083174E-013, 2.2167727E+001,-2.0208484E-002,-1.3111028E+000,-3.1804370E-004, 4.9459242E-005, 3.5131187E-004, 7.4797448E-009,-2.9819269E-001,-2.9819269E-001
 2.1300007E+003, 6.6908435E-001, 1.4232464E+000,-1.1362191E+001,-1.5316559E+001, 1.1071693E+000, 3.7139940E-008,-8.2086693E-013, 2.2318659E+001,-6.9579880E-002,-1.1605905E+000,-3.1770476E-004, 4.9388973E-005, 3.5093748E-004, 7.4657988E-009,-2.9819269E-001,-2.9819269E-001
 2.1400007E+003, 6.5826248E-001, 1.4104886E+000,-1.1334549E+001,-1.5163415E+001, 1.1048396E+000, 3.7136836E-008,-8.2080596E-013, 2.2354250E+001, 7.6842705E-002,-9.7012376E-001,-3.1485690E-004, 4.9130631E-005, 3.4779172E-004, 7.4556347E-009,-2.9819269E-001,-2.9819269E-001
 2.1500002E+003, 6.6609685E-001, 1.4038833E+000,-1.1352511E+001,-1.5267690E+001, 1.1028942E+000, 3.7089363E-008,-8.2086721E-013, 2.1997434E+001,-6.3526139E-002,-1.4498918E+000,-3.1338242E-004, 4.8950844E-005, 3.4616301E-004, 7.4464468E-009,-2.9819269E-001,-2.9819269E-001
 2.1600007E+003, 6.5523907E-001, 1.4025612E+000,-1.1365502E+001,-1.5232372E+001, 1.1063314E+000, 3.7062246E-008,-8.2080180E-013, 2.2165280E+001, 8.2145913E-003,-1.2684621E+000,-3.1308730E-004, 4.8872823E-005, 3.4583702E-004, 7.4364747E-009,-2.9819269E-001,-2.9819269E-001
 2.1700002E+003, 7.2974967E-001, 1.3929957E+000,-1.1337357E+001,-1.5323267E+001, 1.1071800E+000, 3.6926180E-008,-8.2080851E-013, 2.2302979E+001,-5.3282829E-002,-1.1277191E+000,-3.1095203E-004, 4.8674609E-005, 3.4347839E-004, 7.4258532E-009,-2.9819269E-001,-2.9819269E-001
 2.1800002E+003, 6.5181524E-001, 1.3895320E+000,-1.1361501E+001,-1.5161730E+001, 1.1006385E+000, 3.6816934E-008,-8.2086198E-013, 2.2149067E+001, 5.8429648E-002,-1.2321792E+000,-3.1017883E-004, 4.8553785E-005, 3.4262432E-004, 7.4129024E-009,-2.9819269E-001,-2.9819269E-001
 2.1900000E+003, 6.8648122E-001, 1.3844069E+000,-1.1361028E+001,-1.5299681E+001, 1.1052468E+000, 3.6772597E-008,-8.2085271E-013, 2.2240362E+001, 2.3721877E-003,-1.2442117E+000,-3.0903479E-004, 4.8430423E-005, 3.4136060E-004, 7.4000813E-009,-2.9819269E-001,-2.9819269E-001
 2.2000007E+003, 6.3184994E-001, 1.3766033E+000,-1.1342919E+001,-1.5154341E+001, 1.0978963E+000, 3.6639827E-008,-8.2080765E-013, 2.2173729E+001, 1.4970350E-002,-1.2171814E+000,-3.0729283E-004, 4.8227549E-005, 3.3943643E-004, 7.3874124E-009,-2.9819269E-001,-2.9819269E-001
 2.2100005E+003, 6.5507394E-001, 1.3706178E+000,-1.1308817E+001,-1.5256100E+001, 1.1004384E+000, 3.6497562E-008,-8.2081617E-013, 2.2170168E+001,-4.2958091E-002,-1.2686185E+000,-3.0595672E-004, 4.8122369E-005, 3.3796056E-004, 7.3733801E-009,-2.9819269E-001,-2.9819269E-001
 2.2200007E+003, 6.7237137E-001, 1.3744190E+000,-1.1320844E+001,-1.5282354E+001, 1.1041504E+000, 3.6624641E-008,-8.2088083E-013, 2.2236622E+001,-3.0070524E-002,-1.2156359E+000,-3.0680524E-004, 4.8179205E-005, 3.3889784E-004, 7.3609827E-009,-2.9819269E-001,-2.9819269E-001
 2.2300005E+003, 6.3822684E-001, 1.3697408E+000,-1.1336699E+001,-1.5163297E+001, 1.1019981E+000, 3.6403714E-008,-8.2080198E-013, 2.2262965E+001, 7.2248302E-003,-1.1270657E+000,-3.0576094E-004, 4.8074504E-005, 3.3774431E-004, 7.3505740E-009,-2.9819269E-001,-2.9819269E-001
 2.2400005E+003, 6.5276980E-001, 1.3635586E+000,-1.1334855E+001,-1.5169612E+001, 1.1007908E+000, 3.6394403E-008,-8.2089156E-013, 2.2082275E+001, 3.3737348E-002,-1.3050728E+000,-3.0438093E-004, 4.7922624E-005, 3.3621994E-004, 7.3375637E-009,-2.9819269E-001,-2.9819269E-001
 2.2500005E+003, 6.5087024E-001, 1.3588920E+000,-1.1360785E+001,-1.5196449E+001, 1.1024756E+000, 3.6280892E-008,-8.2085706E-013, 2.2165977E+001, 2.6104798E-002,-1.2790193E+000,-3.0333922E-004, 4.7802965E-005, 3.3506926E-004, 7.3254483E-009,-2.9819269E-001,-2.9819269E-001
 2.2600000E+003, 6.6333037E-001, 1.7137806E+000,-1.1397864E+001,-1.4862774E+001, 1.0868481E+000, 3.6132776E-008,-8.2007216E-013, 1.9214154E+001, 1.3629723E+000,-3.5825249E+000,-3.8255936E-004, 4.9336284E-005, 4.2257603E-004, 7.3114757E-009,-2.9819269E-001,-2.9819269E-001
 2.2700002E+003, 1.7974293E+000, 5.9392766E+001,-1.7729678E+001,-2.6292958E+001, 9.4924442E-001,-7.1631722E-006,-8.1927137E-013, 3.9398894E+001, 8.5569072E+000, 5.7515690E+001,-1.3257974E-002, 1.5434569E-004, 1.4644792E-002, 7.3053536E-009,-2.9819269E-001,-2.9819269E-001
 2.2800005E+003, 1.3520236E+001, 9.9009242E+001,-4.4407056E+001,-7.3639415E+001, 7.9511497E-001,-6.0706691E-003,-8.2103900E-013, 9.4239309E+001, 2.2713868E+000, 8.9511360E+001,-2.2101378E-002, 6.3795983E-004, 2.4413238E-002, 1.4572918E-008,-2.9819269E-001,-2.9819269E-001
 2.2900002E+003, 1.7429596E+001, 2.7769806E+001,-3.0586470E+001,-8.4220160E+001, 6.2726725E-001, 1.6324467E-006,-8.1981047E-013, 7.7088464E+001,-2.7611840E+000, 8.1085035E+000,-6.1989261E-003, 4.7290966E-004, 6.8473493E-003, 2.8514508E-008,-2.9819269E-001,-2.9819269E-001
 2.3000002E+003, 1.0599732E+001, 1.1365744E+001,-2.0515344E+001,-6.5402180E+001, 8.7881058E-001, 1.1354205E-006,-8.2194379E-013, 5.9070116E+001,-2.0722445E+000,-4.0031194E+000,-2.5371229E-003, 2.5630693E-004, 2.8025123E-003, 2.9339936E-008,-2.9819269E-001,-2.9819269E-001
 2.3100005E+003, 2.7479001E+001, 5.8944426E+000,-1.9692657E+001,-5.7303974E+001, 6.8977385E-001, 8.1192902E-007,-8.2102635E-013, 4.1539412E+001, 3.5600896E+000,-1.3940003E+000,-1.3157893E-003, 1.4055094E-004, 1.4534242E-003, 2.5743725E-008,-2.9819269E-001,-2.9819269E-001
 2.3200005E+003, 1.7176766E+001, 4.5270806E+000,-1.8742677E+001,-5.9856300E+001, 5.9546397E-001, 6.1774273E-007,-8.2022753E-013, 4.2617062E+001,-7.9827584E+000,-1.3682604E+001,-1.0105594E-003, 1.0919973E-004, 1.1162665E-003, 2.2222379E-008,-2.9819269E-001,-2.9819269E-001
 2.3300002E+003, 3.2919880E+000, 2.4117098E+000,-1.2975821E+001,-3.0448416E+001, 9.3163116E-001, 4.7880144E-007,-8.1965858E-013, 3.1167408E+001, 2.8475755E-001,-5.6214996E+000,-5.3835490E-004, 6.8377943E-005, 5.9466817E-004, 1.9499223E-008,-2.9819269E-001,-2.9819269E-001
 2.3400005E+003, 1.5238186E+001, 2.3068035E+000,-1.5437397E+001,-4.1616175E+001, 7.9747056E-001, 3.7892200E-007,-8.1696310E-013, 3.3742999E+001,-9.6947027E-002,-4.9681125E+000,-5.1493715E-004, 6.5963829E-005, 5.6880087E-004, 1.7322059E-008,-2.9819269E-001,-2.9819269E-001
 2.3500002E+003, 4.5248514E+001, 2.8143492E+000,-2.1031706E+001,-5.4791386E+001, 7.3138342E-001, 3.2037567E-007,-8.2009536E-013, 2.2788034E+001,-9.0280638E-001,-4.2408109E+000,-6.2823424E-004, 7.5330802E-005, 6.9394912E-004, 1.5672481E-008,-2.9819269E-001,-2.9819269E-001
 2.3600002E+003, 9.2495080E-001, 2.9058310E+000,-1.3822670E+001,-3.0441032E+001, 7.4064237E-001, 2.6827165E-007,-8.1923498E-013, 3.5661703E+001, 1.0263230E+000,-4.0305749E+000,-6.4865530E-004, 7.4706044E-005, 7.1650627E-004, 1.4419998E-008,-2.9819269E-001,-2.9819269E-001
 2.3700002E+003, 1.0387059E+000, 8.3493994E+000,-1.3735825E+001,-3.0858936E+001, 5.0102386E-001, 2.3499622E-007,-8.1691439E-013, 3.3214764E+001,-7.2251754E-003,-1.4908668E+000,-1.8637981E-003, 7.7178203E-005, 2.0587560E-003, 1.3431030E-008,-2.9819269E-001,-2.9819269E-001
 2.3800002E+003, 2.8831682E+000, 7.0789005E+000,-1.5172643E+001,-3.1662763E+001, 4.0710677E-001, 2.0582265E-007,-8.2147190E-013, 3.2869172E+001,-7.0901071E-001,-3.5970585E+000,-1.5801904E-003, 1.0797534E-004, 1.7454823E-003, 1.2653098E-008,-2.9819269E-001,-2.9819269E-001
 2.3900005E+003, 1.0190326E+000, 3.1443550E+000,-1.3435675E+001,-2.9506431E+001, 6.2311398E-001, 1.8074311E-007,-8.1847510E-013, 3.5030728E+001,-1.0990571E+000,-3.1248758E+000,-7.0189991E-004, 8.3239890E-005, 7.7532041E-004, 1.1984912E-008,-2.9819269E-001,-2.9819269E-001
 2.4000000E+003, 9.0130115E-001, 2.6891406E+000,-1.2848001E+001,-2.4387990E+001, 8.4590628E-001, 1.6109448E-007,-8.1741423E-013, 2.7698763E+001, 5.5790032E-001,-5.1008802E+000,-6.0028449E-004, 7.4067060E-005, 6.6307576E-004, 1.1402095E-008,-2.9819269E-001,-2.9819269E-001
