s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.1900084E+003, 1.3249637E+000, 2.0054862E+000,-1.4468318E+001,-1.3744946E+001, 1.6333043E+000, 5.7277514E-008,-7.0724614E-013, 2.5357613E+001, 1.7444986E-002, 1.0261614E-001,-4.6201071E-004, 8.6665037E-005, 5.1033819E-004, 4.9066211E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2000056E+003, 1.3222000E+000, 2.0002878E+000,-1.4466672E+001,-1.3792039E+001, 1.6279970E+000, 5.6812012E-008,-7.0724448E-013, 2.5376788E+001,-1.6762703E-002, 6.8275369E-002,-4.6081319E-004, 8.6484012E-005, 5.0901541E-004, 4.8896414E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2100027E+003, 1.3181383E+000, 1.9890058E+000,-1.4448196E+001,-1.3759583E+001, 1.6214158E+000, 5.6372768E-008,-7.0724576E-013, 2.5378781E+001, 3.3695309E-002, 1.1055686E-001,-4.5821623E-004, 8.6217279E-005, 5.0614680E-004, 4.8707123E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2200132E+003, 1.3147262E+000, 1.9813780E+000,-1.4446778E+001,-1.3783913E+001, 1.6187809E+000, 5.6159299E-008,-7.0719358E-013, 2.5363829E+001,-1.2257014E-002, 6.6644803E-002,-4.5645925E-004, 8.5994980E-005, 5.0420603E-004, 4.8513581E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2300103E+003, 1.3112625E+000, 1.9728974E+000,-1.4447498E+001,-1.3835937E+001, 1.6142745E+000, 5.5759118E-008,-7.0718939E-013, 2.5361031E+001,-7.1699820E-002, 3.1333189E-003,-4.5450535E-004, 8.5768749E-005, 5.0204775E-004, 4.8335675E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2400074E+003, 1.3085202E+000, 1.9671759E+000,-1.4449407E+001,-1.3686610E+001, 1.6110378E+000, 5.5399631E-008,-7.0718722E-013, 2.5350657E+001, 5.7745678E-002, 1.3419832E-001,-4.5318716E-004, 8.5589086E-005, 5.0059167E-004, 4.8155788E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2500045E+003, 1.3051161E+000, 1.9595987E+000,-1.4443117E+001,-1.3759882E+001, 1.6090767E+000, 5.5078527E-008,-7.0718800E-013, 2.5344776E+001,-1.9772636E-002, 5.5969852E-002,-4.5144144E-004, 8.5366138E-005, 4.9866334E-004, 4.7972663E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2600017E+003, 1.3016655E+000, 1.9499715E+000,-1.4439582E+001,-1.3742880E+001, 1.6064895E+000, 5.4816352E-008,-7.0718951E-013, 2.5341585E+001,-9.3458024E-003, 6.7278473E-002,-4.4922309E-004, 8.5140463E-005, 4.9621295E-004, 4.7795930E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2700121E+003, 1.2981428E+000, 1.9387436E+000,-1.4441068E+001,-1.3706518E+001, 1.6021547E+000, 5.4510681E-008,-7.0719139E-013, 2.5306317E+001,-1.8522130E-002, 5.9028373E-002,-4.4663589E-004, 8.4910666E-005, 4.9335513E-004, 4.7628756E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2800092E+003, 1.2949348E+000, 1.9303383E+000,-1.4436922E+001,-1.3673738E+001, 1.5988717E+000, 5.4134414E-008,-7.0719227E-013, 2.5315008E+001, 2.2863941E-002, 9.8154812E-002,-4.4469919E-004, 8.4700158E-005, 4.9121585E-004, 4.7463286E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.2900063E+003, 1.2908719E+000, 1.9198929E+000,-1.4429577E+001,-1.3713811E+001, 1.5954172E+000, 5.3504940E-008,-7.0719448E-013, 2.5334802E+001, 2.5042294E-003, 7.7703331E-002,-4.4229244E-004, 8.4433584E-005, 4.8855734E-004, 4.7281145E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3000035E+003, 1.2864278E+000, 1.9089789E+000,-1.4430445E+001,-1.3741493E+001, 1.5939796E+000, 5.3193126E-008,-7.0719684E-013, 2.5315646E+001,-5.1832562E-002, 2.4116266E-002,-4.3977743E-004, 8.4143585E-005, 4.8577925E-004, 4.7068690E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3100006E+003, 1.2828267E+000, 1.8992480E+000,-1.4429028E+001,-1.3703226E+001, 1.5919418E+000, 5.3173106E-008,-7.0719504E-013, 2.5293325E+001,-4.0388648E-002, 3.5838801E-002,-4.3753547E-004, 8.3908486E-005, 4.8330278E-004, 4.6880013E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3200110E+003, 1.2800455E+000, 1.8901346E+000,-1.4434288E+001,-1.3580615E+001, 1.5867336E+000, 5.2848137E-008,-7.0719081E-013, 2.5256362E+001, 3.2166293E-002, 1.0823800E-001,-4.3543578E-004, 8.3726965E-005, 4.8098346E-004, 4.6737944E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3300082E+003, 1.2769494E+000, 1.8816863E+000,-1.4428560E+001,-1.3612628E+001, 1.5873249E+000, 5.2485609E-008,-7.0719330E-013, 2.5271256E+001, 1.7916500E-002, 9.4342321E-002,-4.3348920E-004, 8.3523751E-005, 4.7883326E-004, 4.6588995E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3400146E+003, 1.2732279E+000, 1.8713401E+000,-1.4428961E+001,-1.3647007E+001, 1.5833639E+000, 5.2281746E-008,-6.4998051E-013, 2.5255445E+001,-4.2501397E-002, 3.6069595E-002,-4.3110520E-004, 8.3286535E-005, 4.7619989E-004, 4.6428965E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3500038E+003, 1.2701342E+000, 1.8638677E+000,-1.4425061E+001,-1.3633525E+001, 1.5828942E+000, 5.1997386E-008,-6.4134239E-013, 2.5252598E+001,-3.0300813E-002, 4.7040834E-002,-4.2938371E-004, 8.3077872E-005, 4.7429833E-004, 4.6276491E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3600076E+003, 1.2665715E+000, 1.8544619E+000,-1.4418484E+001,-1.3607802E+001, 1.5799992E+000, 5.1787327E-008,-6.4134132E-013, 2.5269931E+001, 1.4186495E-002, 9.0215067E-002,-4.2721674E-004, 8.2844789E-005, 4.7190469E-004, 4.6128502E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3700114E+003, 1.2627386E+000, 1.8460629E+000,-1.4414308E+001,-1.3635457E+001, 1.5768625E+000, 5.1437277E-008,-6.4134475E-013, 2.5254726E+001,-3.4502141E-002, 4.4561477E-002,-4.2528156E-004, 8.2594195E-005, 4.6976708E-004, 4.5981283E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3800005E+003, 1.2591134E+000, 1.8370015E+000,-1.4413199E+001,-1.3599946E+001, 1.5748916E+000, 5.1372523E-008,-6.4134350E-013, 2.5223366E+001,-3.4398513E-002, 4.4226917E-002,-4.2319370E-004, 8.2357415E-005, 4.6746082E-004, 4.5830955E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3900043E+003, 1.2559298E+000, 1.8301973E+000,-1.4408889E+001,-1.3501390E+001, 1.5737218E+000, 5.1195122E-008,-6.4134413E-013, 2.5214957E+001, 5.8875737E-002, 1.3433026E-001,-4.2162583E-004, 8.2148826E-005, 4.6572895E-004, 4.5704444E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4000081E+003, 1.2527850E+000, 1.8215230E+000,-1.4407612E+001,-1.3597985E+001, 1.5684890E+000, 5.1110810E-008,-6.4134546E-013, 2.5206952E+001,-5.6436991E-002, 2.2629659E-002,-4.1962718E-004, 8.1943244E-005, 4.6352124E-004, 4.5586307E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4100118E+003, 1.2491513E+000, 1.8124407E+000,-1.4405276E+001,-1.3590350E+001, 1.5691190E+000, 5.0972487E-008,-6.4134285E-013, 2.5219701E+001,-3.4816962E-002, 4.2345666E-002,-4.1753469E-004, 8.1705905E-005, 4.6120987E-004, 4.5477920E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4200010E+003, 1.2463511E+000, 1.8039451E+000,-1.4400110E+001,-1.3504220E+001, 1.5663537E+000, 5.0706308E-008,-6.4134174E-013, 2.5195359E+001, 2.7022818E-002, 1.0373380E-001,-4.1557737E-004, 8.1522488E-005, 4.5904781E-004, 4.5365854E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4300048E+003, 1.2428686E+000, 1.7955678E+000,-1.4399587E+001,-1.3514939E+001, 1.5656745E+000, 5.0527932E-008,-6.4133549E-013, 2.5169719E+001,-1.3896487E-002, 6.3735894E-002,-4.1364728E-004, 8.1294799E-005, 4.5691583E-004, 4.5239974E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4400085E+003, 1.2400901E+000, 1.7886321E+000,-1.4400861E+001,-1.3476425E+001, 1.5647437E+000, 5.0412155E-008,-6.4133605E-013, 2.5161376E+001, 1.1615411E-002, 8.8924390E-002,-4.1204903E-004, 8.1113372E-005, 4.5515039E-004, 4.5119032E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4500123E+003, 1.2368128E+000, 1.7811758E+000,-1.4394482E+001,-1.3526781E+001, 1.5615457E+000, 5.0104309E-008,-6.4133955E-013, 2.5177108E+001,-2.2313296E-002, 5.4204286E-002,-4.1033095E-004, 8.0898413E-005, 4.5325259E-004, 4.5002819E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4600015E+003, 1.2331175E+000, 1.7715009E+000,-1.4390828E+001,-1.3511743E+001, 1.5619933E+000, 4.9908510E-008,-6.4134001E-013, 2.5157248E+001,-2.5206761E-002, 4.9787090E-002,-4.0810188E-004, 8.0656701E-005, 4.5079036E-004, 4.4870170E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4700052E+003, 1.2302462E+000, 1.7647480E+000,-1.4389992E+001,-1.3473548E+001, 1.5575384E+000, 4.9730518E-008,-6.4134411E-013, 2.5174961E+001, 2.2538950E-002, 9.9205983E-002,-4.0654585E-004, 8.0469262E-005, 4.4907157E-004, 4.4739629E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4800090E+003, 1.2265745E+000, 1.7560840E+000,-1.4379926E+001,-1.3552311E+001, 1.5570877E+000, 4.9504091E-008,-6.4134622E-013, 2.5176186E+001,-4.9871526E-002, 2.7611746E-002,-4.0454982E-004, 8.0228577E-005, 4.4686675E-004, 4.4614207E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4900128E+003, 1.2228969E+000, 1.7472355E+000,-1.4377626E+001,-1.3496235E+001, 1.5527078E+000, 4.9076321E-008,-6.4134528E-013, 2.5161887E+001,-1.2208646E-002, 6.3630887E-002,-4.0251137E-004, 7.9988072E-005, 4.4461507E-004, 4.4473951E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5000020E+003, 1.2196471E+000, 1.7396408E+000,-1.4378387E+001,-1.3503549E+001, 1.5551183E+000, 4.9051910E-008,-6.4134731E-013, 2.5125072E+001,-5.9575842E-002, 1.7901290E-002,-4.0076174E-004, 7.9776272E-005, 4.4268243E-004, 4.4322428E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5100057E+003, 1.2170763E+000, 1.7329727E+000,-1.4380536E+001,-1.3364870E+001, 1.5538424E+000, 4.8899914E-008,-6.4134927E-013, 2.5102102E+001, 5.0914052E-002, 1.2761542E-001,-3.9922527E-004, 7.9607715E-005, 4.4098524E-004, 4.4198104E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5200095E+003, 1.2132916E+000, 1.7220495E+000,-1.4368364E+001,-1.3473175E+001, 1.5529238E+000, 4.8865171E-008,-6.4135112E-013, 2.5109792E+001,-4.2975884E-002, 3.4469077E-002,-3.9670848E-004, 7.9359776E-005, 4.3820518E-004, 4.4086700E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5300034E+003, 1.2102525E+000, 1.7134357E+000,-1.4369343E+001,-1.3423696E+001, 1.5492979E+000, 4.8651315E-008,-6.4135332E-013, 2.5103071E+001,-5.0046691E-003, 6.9582484E-002,-3.9472335E-004, 7.9155439E-005, 4.3601241E-004, 4.3989483E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5400009E+003, 1.2068478E+000, 1.7050565E+000,-1.4360991E+001,-1.3382935E+001, 1.5485582E+000, 4.8489243E-008,-6.4135220E-013, 2.5108468E+001, 4.4382858E-002, 1.1994765E-001,-3.9279265E-004, 7.8938525E-005, 4.3387975E-004, 4.3880402E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5500114E+003, 1.2040356E+000, 1.6992512E+000,-1.4363186E+001,-1.3480215E+001, 1.5455369E+000, 4.8257807E-008,-6.4135170E-013, 2.5080740E+001,-8.8430189E-002,-1.3087857E-002,-3.9145501E-004, 7.8755089E-005, 4.3240219E-004, 4.3764186E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5600088E+003, 1.2009784E+000, 1.6926756E+000,-1.4358500E+001,-1.3377494E+001, 1.5453923E+000, 4.8154387E-008,-6.4135289E-013, 2.5070179E+001, 5.5717809E-003, 8.0556433E-002,-3.8994018E-004, 7.8554637E-005, 4.3072891E-004, 4.3646121E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5700062E+003, 1.1973175E+000, 1.6835315E+000,-1.4350079E+001,-1.3389148E+001, 1.5463737E+000, 4.8091664E-008,-6.4135520E-013, 2.5087962E+001, 1.7579898E-002, 9.2426128E-002,-3.8783347E-004, 7.8314890E-005, 4.2840183E-004, 4.3537262E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5800037E+003, 1.1942378E+000, 1.6760507E+000,-1.4353917E+001,-1.3407464E+001, 1.5433243E+000, 4.7924026E-008,-6.4135619E-013, 2.5076753E+001,-2.1936068E-002, 5.2933753E-002,-3.8610979E-004, 7.8114238E-005, 4.2649784E-004, 4.3437336E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5900010E+003, 1.1917267E+000, 1.6695276E+000,-1.4350687E+001,-1.3393419E+001, 1.5433455E+000, 4.7720993E-008,-6.4136026E-013, 2.5028541E+001,-5.4830204E-002, 1.9506950E-002,-3.8460706E-004, 7.7949930E-005, 4.2483792E-004, 4.3332544E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6000116E+003, 1.1887336E+000, 1.6622420E+000,-1.4347699E+001,-1.3366208E+001, 1.5418111E+000, 4.7499291E-008,-6.4135877E-013, 2.5041630E+001,-1.5166580E-002, 5.8267571E-002,-3.8292821E-004, 7.7754150E-005, 4.2298346E-004, 4.3215583E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6100089E+003, 1.1861050E+000, 1.6561618E+000,-1.4346554E+001,-1.3343974E+001, 1.5415400E+000, 4.7400132E-008,-6.4135879E-013, 2.5029939E+001,-7.6824043E-003, 6.7055682E-002,-3.8152720E-004, 7.7582066E-005, 4.2143590E-004, 4.3097229E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6200063E+003, 1.1838519E+000, 1.6515498E+000,-1.4352596E+001,-1.3323563E+001, 1.5396571E+000, 4.7149436E-008,-6.4135833E-013, 2.5013839E+001,-1.3926051E-002, 6.1189212E-002,-3.8046434E-004, 7.7435415E-005, 4.2026187E-004, 4.2985547E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6300038E+003, 1.1814896E+000, 1.6459722E+000,-1.4343176E+001,-1.3303555E+001, 1.5395619E+000, 4.6968364E-008,-6.4136009E-013, 2.5017219E+001, 1.7935273E-002, 9.1539049E-002,-3.7917928E-004, 7.7280288E-005, 4.1884239E-004, 4.2866968E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6400012E+003, 1.1791100E+000, 1.6407497E+000,-1.4351122E+001,-1.3304153E+001, 1.5366172E+000, 4.6721688E-008,-6.4135902E-013, 2.4996584E+001,-1.8710921E-002, 5.7037171E-002,-3.7797584E-004, 7.7125158E-005, 4.1751306E-004, 4.2746782E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6500117E+003, 1.1768007E+000, 1.6350152E+000,-1.4342152E+001,-1.3281379E+001, 1.5357863E+000, 4.6511184E-008,-6.4135615E-013, 2.5004292E+001, 2.0042443E-002, 9.3348893E-002,-3.7665472E-004, 7.6973422E-005, 4.1605375E-004, 4.2621222E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6600092E+003, 1.1739034E+000, 1.6284516E+000,-1.4338010E+001,-1.3324489E+001, 1.5370430E+000, 4.6455809E-008,-6.4135557E-013, 2.5010868E+001,-1.5748401E-002, 5.9315868E-002,-3.7514247E-004, 7.6784161E-005, 4.1438331E-004, 4.2498744E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6700066E+003, 1.1713343E+000, 1.6222213E+000,-1.4334362E+001,-1.3328301E+001, 1.5359076E+000, 4.6229904E-008,-6.4135765E-013, 2.5004625E+001,-2.4033374E-002, 4.9204040E-002,-3.7370695E-004, 7.6615976E-005, 4.1279763E-004, 4.2390983E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6800039E+003, 1.1683026E+000, 1.6148556E+000,-1.4328549E+001,-1.3295157E+001, 1.5331389E+000, 4.6047490E-008,-6.4135967E-013, 2.5001889E+001, 6.4484416E-003, 7.9624944E-002,-3.7200989E-004, 7.6417685E-005, 4.1092306E-004, 4.2277978E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6900013E+003, 1.1652503E+000, 1.6074227E+000,-1.4321701E+001,-1.3318418E+001, 1.5319574E+000, 4.5837842E-008,-6.4136013E-013, 2.4995416E+001,-2.1951679E-002, 5.2505395E-002,-3.7029741E-004, 7.6217361E-005, 4.0903145E-004, 4.2161099E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7000120E+003, 1.1617663E+000, 1.5983380E+000,-1.4318479E+001,-1.3298775E+001, 1.5294871E+000, 4.5827591E-008,-6.4135903E-013, 2.4996343E+001,-4.5824230E-003, 7.0342132E-002,-3.6820428E-004, 7.5989818E-005, 4.0671937E-004, 4.2045170E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7100093E+003, 1.1590862E+000, 1.5922353E+000,-1.4317330E+001,-1.3281451E+001, 1.5299490E+000, 4.5830883E-008,-6.4135959E-013, 2.4980083E+001,-2.4907918E-003, 7.0337184E-002,-3.6679841E-004, 7.5815236E-005, 4.0516645E-004, 4.1951875E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7200067E+003, 1.1568751E+000, 1.5863824E+000,-1.4320298E+001,-1.3248930E+001, 1.5308378E+000, 4.5769578E-008,-6.4135879E-013, 2.4958580E+001, 1.7916994E-003, 7.7064580E-002,-3.6544991E-004, 7.5670259E-005, 4.0367689E-004, 4.1877230E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7300042E+003, 1.1542700E+000, 1.5806635E+000,-1.4314330E+001,-1.3298655E+001, 1.5285551E+000, 4.5549660E-008,-6.4135987E-013, 2.4970768E+001,-3.3422289E-002, 4.0608725E-002,-3.6413252E-004, 7.5500150E-005, 4.0222170E-004, 4.1800218E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7400016E+003, 1.1514346E+000, 1.5742829E+000,-1.4307537E+001,-1.3261758E+001, 1.5276567E+000, 4.5392309E-008,-6.4136158E-013, 2.4959280E+001,-4.5207994E-003, 6.9075974E-002,-3.6266240E-004, 7.5314033E-005, 4.0059780E-004, 4.1700584E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7500121E+003, 1.1484773E+000, 1.5660788E+000,-1.4301361E+001,-1.3240144E+001, 1.5273849E+000, 4.5315638E-008,-6.4136328E-013, 2.4941002E+001, 2.8692138E-003, 7.5359117E-002,-3.6077189E-004, 7.5120831E-005, 3.9850953E-004, 4.1596033E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7600095E+003, 1.1462168E+000, 1.5613727E+000,-1.4309521E+001,-1.3199700E+001, 1.5264681E+000, 4.5149041E-008,-6.4136315E-013, 2.4918872E+001, 9.9747089E-003, 8.2336103E-002,-3.5968760E-004, 7.4973355E-005, 3.9731182E-004, 4.1500776E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7700070E+003, 1.1433086E+000, 1.5547090E+000,-1.4301224E+001,-1.3242387E+001, 1.5250559E+000, 4.4953870E-008,-6.4136160E-013, 2.4931168E+001,-1.8801261E-002, 5.5920874E-002,-3.5815222E-004, 7.4782539E-005, 3.9561584E-004, 4.1398196E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7800043E+003, 1.1403290E+000, 1.5473310E+000,-1.4301658E+001,-1.3250965E+001, 1.5257624E+000, 4.4894396E-008,-6.4136367E-013, 2.4944198E+001,-1.6512512E-002, 5.7666785E-002,-3.5645214E-004, 7.4588302E-005, 3.9373793E-004, 4.1290448E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
