s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 1.5300173E+003, 4.6601532E-001, 9.0708171E-001,-1.8954800E+000, 3.3955769E-001, 6.3722869E-009,-1.8830678E-013, 2.3470245E-001,-1.8766263E-002, 5.1877212E-002,-1.4203135E-005, 3.3149391E-005, 1.5688819E-005, 1.9036071E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5400072E+003, 4.6507263E-001, 9.0592345E-001,-1.8603734E+000, 3.3441926E-001, 5.5915679E-009,-1.8858000E-013, 2.3520091E-001, 9.7790734E-003, 8.0242909E-002,-1.4177272E-005, 3.3079925E-005, 1.5660250E-005, 1.8568110E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5500212E+003, 4.6262071E-001, 9.0681941E-001,-1.8780809E+000, 3.2936642E-001, 4.9158489E-009,-1.8858025E-013, 2.3168939E-001,-1.5940261E-002, 5.2415070E-002,-1.3817271E-005, 3.3012604E-005, 1.5262593E-005, 1.8153329E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5600020E+003, 4.6178425E-001, 9.0378091E-001,-1.8672238E+000, 3.2478977E-001, 4.3275218E-009,-1.8858045E-013, 2.3175410E-001,-1.4239343E-002, 5.4885225E-002,-1.3776463E-005, 3.2953420E-005, 1.5217516E-005, 1.7786315E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5700059E+003, 4.5972346E-001, 9.0678331E-001,-1.8686705E+000, 3.2111614E-001, 3.7975982E-009,-1.8858069E-013, 2.3567120E-001,-1.3136542E-002, 5.4623581E-002,-1.3557834E-005, 3.2870589E-005, 1.4976018E-005, 1.7456213E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5800033E+003, 4.5803269E-001, 9.0548079E-001,-1.8293395E+000, 3.1611514E-001, 3.3574284E-009,-1.8853336E-013, 2.3321429E-001, 1.6531367E-002, 8.3503388E-002,-1.3402098E-005, 3.2791474E-005, 1.4803991E-005, 1.7155365E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5900229E+003, 4.5726875E-001, 9.0468290E-001,-1.8677558E+000, 3.1232238E-001, 2.9943805E-009,-1.8838889E-013, 2.2647509E-001,-3.4598740E-002, 3.2993362E-002,-1.3403648E-005, 3.2726429E-005, 1.4805703E-005, 1.6888916E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6000215E+003, 4.5663347E-001, 9.0424374E-001,-1.8231246E+000, 3.0840493E-001, 2.6482992E-009,-1.8858151E-013, 2.2956343E-001, 8.4495295E-003, 7.5721007E-002,-1.3409576E-005, 3.2668238E-005, 1.4812252E-005, 1.6653252E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6100009E+003, 4.5579667E-001, 9.0173673E-001,-1.8325359E+000, 3.0466644E-001, 2.3185120E-009,-1.8858160E-013, 2.1713484E-001,-1.9984933E-002, 4.6798821E-002,-1.3377622E-005, 3.2615604E-005, 1.4776955E-005, 1.6432605E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6200135E+003, 4.5497414E-001, 9.0419494E-001,-1.8253246E+000, 3.0117852E-001, 2.0410308E-009,-1.8847609E-013, 2.2303391E-001,-8.3297783E-003, 5.8056898E-002,-1.3306809E-005, 3.2570520E-005, 1.4698735E-005, 1.6228125E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6300134E+003, 4.5334143E-001, 9.0249814E-001,-1.7929862E+000, 2.9926329E-001, 1.8486869E-009,-1.8830992E-013, 2.1835069E-001, 1.4345629E-002, 8.0467360E-002,-1.3100670E-005, 3.2515934E-005, 1.4471033E-005, 1.6043080E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6400096E+003, 4.5414718E-001, 8.9703057E-001,-1.8105618E+000, 2.9466587E-001, 1.6990104E-009,-1.8858214E-013, 2.1532238E-001,-1.6414770E-002, 5.0604244E-002,-1.3373922E-005, 3.2478264E-005, 1.4772868E-005, 1.5890667E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6500137E+003, 4.5277912E-001, 9.0014396E-001,-1.7983025E+000, 2.9192456E-001, 1.5110611E-009,-1.8858233E-013, 2.2117241E-001, 9.9317677E-004, 6.7717601E-002,-1.3200533E-005, 3.2425501E-005, 1.4581342E-005, 1.5755661E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6600049E+003, 4.5127917E-001, 9.0162273E-001,-1.8039923E+000, 2.8867655E-001, 1.3166159E-009,-1.8858253E-013, 2.2120522E-001,-6.9500927E-003, 5.8791385E-002,-1.3044818E-005, 3.2370706E-005, 1.4409339E-005, 1.5619144E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6700177E+003, 4.5032828E-001, 8.9954834E-001,-1.8168916E+000, 2.8578661E-001, 1.1433691E-009,-1.8842656E-013, 2.1880215E-001,-2.7590450E-002, 3.7573779E-002,-1.2948594E-005, 3.2317926E-005, 1.4303050E-005, 1.5487087E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6800151E+003, 4.4982793E-001, 9.0105908E-001,-1.7900199E+000, 2.8360668E-001, 9.5408676E-010,-1.8858289E-013, 2.2063690E-001,-3.2188798E-004, 6.5110693E-002,-1.2987783E-005, 3.2265697E-005, 1.4346338E-005, 1.5358569E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6900050E+003, 4.4844834E-001, 8.9895665E-001,-1.7734424E+000, 2.8062772E-001, 8.2223793E-010,-1.8858302E-013, 2.1498539E-001, 4.3910668E-003, 6.9575743E-002,-1.2817350E-005, 3.2220144E-005, 1.4158077E-005, 1.5232362E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7000009E+003, 4.4669421E-001, 9.0123096E-001,-1.8028312E+000, 2.7861658E-001, 6.6613764E-010,-1.8858319E-013, 2.2198839E-001,-1.7570985E-002, 4.5698986E-002,-1.2583059E-005, 3.2160000E-005, 1.3899279E-005, 1.5119219E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7100101E+003, 4.4495080E-001, 9.0051504E-001,-1.7713399E+000, 2.7641013E-001, 5.4022199E-010,-1.8811888E-013, 2.1591576E-001, 4.0486195E-003, 6.6451801E-002,-1.2373359E-005, 3.2095826E-005, 1.3667643E-005, 1.5009018E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7200029E+003, 4.4413908E-001, 9.0183278E-001,-1.8020204E+000, 2.7366441E-001, 4.1764588E-010,-1.8858366E-013, 2.1580918E-001,-2.8487651E-002, 3.3425076E-002,-1.2296430E-005, 3.2050999E-005, 1.3582667E-005, 1.4905854E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7300188E+003, 4.4316258E-001, 9.0036270E-001,-1.7602732E+000, 2.7203061E-001, 3.5098759E-010,-1.8858383E-013, 2.0904658E-001, 2.1479548E-003, 6.4329272E-002,-1.2221802E-005, 3.2001164E-005, 1.3500233E-005, 1.4812923E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7400150E+003, 4.4268782E-001, 8.9856261E-001,-1.7527387E+000, 2.6837159E-001, 2.7292242E-010,-1.8858391E-013, 2.0362030E-001,-9.4891736E-004, 6.0503640E-002,-1.2218194E-005, 3.1966193E-005, 1.3496247E-005, 1.4734163E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7500103E+003, 4.4209292E-001, 8.9959951E-001,-1.7545636E+000, 2.6790448E-001, 2.1836181E-010,-1.8858402E-013, 2.0148532E-001,-5.1623070E-003, 5.6518596E-002,-1.2169407E-005, 3.1931141E-005, 1.3442357E-005, 1.4661689E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7600199E+003, 4.4122981E-001, 8.9845336E-001,-1.7516589E+000, 2.6508500E-001, 1.5903790E-010,-1.8858412E-013, 2.0753176E-001,-4.1558062E-004, 6.0640990E-002,-1.2079098E-005, 3.1899611E-005, 1.3342602E-005, 1.4597013E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7700160E+003, 4.4146514E-001, 8.9628808E-001,-1.7406591E+000, 2.6189896E-001, 8.2347851E-011,-1.8858415E-013, 2.0232649E-001,-7.8290361E-004, 6.1319570E-002,-1.2207986E-005, 3.1869769E-005, 1.3484972E-005, 1.4532097E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7800234E+003, 4.4134428E-001, 8.9670681E-001,-1.7426217E+000, 2.6057190E-001, 1.6368205E-011,-1.8858425E-013, 2.0873594E-001, 3.5413625E-003, 6.4737266E-002,-1.2271192E-005, 3.1835478E-005, 1.3554789E-005, 1.4466474E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7900049E+003, 4.4077392E-001, 8.9947689E-001,-1.7499562E+000, 2.6030161E-001,-5.2578192E-011,-1.8858436E-013, 2.0583495E-001,-5.9093220E-003, 5.6431223E-002,-1.2234805E-005, 3.1797290E-005, 1.3514596E-005, 1.4403453E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8000153E+003, 4.4058701E-001, 8.9568520E-001,-1.7392657E+000, 2.5622646E-001,-1.5088840E-010,-1.8858450E-013, 2.1461537E-001, 5.3892509E-003, 6.7848358E-002,-1.2313625E-005, 3.1755178E-005, 1.3601661E-005, 1.4340062E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8100056E+003, 4.4200274E-001, 8.9602310E-001,-1.7638200E+000, 2.5455190E-001,-2.4204037E-010,-1.8858446E-013, 2.0870166E-001,-2.6117170E-002, 3.7459354E-002,-1.2725855E-005, 3.1720902E-005, 1.4057011E-005, 1.4270973E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8200063E+003, 4.3880260E-001, 9.0072574E-001,-1.7422074E+000, 2.5410506E-001,-3.2942323E-010,-1.8848796E-013, 2.0887454E-001,-1.0832468E-003, 6.0300566E-002,-1.2150485E-005, 3.1672515E-005, 1.3421457E-005, 1.4200784E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8300179E+003, 4.3702295E-001, 9.0148858E-001,-1.7285382E+000, 2.5405854E-001,-3.5693763E-010,-1.8771305E-013, 2.0432714E-001, 7.9908989E-003, 6.8359032E-002,-1.1868164E-005, 3.1625517E-005, 1.3109604E-005, 1.4134743E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8400149E+003, 4.3560171E-001, 9.0046637E-001,-1.7448535E+000, 2.5117339E-001,-3.8708697E-010,-1.8797722E-013, 2.0456877E-001,-1.3021169E-002, 4.6956728E-002,-1.1681480E-005, 3.1582160E-005, 1.2903392E-005, 1.4084449E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8500050E+003, 4.3527809E-001, 8.9783360E-001,-1.7377192E+000, 2.4922123E-001,-4.4575436E-010,-1.8858510E-013, 2.0437986E-001,-1.0222272E-002, 4.8993607E-002,-1.1684382E-005, 3.1548291E-005, 1.2906598E-005, 1.4036348E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8600189E+003, 4.3481618E-001, 8.9827632E-001,-1.7062855E+000, 2.4801703E-001,-4.9664784E-010,-1.8847879E-013, 2.0316834E-001, 1.8687556E-002, 7.7992377E-002,-1.1679517E-005, 3.1518017E-005, 1.2901224E-005, 1.3985832E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8700138E+003, 4.3420779E-001, 8.9802095E-001,-1.7435686E+000, 2.4598303E-001,-5.2698539E-010,-1.8858534E-013, 1.9796319E-001,-2.7431508E-002, 3.2606413E-002,-1.1623003E-005, 3.1486036E-005, 1.2838798E-005, 1.3938660E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8800150E+003, 4.3441861E-001, 8.9683672E-001,-1.7207115E+000, 2.4458803E-001,-5.7614537E-010,-1.8858540E-013, 2.0012362E-001,-4.6757157E-003, 5.5255452E-002,-1.1727688E-005, 3.1464649E-005, 1.2954434E-005, 1.3893733E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8900027E+003, 4.3269112E-001, 8.9783088E-001,-1.7225510E+000, 2.4305048E-001,-6.2249642E-010,-1.8858555E-013, 2.0242020E-001,-5.0192678E-003, 5.3441700E-002,-1.1446789E-005, 3.1426239E-005, 1.2644152E-005, 1.3848060E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9000155E+003, 4.3264708E-001, 8.9678058E-001,-1.7092562E+000, 2.4252309E-001,-6.4733244E-010,-1.8845533E-013, 2.0159503E-001, 4.3652459E-003, 6.4289617E-002,-1.1522157E-005, 3.1395720E-005, 1.2727403E-005, 1.3804172E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9100183E+003, 4.3259284E-001, 8.9616618E-001,-1.7065683E+000, 2.4097026E-001,-7.0331550E-010,-1.8858565E-013, 1.9889086E-001, 3.0651028E-003, 6.2051846E-002,-1.1602576E-005, 3.1362270E-005, 1.2816235E-005, 1.3761182E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9200137E+003, 4.3120538E-001, 8.9825196E-001,-1.7050888E+000, 2.3979833E-001,-7.1795564E-010,-1.8839502E-013, 1.9427283E-001,-3.2022481E-004, 5.8439722E-002,-1.1391178E-005, 3.1331649E-005, 1.2582723E-005, 1.3716980E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9300034E+003, 4.2972933E-001, 8.9645386E-001,-1.7160970E+000, 2.3886967E-001,-7.2867789E-010,-1.8858585E-013, 1.9610285E-001,-1.2327879E-002, 4.5058692E-002,-1.1134652E-005, 3.1300298E-005, 1.2299365E-005, 1.3682596E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9400067E+003, 4.2921653E-001, 8.9727234E-001,-1.7007082E+000, 2.3708210E-001,-7.7959239E-010,-1.8810998E-013, 1.9618871E-001, 1.7365991E-003, 5.9051476E-002,-1.1098754E-005, 3.1268887E-005, 1.2259711E-005, 1.3648318E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9500070E+003, 4.2801892E-001, 8.9919773E-001,-1.7150280E+000, 2.3611491E-001,-8.1901789E-010,-1.8858611E-013, 1.9714955E-001,-1.0547653E-002, 4.5453076E-002,-1.0953677E-005, 3.1228752E-005, 1.2099459E-005, 1.3608450E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9600084E+003, 4.2799889E-001, 8.9606673E-001,-1.6983834E+000, 2.3461598E-001,-8.4785671E-010,-1.8858614E-013, 1.9583073E-001,-6.0274412E-004, 5.6128899E-002,-1.1006678E-005, 3.1203426E-005, 1.2158005E-005, 1.3569730E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9700028E+003, 4.2845500E-001, 8.9550806E-001,-1.6901296E+000, 2.3280931E-001,-8.8467204E-010,-1.8858622E-013, 1.9512156E-001, 4.9728360E-003, 6.1764338E-002,-1.1181668E-005, 3.1175000E-005, 1.2351298E-005, 1.3530801E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9800006E+003, 4.2799827E-001, 8.9501900E-001,-1.7047721E+000, 2.3202864E-001,-9.1862219E-010,-1.8858621E-013, 1.9473466E-001,-1.2375202E-002, 4.5008440E-002,-1.1156340E-005, 3.1152125E-005, 1.2323321E-005, 1.3492348E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9900037E+003, 4.2744065E-001, 8.9651957E-001,-1.7034715E+000, 2.3110100E-001,-9.4932507E-010,-1.8858628E-013, 1.9834471E-001,-6.8383001E-003, 4.9934420E-002,-1.1083630E-005, 3.1128060E-005, 1.2243005E-005, 1.3455555E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0000057E+003, 4.2655193E-001, 8.9712715E-001,-1.6839828E+000, 2.3057884E-001,-9.8079589E-010,-1.8858641E-013, 1.9764594E-001, 1.1514596E-002, 6.7921036E-002,-1.0998957E-005, 3.1089519E-005, 1.2149476E-005, 1.3418395E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0100162E+003, 4.2600896E-001, 8.9631552E-001,-1.6910744E+000, 2.2936463E-001,-1.0037459E-009,-1.8858651E-013, 1.9371434E-001,-2.0228540E-003, 5.4329046E-002,-1.0954676E-005, 3.1060822E-005, 1.2100563E-005, 1.3382563E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0200115E+003, 4.2556397E-001, 8.9702267E-001,-1.7164450E+000, 2.2887474E-001,-1.0302403E-009,-1.8858656E-013, 1.9670224E-001,-2.4563816E-002, 3.1718634E-002,-1.0919564E-005, 3.1037443E-005, 1.2061778E-005, 1.3349073E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0300028E+003, 4.2523263E-001, 8.9599372E-001,-1.6512881E+000, 2.2721742E-001,-1.0686264E-009,-1.8858663E-013, 1.9459561E-001, 3.4914892E-002, 9.1751322E-002,-1.0925546E-005, 3.1005211E-005, 1.2068386E-005, 1.3315710E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0400118E+003, 4.2468446E-001, 8.9537414E-001,-1.7054080E+000, 2.2708927E-001,-1.0642931E-009,-1.8858666E-013, 1.8702785E-001,-2.6967715E-002, 2.8767763E-002,-1.0867092E-005, 3.0984067E-005, 1.2003817E-005, 1.3283152E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0500044E+003, 4.2443396E-001, 8.9486052E-001,-1.6846824E+000, 2.2494897E-001,-1.1078882E-009,-1.8858674E-013, 1.9515606E-001,-1.1253547E-003, 5.4717122E-002,-1.0868230E-005, 3.0964839E-005, 1.2005074E-005, 1.3255707E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0600005E+003, 4.2422771E-001, 8.9486554E-001,-1.6836152E+000, 2.2444248E-001,-1.1492832E-009,-1.8858680E-013, 1.9549338E-001,-1.2380215E-003, 5.5413877E-002,-1.0893962E-005, 3.0935510E-005, 1.2033497E-005, 1.3220214E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0700068E+003, 4.2383826E-001, 8.9579118E-001,-1.6688349E+000, 2.2328718E-001,-1.1799305E-009,-1.8824095E-013, 1.9021880E-001, 8.1646138E-003, 6.4300518E-002,-1.0879348E-005, 3.0908437E-005, 1.2017355E-005, 1.3182809E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0800098E+003, 4.2310997E-001, 8.9574849E-001,-1.6937322E+000, 2.2202642E-001,-1.1643084E-009,-1.8858682E-013, 1.8984330E-001,-1.8266836E-002, 3.6995951E-002,-1.0759866E-005, 3.0890030E-005, 1.1885375E-005, 1.3147328E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0900203E+003, 4.2205529E-001, 8.9591444E-001,-1.6641146E+000, 2.2150242E-001,-1.1229591E-009,-1.8858695E-013, 1.8735897E-001, 7.8217305E-003, 6.2716533E-002,-1.0608889E-005, 3.0866706E-005, 1.1718605E-005, 1.3127985E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1000183E+003, 4.2136158E-001, 8.9614234E-001,-1.6775293E+000, 2.2084677E-001,-1.1597333E-009,-1.8858697E-013, 1.9408023E-001, 8.9368832E-004, 5.4901668E-002,-1.0518062E-005, 3.0842301E-005, 1.1618278E-005, 1.3113344E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1100164E+003, 4.1947201E-001, 8.9864672E-001,-1.6930809E+000, 2.2050080E-001,-1.1943461E-009,-1.8858709E-013, 1.9745816E-001,-9.7585615E-003, 4.2996801E-002,-1.0189411E-005, 3.0804825E-005, 1.1255249E-005, 1.3087543E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1200137E+003, 4.1918226E-001, 8.9813003E-001,-1.6689969E+000, 2.2032333E-001,-1.2007970E-009,-1.8763042E-013, 1.8848579E-001, 4.0590526E-003, 5.7124483E-002,-1.0211306E-005, 3.0774079E-005, 1.1279434E-005, 1.3058387E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1300154E+003, 4.1795351E-001, 8.9567098E-001,-1.6830800E+000, 2.1811815E-001,-1.1917258E-009,-1.8840982E-013, 1.8303566E-001,-2.0304084E-002, 3.1698301E-002,-1.0000751E-005, 3.0751674E-005, 1.1046854E-005, 1.3033933E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1400010E+003, 4.1734160E-001, 8.9372542E-001,-1.6548957E+000, 2.1712364E-001,-1.2190586E-009,-1.8858725E-013, 1.8519240E-001, 6.8627645E-003, 5.8487365E-002,-9.8935619E-006, 3.0742359E-005, 1.0928453E-005, 1.3013475E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1500037E+003, 4.1736448E-001, 8.9689220E-001,-1.6653839E+000, 2.1630261E-001,-1.2594507E-009,-1.8858721E-013, 1.8766153E-001, 1.2629456E-003, 5.2836952E-002,-9.9440466E-006, 3.0722792E-005, 1.0984219E-005, 1.2986270E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1600137E+003, 4.1593321E-001, 8.9767496E-001,-1.6669625E+000, 2.1733898E-001,-1.2885317E-009,-1.8838246E-013, 1.9228633E-001, 6.1647081E-003, 5.6270965E-002,-9.7483192E-006, 3.0679427E-005, 1.0768018E-005, 1.2954484E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1700015E+003, 4.1573507E-001, 8.9593183E-001,-1.6602103E+000, 2.1491632E-001,-1.3061154E-009,-1.8825655E-013, 1.8614197E-001, 1.3401943E-003, 5.2514891E-002,-9.7688854E-006, 3.0656777E-005, 1.0790735E-005, 1.2924126E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1800007E+003, 4.1485622E-001, 8.9968139E-001,-1.6846677E+000, 2.1488382E-001,-1.3342396E-009,-1.8858756E-013, 1.8902371E-001,-1.6357198E-002, 3.3777459E-002,-9.6461993E-006, 3.0626179E-005, 1.0655216E-005, 1.2894511E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1900000E+003, 4.1412944E-001, 8.9908952E-001,-1.6425006E+000, 2.1526370E-001,-1.3497369E-009,-1.8858764E-013, 1.8824273E-001, 2.4056087E-002, 7.4224785E-002,-9.5754908E-006, 3.0596968E-005, 1.0577111E-005, 1.2864826E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2000068E+003, 4.1395960E-001, 8.9469906E-001,-1.6678310E+000, 2.1338882E-001,-1.3619615E-009,-1.8858760E-013, 1.7832915E-001,-1.7973123E-002, 3.2545614E-002,-9.5699933E-006, 3.0582431E-005, 1.0571039E-005, 1.2837853E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2100161E+003, 4.1317143E-001, 8.9771501E-001,-1.6764728E+000, 2.1337635E-001,-1.3734891E-009,-1.8858766E-013, 1.8550045E-001,-1.6482927E-002, 3.3290449E-002,-9.4465532E-006, 3.0562974E-005, 1.0434686E-005, 1.2813229E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2200144E+003, 4.1239323E-001, 8.9533245E-001,-1.6403532E+000, 2.1262521E-001,-1.3841711E-009,-1.8858770E-013, 1.8014718E-001, 1.1210136E-002, 6.0144835E-002,-9.3327635E-006, 3.0543938E-005, 1.0308994E-005, 1.2789614E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2300098E+003, 4.1230996E-001, 8.9710027E-001,-1.6702678E+000, 2.1178353E-001,-1.3977191E-009,-1.8858776E-013, 1.8701372E-001,-1.1229520E-002, 3.7939650E-002,-9.3592018E-006, 3.0524071E-005, 1.0338198E-005, 1.2766513E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2400203E+003, 4.1183597E-001, 8.9256926E-001,-1.6473735E+000, 2.0965790E-001,-1.4154200E-009,-1.8858771E-013, 1.8208047E-001, 8.1854492E-005, 4.8770073E-002,-9.3235240E-006, 3.0503134E-005, 1.0298788E-005, 1.2742681E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2500010E+003, 4.1178402E-001, 9.0172081E-001,-1.6415538E+000, 2.1233526E-001,-1.4351113E-009,-1.8827373E-013, 1.9188137E-001, 2.7516708E-002, 7.6167695E-002,-9.3815600E-006, 3.0473948E-005, 1.0362895E-005, 1.2715992E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2600076E+003, 4.1089737E-001, 8.9723841E-001,-1.6768416E+000, 2.0980056E-001,-1.4429837E-009,-1.8798255E-013, 1.8965697E-001,-1.7934775E-002, 3.0751695E-002,-9.2796303E-006, 3.0437473E-005, 1.0250303E-005, 1.2690437E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2700061E+003, 4.1089299E-001, 8.9614972E-001,-1.6583433E+000, 2.0874007E-001,-1.4534937E-009,-1.8858800E-013, 1.8457442E-001,-7.5197234E-003, 4.2013928E-002,-9.3329017E-006, 3.0417567E-005, 1.0309147E-005, 1.2666485E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2800234E+003, 4.1015761E-001, 8.9618702E-001,-1.6420884E+000, 2.0807689E-001,-1.4681523E-009,-1.8821786E-013, 1.8214248E-001, 5.7810447E-003, 5.4475626E-002,-9.2319336E-006, 3.0397113E-005, 1.0197617E-005, 1.2643539E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2900117E+003, 4.0982435E-001, 8.9621558E-001,-1.6624160E+000, 2.0759525E-001,-1.4914624E-009,-1.8807309E-013, 1.8227727E-001,-1.4912684E-002, 3.3496505E-002,-9.2042949E-006, 3.0377184E-005, 1.0167087E-005, 1.2619279E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
