s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 7.1000843E+002, 3.4640515E+001, 3.5026782E+001, 3.4753985E+001, 3.4638761E+001, 3.6265829E+001, 9.7421171E+001, 7.5806022E+001, 7.3355858E+001, 7.1017211E+001, 6.7524954E+001, 5.4646714E+001, 3.7518374E+001, 4.0529540E+001, 4.0916473E+001, 4.1075690E+001, 4.1261194E+001, 4.1615592E+001, 2.0205657E-002, 1.7897969E-002, 4.6986160E-001, 4.4593644E-001, 4.1785415E-001, 3.7775304E-001, 7.7322798E-002, 8.4850342E-002, 8.9139379E-002, 9.6212935E-002, 1.1217626E+002, 1.2470815E+002, 1.3295917E+002, 1.8727032E+002, 1.9382695E+002, 9.9894714E+001, 1.1256755E+002, 1.4503887E+002, 1.8948460E+002, 2.0081730E+002
 7.2000120E+002, 3.4214475E+001, 3.5277808E+001, 3.5152904E+001, 3.4849245E+001, 3.6088941E+001, 9.5492815E+001, 7.6397804E+001, 7.3753595E+001, 7.1032839E+001, 6.6724877E+001, 5.3370256E+001, 3.7344460E+001, 4.0235524E+001, 4.0619201E+001, 4.0829718E+001, 4.1062890E+001, 4.1433352E+001, 2.6186523E-002, 2.9281204E-002, 4.4441148E-001, 4.4363121E-001, 4.3558069E-001, 3.9771405E-001, 7.7083890E-002, 8.2339337E-002, 8.8588550E-002, 9.6755772E-002, 1.1173465E+002, 1.2359121E+002, 1.3137784E+002, 1.8487826E+002, 1.9120780E+002, 9.9144667E+001, 1.1000278E+002, 1.4329770E+002, 1.8653678E+002, 1.9822910E+002
 7.3000707E+002, 3.3846710E+001, 3.4932008E+001, 3.5036692E+001, 3.4822827E+001, 3.5922028E+001, 9.6315454E+001, 7.7604349E+001, 7.5121338E+001, 7.2581079E+001, 6.8159751E+001, 5.3328208E+001, 3.7223714E+001, 4.0369878E+001, 4.0767542E+001, 4.0992562E+001, 4.1192674E+001, 4.1703493E+001, 1.5510506E-002, 1.7324068E-002, 4.8362485E-001, 4.8137662E-001, 4.7396795E-001, 4.4317511E-001, 8.3395797E-002, 9.2092720E-002, 9.6796516E-002, 9.8256771E-002, 1.1037954E+002, 1.2199258E+002, 1.2955256E+002, 1.8243975E+002, 1.8881527E+002, 9.9271381E+001, 1.0838066E+002, 1.4143056E+002, 1.8389377E+002, 1.9563580E+002
 7.4000485E+002, 3.3522099E+001, 3.4387539E+001, 3.4530525E+001, 3.4390924E+001, 3.5629404E+001, 9.5139821E+001, 7.7452376E+001, 7.5103407E+001, 7.2699379E+001, 6.8554826E+001, 5.4799751E+001, 3.7218211E+001, 4.0388455E+001, 4.0807064E+001, 4.1066075E+001, 4.1224820E+001, 4.1370917E+001, 1.6429199E-002, 1.5933775E-002, 4.3141844E-001, 4.2533962E-001, 4.1525423E-001, 4.0313281E-001, 7.3857597E-002, 8.1742215E-002, 8.8083803E-002, 9.6235951E-002, 1.0826161E+002, 1.1973725E+002, 1.2764372E+002, 1.8015215E+002, 1.8635382E+002, 9.8237338E+001, 1.0704441E+002, 1.3943967E+002, 1.8127710E+002, 1.9283237E+002
 7.5000262E+002, 3.3508504E+001, 3.3910306E+001, 3.4109643E+001, 3.4246326E+001, 3.5600274E+001, 9.2745814E+001, 7.6340019E+001, 7.3863420E+001, 7.1252944E+001, 6.7098958E+001, 5.4162226E+001, 3.7077745E+001, 4.0079992E+001, 4.0437530E+001, 4.0621216E+001, 4.0799404E+001, 4.1058789E+001, 1.6081676E-002, 1.8804674E-002, 4.0973756E-001, 4.0050726E-001, 3.8607054E-001, 3.4899976E-001, 6.7660325E-002, 7.3490819E-002, 7.6043942E-002, 7.8789922E-002, 1.0775549E+002, 1.1874419E+002, 1.2627694E+002, 1.7787030E+002, 1.8418206E+002, 9.7323283E+001, 1.0577778E+002, 1.3786861E+002, 1.7874185E+002, 1.9048109E+002
 7.6000040E+002, 3.4151477E+001, 3.4138207E+001, 3.4348796E+001, 3.4526957E+001, 3.6111281E+001, 9.0757357E+001, 7.4945515E+001, 7.2607577E+001, 7.0194420E+001, 6.6379958E+001, 5.3838000E+001, 3.6976997E+001, 3.9803383E+001, 4.0199349E+001, 4.0381777E+001, 4.0497422E+001, 4.0672588E+001, 2.5234426E-002, 2.6273723E-002, 3.8170208E-001, 3.8731580E-001, 3.8723022E-001, 3.7275834E-001, 7.1191233E-002, 7.7340465E-002, 8.2409661E-002, 8.8405559E-002, 1.0639407E+002, 1.1739356E+002, 1.2455178E+002, 1.7580730E+002, 1.8197135E+002, 9.6390239E+001, 1.0456684E+002, 1.3588354E+002, 1.7700305E+002, 1.8805741E+002
 7.7001143E+002, 3.4392147E+001, 3.4122724E+001, 3.4561536E+001, 3.4715330E+001, 3.5924096E+001, 9.1689377E+001, 7.5129005E+001, 7.2676036E+001, 7.0058521E+001, 6.6056743E+001, 5.3926239E+001, 3.6847893E+001, 3.9531541E+001, 3.9882324E+001, 4.0034002E+001, 4.0213607E+001, 4.0590104E+001, 1.7312268E-002, 2.2903217E-002, 4.6593977E-001, 4.4582753E-001, 4.1755095E-001, 3.7498356E-001, 6.8309773E-002, 7.2823627E-002, 7.5254919E-002, 7.9021390E-002, 1.0517383E+002, 1.1579838E+002, 1.2312850E+002, 1.7370222E+002, 1.7987121E+002, 9.6102553E+001, 1.0407517E+002, 1.3443735E+002, 1.7506349E+002, 1.8567260E+002
 7.8000921E+002, 3.4332339E+001, 3.3812954E+001, 3.4235386E+001, 3.4341222E+001, 3.5696952E+001, 9.0759964E+001, 7.5852496E+001, 7.3240943E+001, 7.0512263E+001, 6.6493190E+001, 5.3780841E+001, 3.6688563E+001, 3.9338980E+001, 3.9713092E+001, 3.9861583E+001, 3.9930662E+001, 4.0308038E+001, 1.4174069E-002, 1.3513235E-002, 4.0717448E-001, 4.0706749E-001, 4.0105307E-001, 3.8330960E-001, 6.1337643E-002, 6.6943670E-002, 7.2186364E-002, 7.5527246E-002, 1.0400159E+002, 1.1545217E+002, 1.2178646E+002, 1.7117912E+002, 1.7784117E+002, 9.3573376E+001, 1.0344147E+002, 1.3271301E+002, 1.7267328E+002, 1.8367226E+002
 7.9000698E+002, 3.3945410E+001, 3.3532436E+001, 3.3913693E+001, 3.4052466E+001, 3.6390530E+001, 9.0832940E+001, 7.4724470E+001, 7.2440367E+001, 6.9969165E+001, 6.6208803E+001, 5.4094582E+001, 3.6548568E+001, 3.9089008E+001, 3.9405822E+001, 3.9595004E+001, 3.9727198E+001, 4.0327754E+001, 1.4769223E-002, 1.5625213E-002, 3.8349426E-001, 3.8455858E-001, 3.8221298E-001, 3.7402489E-001, 6.7117193E-002, 7.1886100E-002, 7.5600681E-002, 8.1750326E-002, 1.0321433E+002, 1.1376966E+002, 1.2114228E+002, 1.6965922E+002, 1.7586308E+002, 9.1752000E+001, 1.0214297E+002, 1.3133423E+002, 1.7034353E+002, 1.8149167E+002
 8.0000476E+002, 3.3982348E+001, 3.3278439E+001, 3.3668151E+001, 3.3814420E+001, 3.6285083E+001, 9.0476089E+001, 7.3492838E+001, 7.1180386E+001, 6.8832850E+001, 6.5411130E+001, 5.3653842E+001, 3.6405550E+001, 3.8928065E+001, 3.9283854E+001, 3.9481088E+001, 3.9603644E+001, 4.0386603E+001, 1.2670750E-002, 1.3724454E-002, 3.9902347E-001, 3.8616042E-001, 3.7093766E-001, 3.5027834E-001, 6.6356388E-002, 7.3030420E-002, 7.6578815E-002, 7.9583149E-002, 1.0222457E+002, 1.1226129E+002, 1.1996117E+002, 1.6754463E+002, 1.7396700E+002, 9.2227337E+001, 1.0114019E+002, 1.3015409E+002, 1.6873287E+002, 1.7931493E+002
 8.1000253E+002, 3.3671319E+001, 3.2999682E+001, 3.3317182E+001, 3.3443285E+001, 3.5758137E+001, 9.0729945E+001, 7.3940627E+001, 7.1699954E+001, 6.9513724E+001, 6.6213097E+001, 5.3967471E+001, 3.6248915E+001, 3.9274477E+001, 3.9654566E+001, 3.9856565E+001, 3.9886041E+001, 4.0395068E+001, 1.3938298E-002, 1.1373479E-002, 4.3705003E-001, 4.3356187E-001, 4.2670864E-001, 4.0416255E-001, 7.7640807E-002, 8.3451624E-002, 8.8029425E-002, 9.1021847E-002, 1.0133359E+002, 1.1176660E+002, 1.1831347E+002, 1.6567352E+002, 1.7215610E+002, 9.2670967E+001, 9.9613504E+001, 1.2773520E+002, 1.6665014E+002, 1.7726444E+002
 8.2000694E+002, 3.3378589E+001, 3.2896183E+001, 3.3118202E+001, 3.3322281E+001, 3.5575582E+001, 9.0105883E+001, 7.4784048E+001, 7.2649152E+001, 7.0490641E+001, 6.6958746E+001, 5.4487159E+001, 3.6020332E+001, 3.9287861E+001, 3.9636092E+001, 3.9795959E+001, 3.9850764E+001, 4.0354776E+001, 1.7384554E-002, 1.5911863E-002, 4.2460788E-001, 4.3149481E-001, 4.2932060E-001, 4.0962640E-001, 6.2857640E-002, 6.7503860E-002, 7.1672348E-002, 7.8569118E-002, 1.0085279E+002, 1.1083208E+002, 1.1683856E+002, 1.6423096E+002, 1.7040389E+002, 9.2662405E+001, 9.9002563E+001, 1.2627466E+002, 1.6432760E+002, 1.7545940E+002
 8.3001267E+002, 3.3258468E+001, 3.2976683E+001, 3.3188900E+001, 3.3393920E+001, 3.5600856E+001, 8.8965159E+001, 7.3835791E+001, 7.1917421E+001, 6.9962870E+001, 6.6735507E+001, 5.4177874E+001, 3.5933294E+001, 3.9014192E+001, 3.9317536E+001, 3.9465269E+001, 3.9600303E+001, 3.9846359E+001, 1.2357518E-002, 1.4173271E-002, 3.4552920E-001, 3.4777047E-001, 3.4945326E-001, 3.4728464E-001, 6.2488723E-002, 6.7628577E-002, 7.0976937E-002, 7.5820074E-002, 9.8600233E+001, 1.0864178E+002, 1.1561233E+002, 1.6209249E+002, 1.6869624E+002, 9.2250786E+001, 9.7915668E+001, 1.2471554E+002, 1.6258063E+002, 1.7371977E+002
 8.4000381E+002, 3.3013673E+001, 3.2959985E+001, 3.3165047E+001, 3.3460971E+001, 3.5263104E+001, 8.8342710E+001, 7.2623358E+001, 7.0590056E+001, 6.8630908E+001, 6.5557258E+001, 5.2996240E+001, 3.5878513E+001, 3.9041133E+001, 3.9313433E+001, 3.9407477E+001, 3.9448971E+001, 3.9592655E+001, 1.9990359E-002, 1.7782231E-002, 3.9711127E-001, 3.8577176E-001, 3.7180673E-001, 3.5614316E-001, 6.2840130E-002, 6.8931625E-002, 7.3014503E-002, 7.7029261E-002, 9.7464566E+001, 1.0681226E+002, 1.1462686E+002, 1.6084883E+002, 1.6708095E+002, 9.2058350E+001, 9.7659101E+001, 1.2365842E+002, 1.6098753E+002, 1.7197167E+002
 8.5000844E+002, 3.2842708E+001, 3.3040783E+001, 3.3300382E+001, 3.3570718E+001, 3.5001684E+001, 8.8156057E+001, 7.1905955E+001, 6.9803823E+001, 6.7791879E+001, 6.4881492E+001, 5.2598375E+001, 3.5704453E+001, 3.8666489E+001, 3.8978591E+001, 3.9111677E+001, 3.9237931E+001, 3.9650869E+001, 1.2685264E-002, 1.7800467E-002, 3.7413935E-001, 3.6732338E-001, 3.5794368E-001, 3.4227892E-001, 5.5402056E-002, 6.0262746E-002, 6.3922852E-002, 6.6685383E-002, 9.6969229E+001, 1.0592777E+002, 1.1359383E+002, 1.5935370E+002, 1.6538981E+002, 9.2178474E+001, 9.7721333E+001, 1.2239040E+002, 1.5957763E+002, 1.7032851E+002
 8.6001307E+002, 3.2849704E+001, 3.2879165E+001, 3.3228058E+001, 3.3438999E+001, 3.5011545E+001, 8.7345613E+001, 7.1790665E+001, 6.9576767E+001, 6.7408668E+001, 6.4207608E+001, 5.2725276E+001, 3.5617632E+001, 3.8298889E+001, 3.8612888E+001, 3.8763078E+001, 3.8948989E+001, 3.9539266E+001, 1.2835312E-002, 1.2433000E-002, 3.8346133E-001, 3.8009083E-001, 3.6999340E-001, 3.4263928E-001, 5.3060489E-002, 5.6368669E-002, 5.9669813E-002, 6.5777161E-002, 9.5485327E+001, 1.0420849E+002, 1.1234312E+002, 1.5699604E+002, 1.6373541E+002, 9.1600158E+001, 9.7213758E+001, 1.2078634E+002, 1.5783491E+002, 1.6867036E+002
 8.7000347E+002, 3.2745429E+001, 3.2744447E+001, 3.3013225E+001, 3.3203058E+001, 3.5145322E+001, 8.7665105E+001, 7.2074588E+001, 6.9846138E+001, 6.7528041E+001, 6.3919238E+001, 5.2297375E+001, 3.5643426E+001, 3.8121024E+001, 3.8381129E+001, 3.8499824E+001, 3.8677240E+001, 3.8842203E+001, 1.3608538E-002, 1.2420998E-002, 3.9392873E-001, 3.8965573E-001, 3.8093613E-001, 3.6297058E-001, 5.8270185E-002, 6.1927893E-002, 6.3822838E-002, 6.7315469E-002, 9.4696336E+001, 1.0325892E+002, 1.1101595E+002, 1.5550322E+002, 1.6219388E+002, 8.8922375E+001, 9.5560923E+001, 1.1926844E+002, 1.5647220E+002, 1.6705841E+002
 8.8000810E+002, 3.2739894E+001, 3.2681784E+001, 3.2876096E+001, 3.3067092E+001, 3.4962657E+001, 8.7360054E+001, 7.1770461E+001, 6.9635567E+001, 6.7491628E+001, 6.4228003E+001, 5.2689035E+001, 3.5534810E+001, 3.8012691E+001, 3.8262821E+001, 3.8286831E+001, 3.8317541E+001, 3.8454525E+001, 1.2682793E-002, 1.3156927E-002, 3.3973204E-001, 3.3578765E-001, 3.2882935E-001, 3.1661071E-001, 5.3083976E-002, 5.7474108E-002, 5.7949089E-002, 5.5861325E-002, 9.3656719E+001, 1.0317315E+002, 1.1085349E+002, 1.5357741E+002, 1.6036530E+002, 8.7040125E+001, 9.4289255E+001, 1.1855876E+002, 1.5519400E+002, 1.6527839E+002
 8.9001273E+002, 3.2871484E+001, 3.2766556E+001, 3.2994420E+001, 3.3294567E+001, 3.4996277E+001, 8.4946728E+001, 6.9896250E+001, 6.7874377E+001, 6.5874805E+001, 6.2773593E+001, 5.2302212E+001, 3.5539251E+001, 3.8006428E+001, 3.8155885E+001, 3.8074278E+001, 3.8022033E+001, 3.8042301E+001, 1.8701085E-002, 2.1747729E-002, 3.2794397E-001, 3.2757816E-001, 3.2409965E-001, 3.0923848E-001, 5.9561208E-002, 6.1871430E-002, 6.4267400E-002, 6.8141126E-002, 9.3941867E+001, 1.0308285E+002, 1.0978143E+002, 1.5304248E+002, 1.5907308E+002, 8.4977140E+001, 9.3417225E+001, 1.1795489E+002, 1.5358409E+002, 1.6368518E+002
 9.0000313E+002, 3.3054856E+001, 3.3047971E+001, 3.3166091E+001, 3.3323120E+001, 3.5106502E+001, 8.4174848E+001, 6.8394099E+001, 6.6492999E+001, 6.4554682E+001, 6.1517130E+001, 5.1465130E+001, 3.5595049E+001, 3.7966437E+001, 3.8077583E+001, 3.8036828E+001, 3.8052916E+001, 3.8297439E+001, 1.7184969E-002, 1.4753206E-002, 3.0956629E-001, 3.0592698E-001, 2.9960240E-001, 2.8845565E-001, 5.1849266E-002, 5.4287627E-002, 5.4983050E-002, 5.6983489E-002, 9.3687663E+001, 1.0236645E+002, 1.0916341E+002, 1.5153442E+002, 1.5786017E+002, 8.3584765E+001, 9.1951577E+001, 1.1731007E+002, 1.5166806E+002, 1.6223733E+002
 9.1000050E+002, 3.2930853E+001, 3.2923001E+001, 3.3077806E+001, 3.3285080E+001, 3.4986686E+001, 8.5724236E+001, 6.9384774E+001, 6.7324401E+001, 6.5262555E+001, 6.2190924E+001, 5.2234222E+001, 3.5542982E+001, 3.7876137E+001, 3.8056872E+001, 3.8080650E+001, 3.8149959E+001, 3.8367772E+001, 1.4987481E-002, 1.7375171E-002, 4.6610901E-001, 4.5945736E-001, 4.4737432E-001, 4.0485376E-001, 5.7043685E-002, 6.2152208E-002, 6.6535935E-002, 7.2481686E-002, 9.3123496E+001, 1.0229045E+002, 1.1068713E+002, 1.5037006E+002, 1.5651245E+002, 8.3808847E+001, 9.2327520E+001, 1.1756669E+002, 1.5078069E+002, 1.6067181E+002
 9.2000405E+002, 3.2817251E+001, 3.3408817E+001, 3.3425605E+001, 3.3584988E+001, 3.5696023E+001, 8.7535905E+001, 7.3437201E+001, 7.1615253E+001, 6.9653633E+001, 6.6197015E+001, 5.5031584E+001, 4.4428613E+001, 4.3770639E+001, 4.3159093E+001, 4.2534696E+001, 4.1835750E+001, 4.0883021E+001, 4.0258845E-002, 3.0361682E-002, 5.0346649E-001, 5.0141336E-001, 4.9227585E-001, 4.7915334E-001, 4.1846662E-001, 3.8132434E-001, 3.4457142E-001, 2.9707855E-001, 1.1515821E+002, 1.2636671E+002, 1.3757577E+002, 1.5915727E+002, 1.6270943E+002, 1.0238104E+002, 1.1829229E+002, 1.3761581E+002, 1.5870627E+002, 1.6422589E+002
 9.3000334E+002, 3.5609624E+001, 3.5084087E+001, 3.4842296E+001, 3.4960233E+001, 3.7543043E+001, 1.0623211E+002, 8.5741290E+001, 8.2309650E+001, 7.9132382E+001, 7.4665675E+001, 5.9494958E+001, 6.6534285E+001, 6.2368955E+001, 6.0282813E+001, 5.8128976E+001, 5.5287945E+001, 5.0884789E+001, 1.0813274E-001, 9.6440126E-002, 9.6504771E-001, 8.9831382E-001, 8.5033762E-001, 7.7149881E-001, 5.7276431E-001, 5.9603749E-001, 6.0014608E-001, 5.7504003E-001, 1.8705875E+002, 1.9937171E+002, 2.1243681E+002, 2.1807894E+002, 2.1439222E+002, 1.7081904E+002, 1.8211886E+002, 1.9322973E+002, 2.0045306E+002, 2.0027171E+002
 9.4000056E+002, 3.7020633E+001, 3.7207216E+001, 3.6754214E+001, 3.7084141E+001, 3.9310432E+001, 1.5217601E+002, 1.1254811E+002, 1.0372735E+002, 9.7085032E+001, 8.8597565E+001, 6.6106244E+001, 7.8163396E+001, 7.8784238E+001, 7.9110365E+001, 7.8139649E+001, 7.5757059E+001, 6.6703100E+001, 7.2227426E-002, 7.1852412E-002, 1.7356763E+000, 1.5353764E+000, 1.4045744E+000, 1.2179038E+000, 8.9405306E-001, 9.6303027E-001, 1.0169777E+000, 1.0801295E+000, 2.9206376E+002, 3.0748903E+002, 3.2389334E+002, 3.2457924E+002, 3.1616854E+002, 2.4242495E+002, 2.5240429E+002, 2.6152939E+002, 2.6313899E+002, 2.6027178E+002
 9.5000265E+002, 3.8259112E+001, 3.7820255E+001, 3.7633678E+001, 3.8423158E+001, 4.6708624E+001, 1.9109147E+002, 1.3968854E+002, 1.2902094E+002, 1.2067782E+002, 1.0968146E+002, 7.6741356E+001, 1.1156128E+002, 1.0253293E+002, 1.0244390E+002, 1.0124195E+002, 9.7703387E+001, 8.3817065E+001, 1.0717291E-001, 1.0033245E-001, 1.9224331E+000, 1.7728081E+000, 1.6531738E+000, 1.5029623E+000, 1.4399505E+000, 1.4920739E+000, 1.5290274E+000, 1.5307697E+000, 3.7451583E+002, 3.9057973E+002, 4.0931083E+002, 4.0958045E+002, 4.0279051E+002, 3.2371634E+002, 3.3566238E+002, 3.4827146E+002, 3.4753996E+002, 3.4048863E+002
 9.6000374E+002, 3.9650506E+001, 3.9613209E+001, 3.9750675E+001, 4.1073780E+001, 5.1463804E+001, 2.2477731E+002, 1.6333692E+002, 1.4877516E+002, 1.3836601E+002, 1.2423921E+002, 8.6452596E+001, 1.4309442E+002, 1.1960064E+002, 1.1751033E+002, 1.1532527E+002, 1.1128051E+002, 9.2578255E+001, 2.2440328E-001, 2.4078207E-001, 2.5134628E+000, 2.2712096E+000, 2.0913760E+000, 1.7781075E+000, 1.0111771E+000, 1.0171904E+000, 1.0360486E+000, 1.0586595E+000, 4.5063976E+002, 4.6626602E+002, 4.8018855E+002, 4.7711250E+002, 4.7133112E+002, 3.9268527E+002, 4.0821688E+002, 4.2232956E+002, 4.2234910E+002, 4.1488207E+002
 9.7000172E+002, 4.3223187E+001, 4.6077712E+001, 4.6670758E+001, 4.7537329E+001, 5.4200685E+001, 2.5659962E+002, 1.8931848E+002, 1.7375803E+002, 1.6141344E+002, 1.4295385E+002, 9.7778635E+001, 1.3449313E+002, 1.1623301E+002, 1.1362338E+002, 1.1081558E+002, 1.0655176E+002, 8.9199467E+001, 3.3436693E-001, 2.6762955E-001, 2.6553474E+000, 2.4542183E+000, 2.2911179E+000, 2.0675615E+000, 1.3189631E+000, 1.3463679E+000, 1.3317915E+000, 1.2929946E+000, 5.2898419E+002, 5.4321355E+002, 5.5316026E+002, 5.4830416E+002, 5.4232607E+002, 4.3835098E+002, 4.5486167E+002, 4.6989560E+002, 4.6970193E+002, 4.6316084E+002
 9.8000342E+002, 4.8075230E+001, 4.8968922E+001, 4.9270064E+001, 4.9175562E+001, 5.5285180E+001, 2.8915028E+002, 2.1463142E+002, 1.9613203E+002, 1.8079105E+002, 1.5799077E+002, 1.0770802E+002, 1.4655048E+002, 1.3272389E+002, 1.3075870E+002, 1.2747669E+002, 1.2209434E+002, 1.0222756E+002, 3.0502144E-001, 2.8131302E-001, 3.7585818E+000, 3.4334612E+000, 3.1184428E+000, 2.6281135E+000, 1.3049577E+000, 1.3663906E+000, 1.3971801E+000, 1.4166275E+000, 6.0777123E+002, 6.2352313E+002, 6.3528126E+002, 6.3046501E+002, 6.2400992E+002, 4.6851692E+002, 5.0328948E+002, 5.2334401E+002, 5.2589267E+002, 5.1969735E+002
 9.9000031E+002, 4.8150815E+001, 5.0118177E+001, 5.1414526E+001, 5.2554425E+001, 6.0591020E+001, 3.2006321E+002, 2.3567483E+002, 2.1655293E+002, 2.0062614E+002, 1.7669521E+002, 1.2007667E+002, 1.4942686E+002, 1.3410003E+002, 1.3237052E+002, 1.2930526E+002, 1.2439030E+002, 1.0970183E+002, 3.4272226E-001, 3.1252268E-001, 3.6623769E+000, 3.3671681E+000, 3.1523051E+000, 2.8239033E+000, 1.6586214E+000, 1.7590935E+000, 1.8234360E+000, 1.8634223E+000, 7.0667899E+002, 7.1618663E+002, 7.1106496E+002, 7.0363973E+002, 6.9660660E+002, 5.2184293E+002, 5.5337396E+002, 5.7424875E+002, 5.7841791E+002, 5.7141332E+002
 1.0000013E+003, 5.7252000E+001, 5.5332658E+001, 5.5299514E+001, 5.6358058E+001, 6.1147489E+001, 3.4297300E+002, 2.4850271E+002, 2.2635326E+002, 2.0775800E+002, 1.8194848E+002, 1.2437241E+002, 1.5496456E+002, 1.5010747E+002, 1.5263794E+002, 1.5369054E+002, 1.5136668E+002, 1.2992530E+002, 5.0580771E-001, 3.4922796E-001, 4.3203353E+000, 3.8544179E+000, 3.4185569E+000, 2.8467068E+000, 2.0845102E+000, 2.2551699E+000, 2.4252353E+000, 2.5906876E+000, 6.9913521E+002, 7.1472770E+002, 7.3531035E+002, 7.1771474E+002, 7.0176786E+002, 5.7481125E+002, 5.9404412E+002, 6.1490893E+002, 6.1770712E+002, 6.1100698E+002
 1.0100021E+003, 6.9162949E+001, 6.3108899E+001, 6.2038341E+001, 6.1797068E+001, 6.5655601E+001, 3.9554378E+002, 2.8269377E+002, 2.5736203E+002, 2.3442058E+002, 2.0348090E+002, 1.3400882E+002, 1.9070285E+002, 1.7442964E+002, 1.7983933E+002, 1.8273230E+002, 1.8138566E+002, 1.5596868E+002, 9.7812433E-001, 7.1844284E-001, 5.6971596E+000, 5.0492262E+000, 4.5155978E+000, 3.8126121E+000, 3.1494929E+000, 3.2705189E+000, 3.3710811E+000, 3.4722863E+000, 6.4003722E+002, 6.5274477E+002, 6.7896255E+002, 6.7820145E+002, 6.6818912E+002, 5.6992707E+002, 5.8210335E+002, 5.9612524E+002, 5.9760389E+002, 5.9414712E+002
 1.0200022E+003, 1.1798775E+002, 8.8577515E+001, 8.5344007E+001, 8.0739223E+001, 7.7343037E+001, 4.7246359E+002, 3.3181030E+002, 2.9975384E+002, 2.7218804E+002, 2.3577964E+002, 1.5117323E+002, 2.2302831E+002, 2.0148003E+002, 2.0730036E+002, 2.0971928E+002, 2.0816147E+002, 1.7997135E+002, 2.0281138E+000, 1.4556196E+000, 7.0313935E+000, 6.0416678E+000, 5.2902166E+000, 4.4525992E+000, 3.5711554E+000, 3.6201485E+000, 3.6812815E+000, 3.7866932E+000, 6.0545493E+002, 6.1857303E+002, 6.3203017E+002, 6.3360115E+002, 6.3076550E+002, 5.6598006E+002, 5.7552125E+002, 5.8576765E+002, 5.8564265E+002, 5.8269476E+002
 1.0300015E+003, 1.6994254E+002, 1.1654242E+002, 1.1049362E+002, 1.0262751E+002, 8.7702633E+001, 5.6032468E+002, 3.7847295E+002, 3.3304797E+002, 2.9636314E+002, 2.5484171E+002, 1.6691728E+002, 2.2274742E+002, 2.0855372E+002, 2.1685980E+002, 2.2147740E+002, 2.2395528E+002, 1.9157611E+002, 2.5889060E+000, 1.7293677E+000, 9.2080296E+000, 7.6861446E+000, 6.5447306E+000, 5.3093609E+000, 3.0077707E+000, 3.1987864E+000, 3.3929911E+000, 3.6042034E+000, 5.9761286E+002, 6.1075835E+002, 6.2361299E+002, 6.2544847E+002, 6.2269353E+002, 5.7595322E+002, 5.8239476E+002, 5.9031254E+002, 5.9026730E+002, 5.8775004E+002
 1.0400028E+003, 2.0522346E+002, 1.4672369E+002, 1.3884293E+002, 1.3121103E+002, 1.0543945E+002, 5.8048034E+002, 3.7915533E+002, 3.3426870E+002, 2.9874160E+002, 2.5862798E+002, 1.6926200E+002, 2.7100681E+002, 2.1295257E+002, 2.1866528E+002, 2.2209134E+002, 2.2222753E+002, 1.7931533E+002, 3.9477194E+000, 2.6149933E+000, 7.0574475E+000, 5.8603644E+000, 5.0330146E+000, 4.2328495E+000, 3.9184963E+000, 3.7873199E+000, 3.7233857E+000, 3.6769682E+000, 6.0197966E+002, 6.1467219E+002, 6.2657221E+002, 6.2813686E+002, 6.2524266E+002, 6.1999537E+002, 6.1690926E+002, 6.1643816E+002, 6.1563604E+002, 6.1338723E+002
 1.0500023E+003, 2.4195677E+002, 1.7209902E+002, 1.5769705E+002, 1.4776058E+002, 1.1395968E+002, 5.9516603E+002, 3.9372677E+002, 3.4808498E+002, 3.1133575E+002, 2.6990379E+002, 1.8289032E+002, 4.0803410E+002, 2.6270043E+002, 2.6033949E+002, 2.5670093E+002, 2.4766057E+002, 1.8750584E+002, 3.7935503E+000, 2.4395114E+000, 9.1882160E+000, 7.7577371E+000, 6.6228495E+000, 5.3425014E+000, 5.5057080E+000, 5.4332406E+000, 5.3775238E+000, 5.1582879E+000, 6.0559473E+002, 6.1766974E+002, 6.2985442E+002, 6.3197916E+002, 6.2947196E+002, 6.3585694E+002, 6.3475956E+002, 6.3866366E+002, 6.3962951E+002, 6.3829148E+002
 1.0600028E+003, 2.5633291E+002, 1.9041522E+002, 1.7200728E+002, 1.6011434E+002, 1.1978920E+002, 6.1567803E+002, 4.0276156E+002, 3.5524372E+002, 3.1835905E+002, 2.7518659E+002, 1.8627211E+002, 4.4599589E+002, 2.8545331E+002, 2.8192281E+002, 2.7588605E+002, 2.6214337E+002, 1.9577071E+002, 4.9715951E+000, 2.9721608E+000, 9.0121775E+000, 7.4609949E+000, 6.3860604E+000, 5.2016946E+000, 4.7171966E+000, 4.6156221E+000, 4.5127758E+000, 4.3388828E+000, 6.1193430E+002, 6.2437326E+002, 6.3729127E+002, 6.3958330E+002, 6.3694411E+002, 6.4608659E+002, 6.4669636E+002, 6.5273358E+002, 6.5382686E+002, 6.5250405E+002
