s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.5000087E+002, 6.7435844E+001, 2.8192338E+001, 3.3664285E+001, 2.4567015E+001, 6.7555169E+000, 4.0536713E+001, 2.7139956E+001, 1.6029819E+001, 6.0771902E+000, 3.7269515E+001, 2.3305324E+001, 1.3646043E+001, 7.4621716E+000, 3.2848786E+001, 1.8601099E+001, 1.1685262E+001, 7.3650233E+000, 3.1790173E+001, 1.6429054E+001, 1.0924575E+001, 5.2014698E+000, 3.0028843E+001, 1.6389398E+001, 1.1674859E+001, 5.3890532E+000, 2.7975602E+001, 1.6904924E+001, 1.1906551E+001, 6.5488658E+000, 1.8955223E+000, 2.1407443E+000, 2.1977921E+000, 2.0831396E+000, 1.8632704E+000, 1.5508894E+000
 1.5200063E+002, 7.3153947E+001, 3.0048394E+001, 3.5865567E+001, 2.8163307E+001, 7.1886587E+000, 4.2612156E+001, 2.7774897E+001, 1.6400113E+001, 6.8238967E+000, 3.5332162E+001, 2.3145222E+001, 1.4980197E+001, 7.3485102E+000, 3.1244398E+001, 1.9309148E+001, 1.3786860E+001, 7.3833888E+000, 3.1312971E+001, 1.7124112E+001, 1.1392499E+001, 5.7049463E+000, 3.1241606E+001, 1.5547686E+001, 9.9821838E+000, 4.8309115E+000, 3.0056709E+001, 1.5171863E+001, 9.6495854E+000, 4.3259046E+000, 1.9618707E+000, 2.1975637E+000, 2.2187246E+000, 2.0672393E+000, 1.8434993E+000, 1.5346753E+000
 1.5400137E+002, 7.4306398E+001, 3.0374859E+001, 3.4667206E+001, 2.4627801E+001, 7.2210660E+000, 4.0189292E+001, 2.6026907E+001, 1.4728720E+001, 5.5557326E+000, 3.5711790E+001, 2.2466748E+001, 1.4496296E+001, 5.9004965E+000, 3.4106016E+001, 2.1615522E+001, 1.6045648E+001, 8.1119121E+000, 3.3917865E+001, 1.9959452E+001, 1.5458615E+001, 9.6359295E+000, 3.1685600E+001, 1.8950629E+001, 1.4317699E+001, 8.7316036E+000, 2.9382701E+001, 1.8311504E+001, 1.3602434E+001, 7.3373217E+000, 1.9587069E+000, 2.2104750E+000, 2.3036932E+000, 2.2529839E+000, 2.0356445E+000, 1.6757278E+000
 1.5600136E+002, 7.3559011E+001, 3.2303032E+001, 3.4186224E+001, 2.5674550E+001, 7.6561137E+000, 3.9162760E+001, 2.5218840E+001, 1.6117671E+001, 6.8605382E+000, 3.3584485E+001, 2.1210439E+001, 1.4201109E+001, 7.1921774E+000, 3.1614629E+001, 1.9905336E+001, 1.4729230E+001, 7.3728519E+000, 3.1772711E+001, 1.9567938E+001, 1.5263693E+001, 8.9929888E+000, 3.3762758E+001, 2.0893728E+001, 1.5640298E+001, 8.0103062E+000, 2.9510300E+001, 1.9367723E+001, 1.4683817E+001, 7.6067725E+000, 1.9933148E+000, 2.2485693E+000, 2.3287542E+000, 2.2686390E+000, 2.0800133E+000, 1.7303913E+000
 1.5800073E+002, 7.9781065E+001, 3.1014383E+001, 3.4765112E+001, 2.4957083E+001, 7.3687508E+000, 3.9805063E+001, 2.6731928E+001, 1.6771002E+001, 5.9897641E+000, 3.5487126E+001, 2.5309944E+001, 1.8067009E+001, 8.3511552E+000, 3.2957845E+001, 2.3363724E+001, 1.8704655E+001, 1.0921721E+001, 3.2375685E+001, 2.2172127E+001, 1.8108725E+001, 1.1354720E+001, 3.0482121E+001, 1.9848516E+001, 1.5454821E+001, 1.0013357E+001, 2.7910084E+001, 1.7713528E+001, 1.2864270E+001, 6.7417643E+000, 2.0224319E+000, 2.2899199E+000, 2.3585817E+000, 2.2528972E+000, 2.0029903E+000, 1.6298803E+000
 1.6000083E+002, 8.7703818E+001, 2.9153055E+001, 3.5660310E+001, 2.7180413E+001, 7.5862629E+000, 4.2403501E+001, 2.8843933E+001, 1.8454275E+001, 6.3855669E+000, 3.6603767E+001, 2.6078405E+001, 1.8822549E+001, 7.9281197E+000, 3.4006391E+001, 2.4509099E+001, 1.7038113E+001, 7.8562849E+000, 3.4289016E+001, 2.3506368E+001, 1.6175919E+001, 8.0378283E+000, 3.4250066E+001, 2.0870850E+001, 1.5553666E+001, 7.5344603E+000, 3.2103943E+001, 2.0092808E+001, 1.4104910E+001, 7.8343350E+000, 2.0263365E+000, 2.2830367E+000, 2.3459770E+000, 2.2469733E+000, 2.0337684E+000, 1.7185072E+000
 1.6200163E+002, 8.9548903E+001, 3.1658013E+001, 3.5869693E+001, 2.4646987E+001, 7.4604041E+000, 4.3708571E+001, 2.4590579E+001, 1.4367387E+001, 5.6205312E+000, 3.7318651E+001, 2.1961952E+001, 1.4445384E+001, 6.0162546E+000, 3.5262526E+001, 2.3170042E+001, 1.4619806E+001, 6.4770121E+000, 3.5564551E+001, 2.3111346E+001, 1.4664590E+001, 6.2438331E+000, 3.6815299E+001, 2.2092875E+001, 1.4784961E+001, 7.2790989E+000, 3.3670334E+001, 2.0953054E+001, 1.3731662E+001, 6.9568998E+000, 2.0438780E+000, 2.2954519E+000, 2.3724452E+000, 2.3056183E+000, 2.1249496E+000, 1.8188747E+000
 1.6400056E+002, 8.7554503E+001, 3.1487554E+001, 3.5774382E+001, 2.3246485E+001, 7.4072509E+000, 4.2364280E+001, 2.4728078E+001, 1.5159632E+001, 6.2776817E+000, 3.7544194E+001, 2.2258615E+001, 1.4909407E+001, 7.2443557E+000, 3.3967739E+001, 2.0917975E+001, 1.4689260E+001, 7.1236307E+000, 3.4415379E+001, 2.0418687E+001, 1.3485748E+001, 6.6383493E+000, 3.6189607E+001, 2.0711128E+001, 1.4122079E+001, 7.5738963E+000, 3.4140057E+001, 2.0416929E+001, 1.3170068E+001, 6.6590205E+000, 2.0851843E+000, 2.3624185E+000, 2.4637215E+000, 2.4204754E+000, 2.2510668E+000, 1.9285938E+000
 1.6600082E+002, 9.2122724E+001, 3.0304082E+001, 3.5207560E+001, 2.6089436E+001, 7.5443045E+000, 4.0047129E+001, 2.6299446E+001, 1.5671734E+001, 6.0347664E+000, 3.5345158E+001, 2.3722920E+001, 1.6754152E+001, 7.0611546E+000, 3.2567250E+001, 2.2085707E+001, 1.7168677E+001, 1.0020885E+001, 3.3779294E+001, 2.3278364E+001, 1.8399884E+001, 1.0312072E+001, 3.6324484E+001, 2.4216601E+001, 1.9065739E+001, 1.0884613E+001, 3.4779613E+001, 2.2689895E+001, 1.7107939E+001, 9.7291509E+000, 2.0933337E+000, 2.3839368E+000, 2.5261329E+000, 2.5235825E+000, 2.3792381E+000, 2.0405974E+000
 1.6800003E+002, 7.9099632E+001, 3.0171858E+001, 3.5235313E+001, 2.7564749E+001, 7.8265624E+000, 4.2156359E+001, 2.8867967E+001, 1.7371731E+001, 5.9791979E+000, 3.6977056E+001, 2.4879193E+001, 1.5708314E+001, 7.4790737E+000, 3.5007357E+001, 2.3567725E+001, 1.5966565E+001, 7.2076137E+000, 3.5730054E+001, 2.3689345E+001, 1.7200175E+001, 7.8487833E+000, 3.6454497E+001, 2.3651610E+001, 1.6708735E+001, 8.2357156E+000, 3.6112887E+001, 2.3746950E+001, 1.6571501E+001, 7.8877727E+000, 2.1376424E+000, 2.4164295E+000, 2.5143670E+000, 2.4639620E+000, 2.2973123E+000, 1.9913046E+000
 1.7000105E+002, 1.0435319E+002, 2.7172720E+001, 3.4564765E+001, 2.4728561E+001, 7.0726702E+000, 4.2369326E+001, 2.5752886E+001, 1.4877316E+001, 5.8109778E+000, 3.8996946E+001, 2.4701913E+001, 1.4056412E+001, 5.4861465E+000, 3.7664498E+001, 2.3875555E+001, 1.4676497E+001, 5.7695927E+000, 3.8081108E+001, 2.6192234E+001, 1.7329888E+001, 7.6789361E+000, 4.0800679E+001, 2.7193153E+001, 1.8680858E+001, 8.3873499E+000, 3.8224250E+001, 2.5932905E+001, 1.8561630E+001, 8.8414489E+000, 2.1112286E+000, 2.4195692E+000, 2.5622073E+000, 2.5742187E+000, 2.4504828E+000, 2.1312708E+000
 1.7200118E+002, 9.8879632E+001, 3.0728174E+001, 3.4830374E+001, 2.6595349E+001, 7.6950090E+000, 4.0569665E+001, 2.7456410E+001, 1.5051405E+001, 5.5000111E+000, 3.5144746E+001, 2.4191149E+001, 1.4387987E+001, 5.1849973E+000, 3.3503190E+001, 2.2959445E+001, 1.5352605E+001, 6.4617033E+000, 3.4328411E+001, 2.2650173E+001, 1.5326767E+001, 6.8303558E+000, 3.6640646E+001, 2.4609960E+001, 1.7415951E+001, 8.3356171E+000, 3.6536999E+001, 2.5835394E+001, 1.8225258E+001, 9.8639834E+000, 2.0881204E+000, 2.3632025E+000, 2.4848644E+000, 2.4815134E+000, 2.3720199E+000, 2.1276284E+000
 1.7400059E+002, 8.8085561E+001, 3.2278752E+001, 3.3713206E+001, 2.2778043E+001, 7.2191168E+000, 4.1718362E+001, 2.5329646E+001, 1.4661943E+001, 5.6868066E+000, 3.6833568E+001, 2.5350139E+001, 1.5090898E+001, 5.9621299E+000, 3.5025893E+001, 2.6568819E+001, 1.8118385E+001, 7.6128812E+000, 3.5540405E+001, 2.6267910E+001, 1.7795517E+001, 8.3734271E+000, 3.8602586E+001, 2.7201913E+001, 2.0452637E+001, 1.1395330E+001, 4.0496485E+001, 2.9656907E+001, 2.3436041E+001, 1.4132052E+001, 2.1512370E+000, 2.4595700E+000, 2.6189826E+000, 2.6390484E+000, 2.5508936E+000, 2.2917075E+000
 1.7600141E+002, 1.0436879E+002, 3.2986038E+001, 3.6060698E+001, 2.6788161E+001, 7.7983934E+000, 4.2174345E+001, 2.8705423E+001, 1.6486378E+001, 6.9215113E+000, 3.6298937E+001, 2.3455015E+001, 1.5493862E+001, 6.6803823E+000, 3.4374945E+001, 2.1232346E+001, 1.4577944E+001, 6.7768577E+000, 3.3966227E+001, 2.0280771E+001, 1.3156095E+001, 6.9320300E+000, 3.4964285E+001, 2.1485755E+001, 1.4601605E+001, 6.8249535E+000, 3.7316151E+001, 2.2678855E+001, 1.5674967E+001, 6.8561700E+000, 2.1898663E+000, 2.4936729E+000, 2.6206843E+000, 2.6062435E+000, 2.4903042E+000, 2.2177257E+000
 1.7800054E+002, 9.0504370E+001, 3.0435589E+001, 3.7265045E+001, 2.8327566E+001, 7.9006241E+000, 4.4036157E+001, 2.8437858E+001, 1.6930281E+001, 6.0015028E+000, 3.9074067E+001, 2.7726759E+001, 1.6879471E+001, 6.5373252E+000, 3.6260056E+001, 2.9601258E+001, 2.1429062E+001, 9.6480345E+000, 3.5684332E+001, 2.9975583E+001, 2.2179899E+001, 1.0322536E+001, 3.6645041E+001, 2.9510551E+001, 2.3351179E+001, 1.1944663E+001, 3.8612541E+001, 2.9059642E+001, 2.2788257E+001, 1.3319962E+001, 2.2537598E+000, 2.5637712E+000, 2.7070944E+000, 2.7056281E+000, 2.5836717E+000, 2.2952290E+000
 1.8000030E+002, 9.4732691E+001, 2.6799503E+001, 3.5505668E+001, 2.8904330E+001, 8.2627093E+000, 4.2940082E+001, 3.0186006E+001, 1.9048560E+001, 6.1751186E+000, 3.7100409E+001, 2.7897482E+001, 1.8214936E+001, 7.9605724E+000, 3.5617877E+001, 2.6182294E+001, 2.0543596E+001, 1.1547855E+001, 3.6004442E+001, 2.6180521E+001, 2.0850882E+001, 1.2948081E+001, 3.7677767E+001, 2.5371443E+001, 1.8628964E+001, 1.1613249E+001, 3.7968103E+001, 2.4041988E+001, 1.7541441E+001, 9.8964017E+000, 2.2849081E+000, 2.6476709E+000, 2.8695326E+000, 2.9282142E+000, 2.7771177E+000, 2.4326444E+000
 1.8200079E+002, 8.5240225E+001, 3.0084452E+001, 3.6705880E+001, 3.0204710E+001, 8.9998799E+000, 4.0568795E+001, 2.9019968E+001, 1.8124599E+001, 7.0854682E+000, 3.5897995E+001, 2.6276230E+001, 1.7334326E+001, 7.2144875E+000, 3.5845054E+001, 2.5887424E+001, 1.8271823E+001, 9.2025411E+000, 3.7891395E+001, 2.6064011E+001, 1.8899921E+001, 1.0855530E+001, 3.8633706E+001, 2.6601239E+001, 1.9254709E+001, 1.0782087E+001, 4.0024321E+001, 2.8072112E+001, 2.1075177E+001, 1.0785606E+001, 2.3010529E+000, 2.6250862E+000, 2.7931769E+000, 2.8166148E+000, 2.7116992E+000, 2.4298238E+000
 1.8400096E+002, 9.7512012E+001, 3.0872767E+001, 3.8080941E+001, 2.8260875E+001, 8.4347987E+000, 4.4164480E+001, 2.8042897E+001, 1.7517099E+001, 5.9333604E+000, 3.6698122E+001, 2.6401190E+001, 1.5592904E+001, 5.5073364E+000, 3.5369756E+001, 2.7292358E+001, 1.7505275E+001, 6.0507676E+000, 3.5295843E+001, 2.6047922E+001, 1.8727801E+001, 7.6954452E+000, 3.7716353E+001, 2.6062388E+001, 1.8403905E+001, 8.6410009E+000, 4.1076223E+001, 2.8198184E+001, 1.9269030E+001, 8.4813417E+000, 2.2469077E+000, 2.5359696E+000, 2.6657347E+000, 2.6788082E+000, 2.6103510E+000, 2.4350749E+000
 1.8600105E+002, 9.3622568E+001, 3.1709849E+001, 3.6093228E+001, 2.7146084E+001, 7.8298539E+000, 4.1600658E+001, 2.8577445E+001, 1.7240675E+001, 6.3619322E+000, 3.6487650E+001, 2.5609959E+001, 1.5920730E+001, 7.0166733E+000, 3.6132183E+001, 2.5289407E+001, 1.6633310E+001, 7.6539284E+000, 3.8852554E+001, 2.7313285E+001, 1.8139559E+001, 8.3674413E+000, 3.9495788E+001, 2.7392113E+001, 1.9875436E+001, 9.3644241E+000, 3.9694484E+001, 2.9350005E+001, 2.0490502E+001, 1.0963479E+001, 2.2977308E+000, 2.6347229E+000, 2.8201584E+000, 2.8760914E+000, 2.8132390E+000, 2.5896057E+000
 1.8800120E+002, 1.0403793E+002, 3.1050447E+001, 3.7848508E+001, 2.7125637E+001, 7.5703784E+000, 4.4601774E+001, 2.7902574E+001, 1.5859365E+001, 6.5384441E+000, 3.7029299E+001, 2.3934296E+001, 1.3551135E+001, 5.4958641E+000, 3.5603747E+001, 2.1829338E+001, 1.2839902E+001, 5.0784656E+000, 3.7219849E+001, 2.3784816E+001, 1.4791231E+001, 6.1411937E+000, 3.9953279E+001, 2.7905470E+001, 1.7761134E+001, 7.4946163E+000, 4.2017727E+001, 3.0704475E+001, 1.9663638E+001, 8.8522494E+000, 2.2493245E+000, 2.5601055E+000, 2.7143539E+000, 2.7516969E+000, 2.7088543E+000, 2.5421427E+000
 1.9000061E+002, 1.1390781E+002, 3.0778169E+001, 3.8488095E+001, 2.9269329E+001, 8.2407367E+000, 4.2171034E+001, 3.0063327E+001, 1.8229126E+001, 6.5429087E+000, 3.7024034E+001, 2.7133796E+001, 1.8850675E+001, 8.6086028E+000, 3.6696637E+001, 2.7468731E+001, 2.0375301E+001, 1.1811790E+001, 3.7086192E+001, 2.7557519E+001, 2.0274095E+001, 1.2372315E+001, 3.7256979E+001, 2.5991445E+001, 1.8784657E+001, 1.1848537E+001, 3.7564358E+001, 2.5220222E+001, 1.6080870E+001, 8.2364513E+000, 2.4007450E+000, 2.7637232E+000, 2.9662934E+000, 3.0085938E+000, 2.9035805E+000, 2.6119427E+000
 1.9200091E+002, 9.9741200E+001, 3.1894940E+001, 3.5072812E+001, 2.7290793E+001, 7.8592111E+000, 4.0408265E+001, 2.8912022E+001, 2.1620274E+001, 7.2821635E+000, 3.5169101E+001, 2.7306223E+001, 2.0498993E+001, 1.1195128E+001, 3.4903178E+001, 2.7615565E+001, 2.0865705E+001, 1.2333741E+001, 3.6781731E+001, 2.9232098E+001, 2.1578358E+001, 1.3052056E+001, 3.8707574E+001, 3.0647825E+001, 2.3649760E+001, 1.3092865E+001, 4.0942471E+001, 3.1470544E+001, 2.4179823E+001, 1.4358225E+001, 2.4229758E+000, 2.8230989E+000, 3.0760043E+000, 3.1620370E+000, 3.0854822E+000, 2.8101368E+000
 1.9400124E+002, 1.1355723E+002, 3.2946233E+001, 3.5599903E+001, 2.6880797E+001, 8.2526547E+000, 4.0856797E+001, 2.7031858E+001, 1.7428771E+001, 5.9825060E+000, 3.7233347E+001, 2.6174503E+001, 1.8919774E+001, 7.4394438E+000, 3.6834822E+001, 2.6184383E+001, 1.9110351E+001, 8.6118907E+000, 3.7518774E+001, 2.6629553E+001, 1.9341400E+001, 8.6565192E+000, 3.9601154E+001, 2.8524865E+001, 2.0247352E+001, 8.9441116E+000, 4.0468328E+001, 3.0164810E+001, 2.1725397E+001, 9.9732077E+000, 2.3687707E+000, 2.7192207E+000, 2.9323859E+000, 2.9939476E+000, 2.9304360E+000, 2.7049206E+000
 1.9600008E+002, 1.0638279E+002, 3.3671358E+001, 3.6266256E+001, 2.6394555E+001, 7.9337235E+000, 4.2139564E+001, 2.8092467E+001, 1.7457956E+001, 6.1183002E+000, 3.4817530E+001, 2.5950290E+001, 1.7527811E+001, 6.8376871E+000, 3.4806422E+001, 2.6251827E+001, 1.8948233E+001, 9.5742711E+000, 3.6905584E+001, 2.7755558E+001, 2.0138101E+001, 1.0682795E+001, 3.8257451E+001, 2.9150325E+001, 2.0688107E+001, 1.1537870E+001, 4.1549962E+001, 3.1451609E+001, 2.2388066E+001, 1.1216196E+001, 2.3943063E+000, 2.7527457E+000, 2.9792001E+000, 3.0842108E+000, 3.0597523E+000, 2.8485139E+000
 1.9800130E+002, 1.0692767E+002, 3.4571043E+001, 3.5398823E+001, 2.6546998E+001, 8.1906189E+000, 4.2104626E+001, 2.4737558E+001, 1.7113717E+001, 6.2555973E+000, 3.8663970E+001, 2.5214096E+001, 1.6804688E+001, 6.7651688E+000, 3.6967861E+001, 2.5771300E+001, 1.7012441E+001, 7.4367250E+000, 3.6903419E+001, 2.6205323E+001, 1.8559946E+001, 8.8174825E+000, 3.7419167E+001, 2.7383413E+001, 1.9815334E+001, 1.0576181E+001, 3.9580581E+001, 2.9936286E+001, 2.1571099E+001, 1.1554871E+001, 2.3691123E+000, 2.7154464E+000, 2.9077985E+000, 2.9715381E+000, 2.9439785E+000, 2.7767365E+000
 2.0000000E+002, 1.5240229E+002, 3.3524454E+001, 3.7400369E+001, 2.7802178E+001, 7.8053853E+000, 4.3368679E+001, 2.9490937E+001, 1.9552281E+001, 6.3599316E+000, 3.6188678E+001, 2.6594955E+001, 1.9675349E+001, 7.7137704E+000, 3.7079053E+001, 2.8812745E+001, 2.0233938E+001, 1.0259525E+001, 3.8579107E+001, 3.0008542E+001, 2.0487813E+001, 9.8227410E+000, 3.9356961E+001, 2.9272024E+001, 2.0165050E+001, 1.0124041E+001, 4.0326123E+001, 2.9011871E+001, 2.0480861E+001, 1.1404262E+001, 2.4616369E+000, 2.8337009E+000, 3.0671301E+000, 3.1600333E+000, 3.1299135E+000, 2.9567031E+000
