cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2
 9.4250000E+001, 4.1266873E+002, 1.9630509E-001, 7.2961161E-003, 6.7583345E-010, 2.1570070E-011, 1.7169262E-002, 6.7583345E-010, 7.7922953E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2589286E+002, 9.3484924E-002,NaN,NaN
 9.4750000E+001, 4.1149745E+002, 1.9641743E-001, 7.2341974E-003, 5.4155676E-010, 1.7441733E-011, 1.7045667E-002, 5.4155676E-010, 7.7930271E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2656250E+002, 9.0825319E-002,NaN,NaN
 9.5250000E+001, 4.1035536E+002, 1.9653524E-001, 7.1692616E-003, 4.2368114E-010, 1.3880663E-011, 1.6916049E-002, 4.2368114E-010, 7.7937945E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2723214E+002, 8.9540776E-002,NaN,NaN
 9.5750000E+001, 4.0914067E+002, 1.9665693E-001, 7.1021907E-003, 3.2983025E-010, 1.0997231E-011, 1.6782169E-002, 3.2983025E-010, 7.7945871E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2790179E+002, 8.8287173E-002,NaN,NaN
 9.6250000E+001, 4.0811555E+002, 1.9676571E-001, 7.0422356E-003, 2.5830419E-010, 8.9028439E-012, 1.6662493E-002, 2.5830419E-010, 7.7952957E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2857143E+002, 8.5874229E-002,NaN,NaN
 9.6750000E+001, 4.0717792E+002, 1.9686060E-001, 6.9899314E-003, 2.0808560E-010, 7.3661444E-012, 1.6558089E-002, 2.0808560E-010, 7.7959138E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2924107E+002, 8.4715213E-002,NaN,NaN
 9.7250000E+001, 4.0641069E+002, 1.9694120E-001, 6.9455074E-003, 1.6919508E-010, 6.2692416E-012, 1.6469414E-002, 1.6919508E-010, 7.7964388E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2991071E+002, 8.3587826E-002,NaN,NaN
 9.7750000E+001, 4.0558906E+002, 1.9701849E-001, 6.9029094E-003, 1.4040432E-010, 5.3547588E-012, 1.6384385E-002, 1.4040432E-010, 7.7969422E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3058036E+002, 8.1427305E-002,NaN,NaN
 9.8250000E+001, 4.0489640E+002, 1.9709045E-001, 6.8632438E-003, 1.1568475E-010, 4.6875734E-012, 1.6305209E-002, 1.1568475E-010, 7.7974109E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3125000E+002, 8.0393662E-002,NaN,NaN
 9.8750000E+001, 4.0412689E+002, 1.9716793E-001, 6.8205429E-003, 9.8140676E-011, 4.1236259E-012, 1.6219974E-002, 9.8140676E-011, 7.7979156E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3191964E+002, 7.9390651E-002,NaN,NaN
 9.9250000E+001, 4.0344642E+002, 1.9724224E-001, 6.7795839E-003, 8.2018270E-011, 3.7161051E-012, 1.6138216E-002, 8.2018270E-011, 7.7983996E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3258929E+002, 7.7474826E-002,NaN,NaN
 9.9750000E+001, 4.0266013E+002, 1.9731989E-001, 6.7367828E-003, 7.0695543E-011, 3.3334237E-012, 1.6052781E-002, 7.0695543E-011, 7.7989054E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3325893E+002, 7.6561007E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3392857E+002, 7.5675807E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3459821E+002, 7.3988588E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3526786E+002, 7.3583238E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3593750E+002, 7.2802800E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3660714E+002, 7.1315783E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3727679E+002, 7.0607399E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3794643E+002, 6.9921191E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3861607E+002, 6.8611492E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3928571E+002, 6.7986065E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3995536E+002, 6.7378944E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4062500E+002, 6.6215681E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4129464E+002, 6.5657565E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4196429E+002, 6.5113810E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4263393E+002, 6.4065462E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4330357E+002, 6.3558912E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4397321E+002, 6.3062811E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4464286E+002, 6.2098060E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4531250E+002, 6.1627467E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4598214E+002, 6.1163439E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4665179E+002, 6.0251231E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4732143E+002, 5.9801144E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4799107E+002, 5.9353818E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4866071E+002, 5.8463809E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4933036E+002, 5.8019368E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+002, 5.7574185E-002,NaN,NaN
