s,kg/s/m2,C
 1.1172100E+003, 1.0843407E-101, 4.8912235E+002
 1.1184100E+003, 2.2172284E-101, 4.8979569E+002
 1.1196100E+003,-1.3875714E-101, 4.9050819E+002
 1.1208100E+003, 4.6260237E-102, 4.9120686E+002
 1.1220100E+003, 1.3556409E-102, 4.9191178E+002
 1.1232100E+003,-2.0393041E-102, 4.9260238E+002
 1.1244100E+003,-1.3390163E-102, 4.9328670E+002
 1.1256100E+003,-1.5842909E-103, 4.9397240E+002
 1.1268100E+003,-1.4475891E-103, 4.9462320E+002
 1.1280100E+003,-5.4316892E-104, 4.9529087E+002
 1.1292100E+003, 1.9567782E-104, 4.9598006E+002
 1.1304100E+003,-9.4025524E-105, 4.9663962E+002
 1.1316100E+003,-8.3875038E-105, 4.9729023E+002
 1.1328100E+003, 3.9320320E-106, 4.9794925E+002
 1.1340100E+003, 1.5033143E-105, 4.9862824E+002
 1.1352100E+003,-1.2859314E-105, 4.9928598E+002
 1.1364100E+003, 5.3126550E-106, 4.9995424E+002
 1.1376100E+003,-7.7253363E-106, 5.0061164E+002
 1.1388100E+003, 5.3534898E-107, 5.0126552E+002
 1.1400100E+003,-1.5677328E-106, 5.0191697E+002
 1.1412100E+003,-2.7037746E-107, 5.0254740E+002
 1.1424100E+003, 1.9691102E-107, 5.0317241E+002
 1.1436100E+003, 1.6146581E-108, 5.0378936E+002
 1.1448100E+003,-1.9949018E-108, 5.0439947E+002
 1.1460100E+003,-5.0963811E-109, 5.0502518E+002
 1.1472100E+003, 1.4301849E-108, 5.0565707E+002
 1.1484100E+003,-8.6946356E-109, 5.0626924E+002
 1.1496100E+003, 6.1326340E-109, 5.0688326E+002
 1.1508100E+003, 2.6476899E-109, 5.0749855E+002
 1.1520100E+003, 1.0646098E-110, 5.0808818E+002
 1.1532100E+003,-2.9348447E-110, 5.0871255E+002
 1.1544100E+003, 7.1184375E-112, 5.0931600E+002
 1.1556100E+003, 1.0132417E-110, 5.0991176E+002
 1.1568100E+003,-5.5033245E-111, 5.1048671E+002
 1.1580100E+003,-2.4657313E-111, 5.1105773E+002
 1.1592100E+003, 1.0955524E-111, 5.1168460E+002
 1.1604100E+003, 5.4577907E-112, 5.1228554E+002
 1.1616100E+003,-2.3848245E-112, 5.1285084E+002
 1.1628100E+003,-1.8751539E-112, 5.1342801E+002
 1.1640100E+003,-1.4888017E-112, 5.1399725E+002
 1.1652100E+003, 2.8930165E-113, 5.1458531E+002
 1.1664100E+003,-1.0632603E-114, 5.1514312E+002
 1.1676100E+003, 1.2527392E-113, 5.1572229E+002
 1.1688100E+003,-4.4839092E-114, 5.1630353E+002
 1.1700100E+003, 4.1940573E-115, 5.1685493E+002
 1.1712100E+003, 1.5339674E-114, 5.1743002E+002
 1.1724100E+003,-9.1683633E-115, 5.1795975E+002
 1.1736100E+003, 4.1973408E-116, 5.1849256E+002
 1.1748100E+003,-1.0382288E-115, 5.1905456E+002
 1.1760100E+003, 2.1055241E-115, 5.1959134E+002
 1.1772100E+003,-2.4940950E-116, 5.2012171E+002
 1.1784100E+003,-3.7293444E-116, 5.2065522E+002
 1.1796100E+003,-6.5380891E-117, 5.2118852E+002
 1.1808100E+003, 6.1890084E-117, 5.2173277E+002
 1.1820100E+003,-2.7144015E-117, 5.2226898E+002
 1.1832100E+003, 1.0394923E-117, 5.2282236E+002
 1.1844100E+003,-7.8937197E-118, 5.2329963E+002
 1.1856100E+003, 4.0565209E-118, 5.2382012E+002
 1.1868100E+003,-1.3839616E-118, 5.2435822E+002
 1.1880100E+003, 4.6084522E-120, 5.2487564E+002
 1.1892100E+003, 5.4685494E-121, 5.2538674E+002
 1.1904100E+003,-1.1079190E-120, 5.2589818E+002
 1.1916100E+003,-1.9488252E-120, 5.2641230E+002
 1.1928100E+003,-3.9009554E-120, 5.2693153E+002
 1.1940100E+003,-1.3249247E-121, 5.2742326E+002
 1.1952100E+003, 5.4531786E-121, 5.2793608E+002
 1.1964100E+003, 2.7296571E-121, 5.2842527E+002
 1.1976100E+003, 3.5336478E-122, 5.2891682E+002
 1.1988100E+003, 1.1852602E-121, 5.2940866E+002
 1.2000000E+003, 7.2740336E-122, 5.2988814E+002
