s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,m
 4.7000181E+001, 1.3981103E-001, 4.7828182E-001, 4.9970931E-001, 9.9189060E+000, 1.1894347E+001, 1.0910084E+001, 9.7025370E+000, 1.0373399E+001, 1.1424309E+001, 1.2675185E+001, 1.3886418E+001, 1.4244605E+001, 1.4472081E+001, 1.4481149E+001, 1.4748041E+001, 1.4362066E+001, 1.4141161E+001, 1.3753774E+001, 1.2716350E+001, 1.1410692E+001, 1.0262940E+001, 9.2618585E+000, 8.5281072E+000, 7.9727222E+000, 7.4535491E+000, 7.3925562E+000, 7.2282554E+000, 7.0648647E+000, 6.9987954E+000, 7.1396254E+000, 7.0304660E+000, 6.8283964E+000, 6.1877982E+000, 5.4326541E+000, 5.0049848E+000, 4.7899067E+000, 4.4187283E+000, 4.0326489E+000, 4.0288983E+000, 3.6942132E+000, 3.0750574E+000, 2.5673000E+000, 2.1448330E+000, 1.8172517E+000, 1.5990202E+000, 1.4666746E+000, 1.3169522E+000, 1.1183191E+000, 8.7208498E-001, 7.6092185E-001, 6.7036111E-001, 5.5235139E-001, 5.6068556E-001, 8.1079968E-001
 4.8000253E+001, 1.3813971E-001, 4.4571526E-001, 4.6117048E-001, 9.8471230E+000, 1.2047755E+001, 1.0942573E+001, 9.6517368E+000, 1.0145404E+001, 1.1398173E+001, 1.2347028E+001, 1.3188763E+001, 1.3229084E+001, 1.3754354E+001, 1.3895621E+001, 1.3780800E+001, 1.3876261E+001, 1.3869241E+001, 1.3371400E+001, 1.2610661E+001, 1.1763255E+001, 1.1333993E+001, 1.0770119E+001, 1.0330205E+001, 9.9700287E+000, 9.8221959E+000, 9.6328106E+000, 9.3785057E+000, 8.8375653E+000, 7.8746268E+000, 7.0518313E+000, 6.4750420E+000, 5.8134407E+000, 5.3368020E+000, 4.8401623E+000, 4.1291579E+000, 3.4691990E+000, 3.1341295E+000, 2.9854428E+000, 2.8314279E+000, 2.6803829E+000, 2.5992312E+000, 2.4493082E+000, 2.2056707E+000, 1.8289249E+000, 1.4795638E+000, 1.1784180E+000, 8.4278903E-001, 6.1081861E-001, 4.0352209E-001, 2.9005265E-001, 2.0432125E-001, 9.8817596E-002, 5.4785071E-002, 7.1948689E-001
 4.9000243E+001, 1.3651272E-001, 4.1945657E-001, 4.3567099E-001, 9.0249450E+000, 1.1655614E+001, 1.0743924E+001, 9.3837456E+000, 9.7322178E+000, 1.0237305E+001, 1.0764078E+001, 1.1360671E+001, 1.1120169E+001, 1.1373295E+001, 1.1776152E+001, 1.2133177E+001, 1.1869488E+001, 1.1126761E+001, 1.0564479E+001, 1.0149768E+001, 9.7853444E+000, 9.1150100E+000, 8.5360984E+000, 8.2920276E+000, 7.9581122E+000, 7.5434503E+000, 7.4262286E+000, 7.3908005E+000, 7.5142575E+000, 6.9808005E+000, 6.4000840E+000, 5.8406963E+000, 5.4282283E+000, 4.8312580E+000, 4.2569398E+000, 4.0785954E+000, 3.8126256E+000, 3.5741605E+000, 3.2035572E+000, 3.0426015E+000, 2.8911340E+000, 2.7378032E+000, 2.5940653E+000, 2.4017658E+000, 2.3124508E+000, 2.2466726E+000, 2.2043945E+000, 1.8701528E+000, 1.5549777E+000, 1.2163413E+000, 1.0066601E+000, 8.3919923E-001, 7.4213713E-001, 7.4171658E-001, 4.2235399E-001
 5.0000200E+001, 1.3491884E-001, 3.8878062E-001, 4.0821865E-001, 8.9209301E+000, 1.0979555E+001, 1.0878283E+001, 9.7970630E+000, 1.0704943E+001, 1.1695769E+001, 1.2230716E+001, 1.3001626E+001, 1.2762630E+001, 1.2829851E+001, 1.2964545E+001, 1.3198781E+001, 1.3450139E+001, 1.3687374E+001, 1.3600204E+001, 1.3140388E+001, 1.2685407E+001, 1.1849179E+001, 1.1434318E+001, 1.1068214E+001, 1.0429996E+001, 9.7872809E+000, 9.1795981E+000, 9.0116429E+000, 8.9427352E+000, 8.7794521E+000, 8.2385465E+000, 7.1871388E+000, 6.2437932E+000, 5.5267337E+000, 5.1946550E+000, 4.6173298E+000, 3.9251038E+000, 3.4498183E+000, 2.9324745E+000, 2.2283629E+000, 1.7043803E+000, 1.1545132E+000, 8.0032036E-001, 5.8033147E-001, 4.3712674E-001, 3.7029424E-001, 3.5115238E-001, 3.0309268E-001, 2.6487999E-001, 1.6422138E-001, 1.2685290E-001, 9.5439973E-002, 7.8875776E-002, 5.5460130E-002, 7.0682556E-001
 5.1000001E+001, 1.3336681E-001, 3.6895983E-001, 3.8728903E-001, 8.6362165E+000, 9.7101044E+000, 1.0439246E+001, 9.6295184E+000, 1.0494354E+001, 1.1215151E+001, 1.1905400E+001, 1.2788897E+001, 1.3082252E+001, 1.3736820E+001, 1.4261771E+001, 1.3846690E+001, 1.2878151E+001, 1.2392337E+001, 1.2058797E+001, 1.2423622E+001, 1.2242720E+001, 1.2093463E+001, 1.1803244E+001, 1.1973531E+001, 1.2030899E+001, 1.1831146E+001, 1.1084348E+001, 9.4595238E+000, 8.3535871E+000, 7.6382085E+000, 7.3417473E+000, 7.1643844E+000, 7.2078314E+000, 7.1639217E+000, 6.8964038E+000, 6.8948762E+000, 6.7007632E+000, 6.2498919E+000, 5.8065456E+000, 5.1421936E+000, 4.4894491E+000, 3.8694935E+000, 3.2237270E+000, 2.6537207E+000, 2.2300264E+000, 1.8623342E+000, 1.4993345E+000, 1.1931982E+000, 9.5461879E-001, 7.8044122E-001, 6.9219948E-001, 6.0904916E-001, 4.9445001E-001, 4.0486938E-001, 5.2206417E-001
 5.2000153E+001, 1.3184489E-001, 3.4334801E-001, 3.5902965E-001, 8.4450369E+000, 9.4606545E+000, 1.0980798E+001, 9.5916904E+000, 9.9239669E+000, 1.0477625E+001, 1.0972510E+001, 1.1675475E+001, 1.1800949E+001, 1.2582911E+001, 1.2296076E+001, 1.2230708E+001, 1.2395585E+001, 1.2390790E+001, 1.2292989E+001, 1.2052038E+001, 1.1783342E+001, 1.1552765E+001, 1.1592467E+001, 1.1371569E+001, 1.0896373E+001, 1.1010243E+001, 1.1021791E+001, 1.0738669E+001, 1.0284016E+001, 9.6190332E+000, 9.0613525E+000, 8.4722807E+000, 7.9952201E+000, 7.4259527E+000, 6.9281339E+000, 6.8554415E+000, 6.4819446E+000, 6.0389565E+000, 5.4070837E+000, 4.7838949E+000, 4.2639620E+000, 3.8769076E+000, 3.4227235E+000, 2.8514343E+000, 2.5405751E+000, 2.2019833E+000, 1.6758401E+000, 1.1871572E+000, 8.0478201E-001, 5.1034486E-001, 3.7418422E-001, 3.4409254E-001, 2.2985425E-001, 7.1071499E-002, 7.1395918E-001
 5.3000080E+001, 1.3036226E-001, 3.1284177E-001, 3.2302419E-001, 8.4377117E+000, 9.3419686E+000, 1.0276886E+001, 8.8390694E+000, 9.1212480E+000, 1.0174308E+001, 1.1053500E+001, 1.1431771E+001, 1.1010848E+001, 1.0766861E+001, 1.0674799E+001, 1.0237843E+001, 1.0205707E+001, 1.0720366E+001, 1.0488004E+001, 9.9164448E+000, 9.5442790E+000, 9.6265687E+000, 9.1349869E+000, 8.8961944E+000, 8.8471750E+000, 8.7653894E+000, 8.5360416E+000, 8.1953952E+000, 7.6860435E+000, 7.4088795E+000, 7.2565660E+000, 6.7997635E+000, 6.2564184E+000, 5.9255655E+000, 5.4282837E+000, 4.8202791E+000, 4.1740490E+000, 3.4188487E+000, 2.6743425E+000, 2.2736012E+000, 1.9680684E+000, 1.7309299E+000, 1.5872790E+000, 1.1740689E+000, 9.5642949E-001, 7.5394778E-001, 6.3006187E-001, 5.3153476E-001, 4.6306302E-001, 3.8345956E-001, 3.2886641E-001, 3.0582380E-001, 2.6419295E-001, 2.2904501E-001, 7.6134756E-001
 5.4000128E+001, 1.2890795E-001, 2.7441933E-001, 2.8723776E-001, 7.9159855E+000, 8.5243259E+000, 9.6224284E+000, 8.9989998E+000, 9.7038001E+000, 1.1013340E+001, 1.2022963E+001, 1.2367626E+001, 1.1846265E+001, 1.2284488E+001, 1.1914014E+001, 1.1581914E+001, 1.1080980E+001, 1.1019220E+001, 1.0636698E+001, 1.0541628E+001, 1.0189558E+001, 1.0104264E+001, 9.9869308E+000, 9.2438839E+000, 8.8788089E+000, 9.1227233E+000, 9.8430897E+000, 1.0606509E+001, 1.0947144E+001, 1.0465697E+001, 1.0574157E+001, 1.0678090E+001, 9.9482577E+000, 9.4956604E+000, 8.9194312E+000, 7.9834019E+000, 7.2260505E+000, 6.7912494E+000, 6.2420545E+000, 5.8018233E+000, 5.4468922E+000, 4.7112556E+000, 4.0519875E+000, 3.4487678E+000, 2.8422857E+000, 2.3208605E+000, 2.0148157E+000, 1.5962775E+000, 1.2786788E+000, 1.0364799E+000, 7.9896711E-001, 6.0469781E-001, 4.6487651E-001, 3.5680385E-001, 8.6911169E-001
 5.5000101E+001, 1.2749038E-001, 2.4764190E-001, 2.5688283E-001, 7.2181361E+000, 7.7117035E+000, 9.2908186E+000, 8.4102371E+000, 8.9878151E+000, 1.0006603E+001, 1.0826487E+001, 1.1086166E+001, 9.9508181E+000, 9.8515129E+000, 9.6986457E+000, 9.2375475E+000, 8.6596231E+000, 8.8819315E+000, 9.4145908E+000, 9.6523809E+000, 9.9335754E+000, 1.0067858E+001, 1.0643383E+001, 1.0852640E+001, 1.0721119E+001, 1.1590231E+001, 1.2317801E+001, 1.3020784E+001, 1.3473258E+001, 1.2843157E+001, 1.1912265E+001, 1.0610849E+001, 9.4517850E+000, 8.4759688E+000, 7.6535541E+000, 7.0838891E+000, 6.2290205E+000, 5.5238797E+000, 4.9425200E+000, 4.5318824E+000, 4.1415666E+000, 3.6706426E+000, 3.0598411E+000, 2.4593659E+000, 2.1254573E+000, 2.0542222E+000, 2.1065714E+000, 2.1522770E+000, 2.0534135E+000, 1.6487412E+000, 1.3591867E+000, 1.1137894E+000, 8.5443130E-001, 6.6628826E-001, 7.7064468E-001
 5.6000092E+001, 1.2609906E-001, 1.8869783E-001, 1.9729444E-001, 6.8899102E+000, 8.0524712E+000, 7.8848435E+000, 6.8686969E+000, 6.8441132E+000, 7.0776431E+000, 7.5020988E+000, 8.2029030E+000, 6.0552773E+000, 5.5946539E+000, 5.5487769E+000, 5.4458230E+000, 5.4308858E+000, 5.7540585E+000, 5.9760775E+000, 6.5050176E+000, 7.2049606E+000, 8.0311931E+000, 9.5955237E+000, 1.1696764E+001, 1.1622772E+001, 1.2892181E+001, 1.4298671E+001, 1.4638357E+001, 1.4588790E+001, 1.4194220E+001, 1.2937447E+001, 1.1504194E+001, 1.0610293E+001, 9.6849392E+000, 8.7717326E+000, 7.9919957E+000, 7.1679927E+000, 6.3653406E+000, 5.7424265E+000, 5.2615687E+000, 4.9551865E+000, 4.7904183E+000, 4.5293264E+000, 4.1445984E+000, 3.6778535E+000, 3.1465190E+000, 2.7800699E+000, 2.6411730E+000, 2.4575576E+000, 1.9885790E+000, 1.6167492E+000, 1.3554816E+000, 1.0888148E+000, 1.0496506E+000, 7.4545811E-001
 5.7000406E+001, 1.2474181E-001, 5.4203763E-002, 5.6103140E-002, 1.3389495E+000, 3.1390526E+000, 2.5009689E+000, 1.4476879E+000, 1.2237433E+000, 9.1599202E-001, 9.5191551E-001, 1.0490840E+000, 9.9699773E-001, 1.0459491E+000, 1.1394084E+000, 1.2737687E+000, 1.2406610E+000, 1.2873062E+000, 1.4863381E+000, 1.5044167E+000, 1.5752254E+000, 1.6056746E+000, 1.6437573E+000, 1.8356688E+000, 2.4974784E+000, 2.9114111E+000, 3.1494691E+000, 3.8696907E+000, 4.2415112E+000, 4.6538980E+000, 4.6657621E+000, 4.9089386E+000, 4.9515936E+000, 5.0944698E+000, 5.2428308E+000, 5.0891029E+000, 4.6777696E+000, 4.3528803E+000, 3.5493845E+000, 2.9225102E+000, 2.1175651E+000, 1.7530925E+000, 1.4677100E+000, 1.1600628E+000, 8.9743416E-001, 6.5974968E-001, 5.0299060E-001, 3.4216829E-001, 2.4725114E-001, 1.8183134E-001, 1.3826151E-001, 1.0196992E-001, 7.4029753E-002, 5.7578606E-002, 0.0000000E+000
 5.8001125E+001, 1.2340873E-001, 3.0739668E-003, 3.1971759E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.9000708E+001, 1.2210915E-001, 1.9542143E-003, 1.9889633E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.0001286E+001, 1.2083127E-001, 1.7735172E-003, 1.8001591E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.1000374E+001, 1.1958441E-001, 1.6384737E-003, 1.6633489E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.2001514E+001, 1.1836051E-001, 1.5279150E-003, 1.5561715E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.3000795E+001, 1.1716390E-001, 1.4460196E-003, 1.4739985E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.4001606E+001, 1.1598840E-001, 1.3788804E-003, 1.4080218E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.5001049E+001, 1.1483895E-001, 1.3206155E-003, 1.3503679E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.6000175E+001, 1.1371067E-001, 1.2676924E-003, 1.2977315E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.7000420E+001, 1.1260503E-001, 1.2200882E-003, 1.2490323E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.8001423E+001, 1.1151752E-001, 1.1756836E-003, 1.2044502E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.9000924E+001, 1.1045553E-001, 1.1341146E-003, 1.1619473E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0000018E+001, 1.0941132E-001, 1.0960977E-003, 1.1237615E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
