s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 8.5001019E+002, 4.4004725E+002, 0.0000000E+000,-3.1732678E+002,-1.2796090E+001,-1.3642462E+002,-1.2590154E-001, 2.9267191E-003, 0.0000000E+000,-2.8767785E+001,-2.6623212E+001,-1.4892165E-004, 9.6729632E-003,-6.2022799E-006,-9.0287126E-001,-1.2671706E+000,-7.7040550E-001,-8.6649240E-001,-8.9154341E-001,-1.0505809E+000,-7.1401812E-001,-7.3200631E-001,-1.0924460E+000,-6.8017698E-001,-7.0747931E-001,-1.3892046E+000,-6.8040715E-001,-7.1073731E-001,-1.5754504E+000,-6.8011376E-001,-7.1165287E-001,-1.6496046E+000
 8.6001062E+002, 4.3673715E+002, 0.0000000E+000,-3.1531627E+002,-1.1342871E+001,-1.3583700E+002,-1.2420963E-001, 1.0955620E-003, 0.0000000E+000,-2.7979205E+001,-2.5882117E+001,-9.0649428E-005, 9.5967632E-003, 5.3023786E-007,-9.0287370E-001,-1.2608062E+000,-7.6618704E-001,-8.5770735E-001,-8.8838282E-001,-1.0398459E+000,-7.1289762E-001,-7.3020173E-001,-1.0618748E+000,-6.8015082E-001,-7.0756626E-001,-1.3613196E+000,-6.8038078E-001,-7.1064464E-001,-1.5528082E+000,-6.8011834E-001,-7.1150171E-001,-1.6738240E+000
 8.7000574E+002, 4.3317961E+002, 0.0000000E+000,-3.1208265E+002,-1.2035057E+001,-1.3443798E+002,-1.2392393E-001,-1.0802161E-003, 0.0000000E+000,-2.7424370E+001,-2.5501080E+001,-1.0338234E-004, 9.5206232E-003, 9.1194526E-007,-9.0751769E-001,-1.2584353E+000,-7.6488396E-001,-8.5583977E-001,-8.9193494E-001,-1.0591641E+000,-7.1269799E-001,-7.2873776E-001,-1.0741238E+000,-6.8014957E-001,-7.0747245E-001,-1.3682702E+000,-6.8035613E-001,-7.1038766E-001,-1.5910089E+000,-6.8008810E-001,-7.1131997E-001,-1.6743073E+000
 8.8000940E+002, 4.2975610E+002, 0.0000000E+000,-3.0983708E+002,-1.0645243E+001,-1.3374144E+002,-1.2350601E-001, 2.6834598E-003, 0.0000000E+000,-2.6651103E+001,-2.4588476E+001,-1.1054665E-004, 9.4444624E-003,-6.4917725E-006,-9.0850236E-001,-1.2560389E+000,-7.6217556E-001,-8.4253051E-001,-8.7969154E-001,-1.0590219E+000,-7.1383765E-001,-7.2646259E-001,-1.0581555E+000,-6.8012802E-001,-7.0728257E-001,-1.3765657E+000,-6.8031063E-001,-7.1055322E-001,-1.5346699E+000,-6.8009540E-001,-7.1132679E-001,-1.5946955E+000
 8.9000690E+002, 4.2630100E+002, 0.0000000E+000,-3.0533942E+002,-1.2202549E+001,-1.3247400E+002,-1.2272867E-001,-1.4253032E-003, 0.0000000E+000,-2.5845254E+001,-2.3839121E+001,-9.0709165E-005, 9.3682640E-003, 5.3066643E-006,-9.0991436E-001,-1.2248455E+000,-7.6021496E-001,-8.5081984E-001,-8.8259448E-001,-1.0343072E+000,-7.1518243E-001,-7.2432317E-001,-1.0521615E+000,-6.8014086E-001,-7.0753462E-001,-1.4134788E+000,-6.8027115E-001,-7.1029190E-001,-1.5980168E+000,-6.8004312E-001,-7.1099320E-001,-1.5900600E+000
 9.0000415E+002, 4.2274180E+002, 0.0000000E+000,-3.0206692E+002,-1.2468891E+001,-1.3166570E+002,-1.2174128E-001,-1.8960473E-003, 0.0000000E+000,-2.5731064E+001,-2.3583356E+001,-1.3225135E-004, 9.2921310E-003,-9.4298350E-006,-9.1208710E-001,-1.2317339E+000,-7.6299686E-001,-8.4829848E-001,-8.7426190E-001,-1.0648775E+000,-7.1351555E-001,-7.2204128E-001,-1.0605569E+000,-6.8011034E-001,-7.0766938E-001,-1.4400785E+000,-6.8027595E-001,-7.1054359E-001,-1.6154097E+000,-6.8009151E-001,-7.1132308E-001,-1.6417243E+000
 9.1000970E+002, 4.1945962E+002, 0.0000000E+000,-2.9900279E+002,-1.1276277E+001,-1.3055276E+002,-1.2057702E-001, 1.8448441E-003, 0.0000000E+000,-2.3347652E+001,-2.1490935E+001,-7.3218253E-005, 9.2159461E-003, 7.0237756E-006,-9.0910434E-001,-1.2828800E+000,-7.6283264E-001,-8.4321732E-001,-8.6685870E-001,-1.0709821E+000,-7.1187146E-001,-7.1966257E-001,-1.0290538E+000,-6.8006574E-001,-7.0705244E-001,-1.4071810E+000,-6.8025955E-001,-7.1051725E-001,-1.5931431E+000,-6.8007557E-001,-7.1110522E-001,-1.6205757E+000
 9.2000909E+002, 4.1588966E+002, 0.0000000E+000,-2.9636887E+002,-1.1834990E+001,-1.2947797E+002,-1.2043158E-001,-4.6926005E-004, 0.0000000E+000,-2.3915871E+001,-2.1913073E+001,-7.2692901E-005, 9.1397684E-003,-3.0686866E-007,-9.1307267E-001,-1.2360670E+000,-7.5749813E-001,-8.4191631E-001,-8.7019559E-001,-1.0533710E+000,-7.1389058E-001,-7.1725323E-001,-1.0636086E+000,-6.8008838E-001,-7.0719733E-001,-1.4311617E+000,-6.8026362E-001,-7.1047302E-001,-1.5606745E+000,-6.8007611E-001,-7.1106236E-001,-1.6292077E+000
 9.3000018E+002, 4.1249238E+002, 0.0000000E+000,-2.9378510E+002,-1.1260412E+001,-1.2941562E+002,-1.1925933E-001,-1.6792603E-003, 0.0000000E+000,-2.3923310E+001,-2.2089687E+001,-1.1965792E-004, 9.0636165E-003,-6.0946176E-006,-9.1152901E-001,-1.2726773E+000,-7.6122960E-001,-8.4833136E-001,-8.6928472E-001,-1.0623454E+000,-7.1235453E-001,-7.1408709E-001,-1.0610397E+000,-6.8005506E-001,-7.0712223E-001,-1.4699161E+000,-6.8023490E-001,-7.1029702E-001,-1.6350744E+000,-6.8006430E-001,-7.1115856E-001,-1.6126014E+000
 9.4000189E+002, 4.0881759E+002, 0.0000000E+000,-2.9013575E+002,-1.1821979E+001,-1.2864804E+002,-1.1814072E-001, 1.8205391E-003, 0.0000000E+000,-2.3902705E+001,-2.1904495E+001,-8.3285491E-005, 8.9874717E-003, 3.5014664E-006,-9.0747668E-001,-1.2602419E+000,-7.6066258E-001,-8.4379407E-001,-8.6312941E-001,-1.0668285E+000,-7.0971449E-001,-7.1136750E-001,-1.0633546E+000,-6.8001507E-001,-7.0754547E-001,-1.4191842E+000,-6.8024277E-001,-7.0994752E-001,-1.5871605E+000,-6.8007231E-001,-7.1085075E-001,-1.6131652E+000
 9.5000342E+002, 4.0557202E+002, 0.0000000E+000,-2.8782430E+002,-1.0832348E+001,-1.2754689E+002,-1.1759499E-001,-6.9155125E-004, 0.0000000E+000,-2.2583418E+001,-2.0749794E+001,-6.6576162E-005, 8.9112834E-003, 4.5203013E-006,-9.0791952E-001,-1.2286233E+000,-7.6153188E-001,-8.4493739E-001,-8.6413645E-001,-1.0513087E+000,-7.1096281E-001,-7.0764376E-001,-1.0310839E+000,-6.8002351E-001,-7.0714966E-001,-1.4440452E+000,-6.8022433E-001,-7.1009559E-001,-1.6109479E+000,-6.8006980E-001,-7.1077662E-001,-1.6397899E+000
 9.6000195E+002, 4.0194993E+002, 0.0000000E+000,-2.8452464E+002,-1.1662753E+001,-1.2694193E+002,-1.1679508E-001, 2.0491349E-003, 0.0000000E+000,-2.3130692E+001,-2.1294139E+001,-1.1580912E-004, 8.8351257E-003,-6.5300646E-006,-9.1042740E-001,-1.2708348E+000,-7.5902739E-001,-8.4483980E-001,-8.5947526E-001,-1.0637921E+000,-7.0972828E-001,-7.0392054E-001,-1.0436038E+000,-6.8000365E-001,-7.0754913E-001,-1.4117431E+000,-6.8021243E-001,-7.0998739E-001,-1.5703195E+000,-6.8008554E-001,-7.1077876E-001,-1.5785157E+000
 9.7000397E+002, 3.9854556E+002, 0.0000000E+000,-2.8151712E+002,-1.1604147E+001,-1.2600491E+002,-1.1588640E-001,-1.7297586E-003, 0.0000000E+000,-2.2615071E+001,-2.0698236E+001,-2.2838372E-005, 8.7589385E-003, 8.7711362E-006,-9.0921923E-001,-1.2657795E+000,-7.5952478E-001,-8.5288014E-001,-8.6356067E-001,-1.0558536E+000,-7.1149230E-001,-6.9998360E-001,-1.0535966E+000,-6.8002756E-001,-7.0716728E-001,-1.4245086E+000,-6.8018399E-001,-7.0972198E-001,-1.5838814E+000,-6.8002799E-001,-7.1060524E-001,-1.6348668E+000
 9.8000787E+002, 3.9511487E+002, 0.0000000E+000,-2.7829338E+002,-1.2178819E+001,-1.2541712E+002,-1.1472629E-001, 1.0638744E-003, 0.0000000E+000,-2.2636737E+001,-2.0888109E+001,-7.2656525E-005, 8.6827525E-003,-6.3326053E-006,-9.1214316E-001,-1.2719608E+000,-7.5644654E-001,-8.5759304E-001,-8.6565037E-001,-1.0547258E+000,-7.1106093E-001,-6.9547561E-001,-1.0634898E+000,-6.8001992E-001,-7.0688119E-001,-1.4083050E+000,-6.8018478E-001,-7.0981177E-001,-1.6015734E+000,-6.8001713E-001,-7.1054091E-001,-1.5646793E+000
 9.9000403E+002, 3.9162220E+002, 0.0000000E+000,-2.7585274E+002,-1.0230160E+001,-1.2438814E+002,-1.1371644E-001,-4.1591068E-004, 0.0000000E+000,-2.0682378E+001,-1.8962975E+001,-3.9010928E-005, 8.6065860E-003, 8.7568195E-006,-9.2466461E-001,-1.2667943E+000,-7.5429170E-001,-8.4727136E-001,-8.5968309E-001,-1.0541443E+000,-7.0957978E-001,-6.9081000E-001,-1.0472708E+000,-6.7998951E-001,-7.0723431E-001,-1.4062098E+000,-6.8017599E-001,-7.0978459E-001,-1.5774204E+000,-6.8004358E-001,-7.1058337E-001,-1.6288539E+000
 1.0000027E+003, 3.8820869E+002, 0.0000000E+000,-2.7272366E+002,-1.0823738E+001,-1.2375854E+002,-1.1316748E-001, 9.5949722E-004, 0.0000000E+000,-2.0926793E+001,-1.9209449E+001,-1.0135772E-004, 8.5304336E-003,-7.4739233E-007,-9.2488574E-001,-1.2481102E+000,-7.5441340E-001,-8.4554201E-001,-8.6011302E-001,-1.0560528E+000,-7.1141336E-001,-6.8561658E-001,-1.0583061E+000,-6.7998872E-001,-7.0699269E-001,-1.4097458E+000,-6.8015622E-001,-7.0967505E-001,-1.5614174E+000,-6.8002902E-001,-7.1060644E-001,-1.5833903E+000
 1.0100050E+003, 3.8469939E+002, 0.0000000E+000,-2.7087416E+002,-1.1327414E+001,-1.2282555E+002,-1.1262414E-001,-2.6151029E-003, 0.0000000E+000,-2.2160843E+001,-2.0442968E+001,-1.2071108E-004, 8.4542427E-003,-2.2478171E-006,-9.2563136E-001,-1.2656541E+000,-7.5187378E-001,-8.5045809E-001,-8.5759703E-001,-1.0462685E+000,-7.1015015E-001,-6.8023968E-001,-1.0589797E+000,-6.7998884E-001,-7.0703125E-001,-1.4681502E+000,-6.8013807E-001,-7.0976265E-001,-1.6174590E+000,-6.8001117E-001,-7.1038848E-001,-1.6192120E+000
 1.0200092E+003, 3.8117809E+002, 0.0000000E+000,-2.6674341E+002,-1.1320890E+001,-1.2274983E+002,-1.1141997E-001, 1.3270199E-003, 0.0000000E+000,-2.1409106E+001,-1.9746132E+001,-6.3318776E-005, 8.3780680E-003, 9.2327701E-007,-9.2752442E-001,-1.2523982E+000,-7.5209094E-001,-8.4771767E-001,-8.5661892E-001,-1.0601463E+000,-7.1021197E-001,-6.7391579E-001,-1.0678519E+000,-6.7995867E-001,-7.0735639E-001,-1.4238188E+000,-6.8011438E-001,-7.0967946E-001,-1.5677897E+000,-6.8000941E-001,-7.1038255E-001,-1.6212630E+000
 1.0300037E+003, 3.7772531E+002, 0.0000000E+000,-2.6378691E+002,-1.2569801E+001,-1.2109366E+002,-1.1048654E-001, 1.0006181E-003, 0.0000000E+000,-2.1633988E+001,-1.9834544E+001,-8.4730858E-005, 8.3019047E-003,-9.8981243E-007,-9.2886287E-001,-1.2635594E+000,-7.4738887E-001,-8.3773152E-001,-8.4824983E-001,-1.0561932E+000,-7.0995467E-001,-6.6841411E-001,-1.0433388E+000,-6.7995955E-001,-7.0708176E-001,-1.4039377E+000,-6.8013461E-001,-7.0964342E-001,-1.5898669E+000,-6.8002220E-001,-7.1030639E-001,-1.5951490E+000
 1.0400131E+003, 3.7435720E+002, 0.0000000E+000,-2.6178672E+002,-1.0595716E+001,-1.2090705E+002,-1.0924405E-001, 7.6733120E-004, 0.0000000E+000,-2.0715926E+001,-1.9040755E+001,-7.7672743E-005, 8.2257115E-003,-1.5032835E-006,-9.2845246E-001,-1.2872107E+000,-7.4975489E-001,-8.4573434E-001,-8.5163402E-001,-1.0485181E+000,-7.0952813E-001,-6.6111219E-001,-1.0366827E+000,-6.7994063E-001,-7.0721802E-001,-1.4199477E+000,-6.8012230E-001,-7.0938316E-001,-1.5751990E+000,-6.7999888E-001,-7.1024292E-001,-1.5511598E+000
 1.0500006E+003, 3.7081095E+002, 0.0000000E+000,-2.5782025E+002,-1.0930045E+001,-1.2025743E+002,-1.0870583E-001, 9.4317718E-005, 0.0000000E+000,-2.0003541E+001,-1.8305384E+001,-1.7448402E-005, 8.1495366E-003, 8.6543702E-006,-9.2593978E-001,-1.3121695E+000,-7.4883082E-001,-8.4205086E-001,-8.4606750E-001,-1.0391991E+000,-7.0890256E-001,-6.5400365E-001,-1.0810276E+000,-6.7994723E-001,-7.0648200E-001,-1.3997928E+000,-6.8009450E-001,-7.0929045E-001,-1.5794111E+000,-6.7997650E-001,-7.1007359E-001,-1.5259213E+000
 1.0600061E+003, 3.6739722E+002, 0.0000000E+000,-2.5538989E+002,-1.0038049E+001,-1.2064111E+002,-1.0810015E-001,-3.8896725E-004, 0.0000000E+000,-2.0342554E+001,-1.8780318E+001,-1.2577931E-004, 8.0734047E-003,-2.5109076E-006,-9.3078292E-001,-1.3090282E+000,-7.4965614E-001,-8.4658455E-001,-8.4411453E-001,-1.0527493E+000,-7.0975051E-001,-6.4541582E-001,-1.0383939E+000,-6.7995207E-001,-7.0668733E-001,-1.3974553E+000,-6.8009846E-001,-7.0961456E-001,-1.5913554E+000,-6.7997012E-001,-7.1011551E-001,-1.5716006E+000
 1.0700004E+003, 3.6393341E+002, 0.0000000E+000,-2.5247415E+002,-1.1653088E+001,-1.1963235E+002,-1.0670244E-001,-4.5302204E-005, 0.0000000E+000,-2.1575598E+001,-1.9932917E+001,-6.5194299E-005, 7.9972480E-003, 4.3347310E-007,-9.2646434E-001,-1.3210239E+000,-7.4948679E-001,-8.4316630E-001,-8.4646985E-001,-1.0591103E+000,-7.0789318E-001,-6.3720560E-001,-1.0372289E+000,-6.7995037E-001,-7.0653153E-001,-1.3879172E+000,-6.8010737E-001,-7.0941462E-001,-1.5689907E+000,-6.7997214E-001,-7.1009740E-001,-1.6045843E+000
 1.0800081E+003, 3.6047968E+002, 0.0000000E+000,-2.4964665E+002,-1.0916302E+001,-1.1842449E+002,-1.0586846E-001, 1.0216313E-003, 0.0000000E+000,-2.0247239E+001,-1.8612599E+001,-2.8769906E-005, 7.9210638E-003, 4.6865108E-006,-9.2440590E-001,-1.3232923E+000,-7.5105340E-001,-8.4349173E-001,-8.4034767E-001,-1.0586916E+000,-7.0795334E-001,-6.2801136E-001,-1.0489288E+000,-6.7993511E-001,-7.0622534E-001,-1.3620956E+000,-6.8008190E-001,-7.0919588E-001,-1.5580771E+000,-6.7994572E-001,-7.0986296E-001,-1.5764139E+000
 1.0900046E+003, 3.5694256E+002, 0.0000000E+000,-2.4657527E+002,-1.1489294E+001,-1.1777813E+002,-1.0525330E-001,-3.6944549E-004, 0.0000000E+000,-2.0547914E+001,-1.9005755E+001,-9.0873626E-005, 7.8448592E-003,-2.7894631E-006,-9.2722308E-001,-1.3202511E+000,-7.5002816E-001,-8.4074009E-001,-8.3304552E-001,-1.0656033E+000,-7.0644316E-001,-6.1867253E-001,-1.0703768E+000,-6.7993462E-001,-7.0622611E-001,-1.3831090E+000,-6.8006587E-001,-7.0919455E-001,-1.5383083E+000,-6.7995936E-001,-7.0994474E-001,-1.5805682E+000
 1.1000007E+003, 3.5353517E+002, 0.0000000E+000,-2.4408269E+002,-1.0819504E+001,-1.1665792E+002,-1.0423960E-001, 2.3068107E-003, 0.0000000E+000,-1.9833948E+001,-1.8126875E+001,-6.6658488E-005, 7.7687319E-003, 2.4321640E-006,-9.2776038E-001,-1.3187456E+000,-7.4800459E-001,-8.4527869E-001,-8.2785467E-001,-1.0637143E+000,-7.0639323E-001,-6.0824568E-001,-1.0267829E+000,-6.7995352E-001,-7.0636079E-001,-1.3298415E+000,-6.8010033E-001,-7.0926879E-001,-1.5162528E+000,-6.7996422E-001,-7.0990519E-001,-1.5646166E+000
 1.1100076E+003, 3.5000719E+002, 0.0000000E+000,-2.4154362E+002,-1.1634925E+001,-1.1622349E+002,-1.0354412E-001,-1.7650616E-004, 0.0000000E+000,-2.0932044E+001,-1.9498562E+001,-8.8637149E-005, 7.6925543E-003,-1.4438184E-006,-9.2908098E-001,-1.3217937E+000,-7.5032982E-001,-8.4614952E-001,-8.1402696E-001,-1.0470816E+000,-7.0633202E-001,-5.9729146E-001,-1.0486592E+000,-6.7993104E-001,-7.0657012E-001,-1.3307913E+000,-6.8009425E-001,-7.0906902E-001,-1.5173588E+000,-6.7994837E-001,-7.0979818E-001,-1.5601177E+000
 1.1200138E+003, 3.4656821E+002, 0.0000000E+000,-2.3831629E+002,-1.1871796E+001,-1.1558794E+002,-1.0229207E-001,-1.1891732E-003, 0.0000000E+000,-2.0906237E+001,-1.9311291E+001,-6.9405942E-005, 7.6163175E-003, 6.7026536E-007,-9.2274808E-001,-1.3095838E+000,-7.4995895E-001,-8.4378899E-001,-8.0946246E-001,-1.0363986E+000,-7.0614787E-001,-5.8590397E-001,-1.0380909E+000,-6.7993072E-001,-7.0613210E-001,-1.3665175E+000,-6.8005867E-001,-7.0891385E-001,-1.5752694E+000,-6.7992968E-001,-7.0971136E-001,-1.5556784E+000
 1.1300004E+003, 3.4315887E+002, 0.0000000E+000,-2.3541028E+002,-1.0186435E+001,-1.1504367E+002,-1.0099643E-001, 1.9830480E-003, 0.0000000E+000,-1.9023959E+001,-1.7580532E+001,-1.6364644E-004, 7.5401796E-003,-1.6213971E-006,-9.3043356E-001,-1.3041398E+000,-7.5040502E-001,-8.4425966E-001,-8.1666515E-001,-1.0449299E+000,-7.0719021E-001,-5.7315376E-001,-1.0417007E+000,-6.7993584E-001,-7.0610511E-001,-1.2962717E+000,-6.8007907E-001,-7.0891889E-001,-1.4896177E+000,-6.7992872E-001,-7.0970108E-001,-1.5829850E+000
 1.1400040E+003, 3.3964662E+002, 0.0000000E+000,-2.3252989E+002,-1.1162155E+001,-1.1422880E+002,-1.0076242E-001,-2.5410936E-004, 0.0000000E+000,-1.9913464E+001,-1.8375244E+001,-7.3234075E-005, 7.4640566E-003, 4.1856391E-006,-9.2935770E-001,-1.2974744E+000,-7.4756956E-001,-8.3848267E-001,-8.1036648E-001,-1.0332972E+000,-7.0632965E-001,-5.6000042E-001,-1.0374669E+000,-6.7993376E-001,-7.0602511E-001,-1.3421984E+000,-6.8003029E-001,-7.0860376E-001,-1.4949718E+000,-6.7987910E-001,-7.0933839E-001,-1.5647560E+000
 1.1500052E+003, 3.3611607E+002, 0.0000000E+000,-2.2994722E+002,-1.1088291E+001,-1.1314080E+002,-9.9504621E-002,-1.4291994E-004, 0.0000000E+000,-1.9611098E+001,-1.8159888E+001,-1.0829608E-004, 7.3878678E-003,-3.1252667E-006,-9.2612596E-001,-1.2998736E+000,-7.4614587E-001,-8.3813512E-001,-7.9948979E-001,-1.0348589E+000,-7.0593008E-001,-5.4620005E-001,-1.0239403E+000,-6.7993353E-001,-7.0590050E-001,-1.3669593E+000,-6.8002234E-001,-7.0867408E-001,-1.5026300E+000,-6.7988443E-001,-7.0927485E-001,-1.5613159E+000
 1.1600135E+003, 3.3277475E+002, 0.0000000E+000,-2.2772887E+002,-9.9968992E+000,-1.1272317E+002,-9.8377819E-002, 1.7107747E-003, 0.0000000E+000,-1.9289952E+001,-1.7770860E+001,-4.6139821E-005, 7.3116303E-003, 8.1631476E-006,-9.2378004E-001,-1.2697209E+000,-7.4784239E-001,-8.3791664E-001,-8.0143046E-001,-1.0167895E+000,-7.0741310E-001,-5.3106724E-001,-1.0342354E+000,-6.7990358E-001,-7.0579704E-001,-1.3286862E+000,-6.8000999E-001,-7.0842862E-001,-1.4557044E+000,-6.7983786E-001,-7.0920012E-001,-1.5471449E+000
 1.1700005E+003, 3.2923442E+002, 0.0000000E+000,-2.2479689E+002,-1.0922143E+001,-1.1210394E+002,-9.7317526E-002,-3.0557077E-003, 0.0000000E+000,-2.0165148E+001,-1.8688920E+001,-1.0484614E-004, 7.2354872E-003, 4.6961096E-007,-9.2084701E-001,-1.2783768E+000,-7.4755592E-001,-8.3438198E-001,-7.8738486E-001,-9.9799305E-001,-7.0674749E-001,-5.1528624E-001,-1.0402078E+000,-6.7989099E-001,-7.0552909E-001,-1.3302171E+000,-6.8001863E-001,-7.0835928E-001,-1.5538539E+000,-6.7985792E-001,-7.0911744E-001,-1.6258638E+000
 1.1800050E+003, 3.2583734E+002, 0.0000000E+000,-2.2224442E+002,-1.1619212E+001,-1.1141188E+002,-9.6533701E-002, 4.0204215E-003, 0.0000000E+000,-2.0896337E+001,-1.9530686E+001,-6.6582470E-005, 7.1593715E-003,-3.5610312E-007,-9.2458032E-001,-1.2800642E+000,-7.4064924E-001,-8.2980389E-001,-7.8583656E-001,-1.0118937E+000,-7.0752925E-001,-4.9844235E-001,-1.0239262E+000,-6.7990945E-001,-7.0555899E-001,-1.3325370E+000,-6.8001159E-001,-7.0832705E-001,-1.4885872E+000,-6.7986687E-001,-7.0914420E-001,-1.4835073E+000
 1.1900017E+003, 3.2233137E+002, 0.0000000E+000,-2.1963009E+002,-1.0582278E+001,-1.1038245E+002,-9.6039413E-002,-2.2318539E-003, 0.0000000E+000,-1.9882522E+001,-1.8361720E+001,-5.9433935E-005, 7.0831912E-003, 5.6655630E-006,-9.2379165E-001,-1.2879614E+000,-7.3905562E-001,-8.2964998E-001,-7.9320931E-001,-1.0016996E+000,-7.0797612E-001,-4.8017576E-001,-1.0259153E+000,-6.7990024E-001,-7.0567223E-001,-1.3387184E+000,-6.7996591E-001,-7.0808985E-001,-1.5727554E+000,-6.7975912E-001,-7.0886801E-001,-1.5188978E+000
 1.2000021E+003, 3.1885046E+002, 0.0000000E+000,-2.1671769E+002,-1.0904644E+001,-1.1016745E+002,-9.4701269E-002, 1.5590171E-003, 0.0000000E+000,-2.0451459E+001,-1.9032465E+001,-5.5667598E-005, 7.0070057E-003, 2.2744155E-006,-9.2457665E-001,-1.2596496E+000,-7.3774726E-001,-8.2685669E-001,-7.8022819E-001,-9.9347224E-001,-7.0705869E-001,-4.6132461E-001,-1.0305433E+000,-6.7986978E-001,-7.0558455E-001,-1.3594394E+000,-6.7993622E-001,-7.0771040E-001,-1.4852521E+000,-6.7981021E-001,-7.0873781E-001,-1.5065464E+000
 1.2100048E+003, 3.1544377E+002, 0.0000000E+000,-2.1430086E+002,-1.0705990E+001,-1.0898953E+002,-9.4166474E-002, 1.8077588E-004, 0.0000000E+000,-2.0100880E+001,-1.8646585E+001,-8.4879210E-005, 6.9308373E-003,-7.5474171E-007,-9.2350333E-001,-1.2634958E+000,-7.3939417E-001,-8.2504010E-001,-7.8513600E-001,-1.0082863E+000,-7.0740894E-001,-4.4126634E-001,-1.0226704E+000,-6.7988006E-001,-7.0527087E-001,-1.2967504E+000,-6.7995473E-001,-7.0770957E-001,-1.4879655E+000,-6.7977011E-001,-7.0888992E-001,-1.5573870E+000
 1.2200049E+003, 3.1187892E+002, 0.0000000E+000,-2.1162646E+002,-9.6265404E+000,-1.0796864E+002,-9.3085588E-002,-1.3328463E-003, 0.0000000E+000,-1.8871340E+001,-1.7437129E+001,-8.5303675E-005, 6.8546673E-003,-2.9897877E-007,-9.2544233E-001,-1.2390211E+000,-7.3965918E-001,-8.3893488E-001,-7.7188470E-001,-9.7910581E-001,-7.0924593E-001,-4.1961930E-001,-1.0233819E+000,-6.7987167E-001,-7.0559719E-001,-1.3425896E+000,-6.7990881E-001,-7.0800372E-001,-1.4923054E+000,-6.7975479E-001,-7.0879726E-001,-1.5896345E+000
 1.2300024E+003, 3.0849713E+002, 0.0000000E+000,-2.0888456E+002,-1.1264427E+001,-1.0725907E+002,-9.1851316E-002, 2.9796403E-003, 0.0000000E+000,-2.0377422E+001,-1.8999793E+001,-7.9266597E-005, 6.7785103E-003, 6.4359863E-007,-9.2306834E-001,-1.2337373E+000,-7.3850173E-001,-8.3771593E-001,-7.7125712E-001,-9.6159238E-001,-7.0980342E-001,-3.9691916E-001,-1.0152267E+000,-6.7986725E-001,-7.0509002E-001,-1.3264985E+000,-6.7989619E-001,-7.0791855E-001,-1.4504800E+000,-6.7974067E-001,-7.0867536E-001,-1.4946270E+000
 1.2400082E+003, 3.0497917E+002, 0.0000000E+000,-2.0614239E+002,-1.0559864E+001,-1.0717536E+002,-9.1063774E-002,-3.2908714E-003, 0.0000000E+000,-2.0357884E+001,-1.8992792E+001,-4.2325009E-005, 6.7023052E-003, 3.7915867E-006,-9.2186571E-001,-1.2276827E+000,-7.4152372E-001,-8.2968202E-001,-7.5563563E-001,-9.7728626E-001,-7.0821926E-001,-3.7266283E-001,-1.0217894E+000,-6.7982847E-001,-7.0484755E-001,-1.3422608E+000,-6.7989112E-001,-7.0771763E-001,-1.4954252E+000,-6.7975800E-001,-7.0862212E-001,-1.6246617E+000
 1.2500094E+003, 3.0147425E+002, 0.0000000E+000,-2.0400341E+002,-1.1219576E+001,-1.0677901E+002,-9.0335517E-002, 1.9129799E-003, 0.0000000E+000,-2.1967478E+001,-2.0616173E+001,-7.1006005E-005, 6.6261127E-003, 4.8601078E-006,-9.1614588E-001,-1.2239711E+000,-7.4280607E-001,-8.2861096E-001,-7.4158412E-001,-9.9996211E-001,-7.0667074E-001,-3.4717313E-001,-1.0250476E+000,-6.7980487E-001,-7.0477744E-001,-1.3155708E+000,-6.7986583E-001,-7.0763737E-001,-1.4826172E+000,-6.7976142E-001,-7.0851103E-001,-1.5625313E+000
 1.2600048E+003, 2.9807697E+002, 0.0000000E+000,-2.0086765E+002,-1.0819560E+001,-1.0588458E+002,-8.8957019E-002, 1.0172934E-003, 0.0000000E+000,-2.0889960E+001,-1.9582759E+001,-5.1655581E-005, 6.5499568E-003, 3.3864251E-006,-9.1598743E-001,-1.2347597E+000,-7.4043536E-001,-8.2900222E-001,-7.3730388E-001,-9.6477118E-001,-7.0683396E-001,-3.2014216E-001,-1.0207968E+000,-6.7981660E-001,-7.0474642E-001,-1.3064114E+000,-6.7985181E-001,-7.0739079E-001,-1.4995141E+000,-6.7972132E-001,-7.0814409E-001,-1.5115606E+000
 1.2700140E+003, 2.9459246E+002, 0.0000000E+000,-1.9800332E+002,-1.0325242E+001,-1.0491443E+002,-8.8211419E-002,-4.9554631E-004, 0.0000000E+000,-2.0034594E+001,-1.8739229E+001,-6.9213633E-005, 6.4737859E-003, 3.5149321E-006,-9.1694248E-001,-1.2222485E+000,-7.3912924E-001,-8.1464490E-001,-7.2223137E-001,-9.7381867E-001,-7.0734001E-001,-2.9133505E-001,-1.0178511E+000,-6.7975662E-001,-7.0432970E-001,-1.3361231E+000,-6.7982674E-001,-7.0730191E-001,-1.4787577E+000,-6.7973800E-001,-7.0820129E-001,-1.5458746E+000
