s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 8.5000238E+002, 1.8310833E+002, 0.0000000E+000,-1.3276209E+002,-4.5843335E+000,-7.8944580E+001,-2.4980844E-002,-1.0915537E-004, 0.0000000E+000,-3.4085030E+001,-3.3207770E+001,-2.1576315E-005, 4.0227560E-003, 5.6474630E-006,-7.4595654E-001,-7.7816874E-001,-7.1178575E-001,-7.8806305E-001,-8.3301795E-001,-7.1563207E-001,-6.6821910E-001,-6.6137832E-001,-9.0517486E-001,-6.4639449E-001,-6.5772261E-001,-1.0603911E+000,-6.4663746E-001,-6.6081636E-001,-1.1846295E+000,-6.4642168E-001,-6.6204512E-001,-1.2033803E+000
 8.6000720E+002, 1.7718008E+002, 0.0000000E+000,-1.2862320E+002,-5.3259825E+000,-7.7135793E+001,-2.4199476E-002,-1.2863146E-004, 0.0000000E+000,-3.5010901E+001,-3.3929220E+001,-2.7657789E-005, 3.8922507E-003, 1.7240250E-006,-7.4307239E-001,-7.5563365E-001,-7.0992607E-001,-7.9130776E-001,-8.3136091E-001,-7.0362292E-001,-6.6870492E-001,-6.5931390E-001,-8.7493486E-001,-6.4638991E-001,-6.5781473E-001,-1.0903375E+000,-6.4661755E-001,-6.6066575E-001,-1.2024957E+000,-6.4639092E-001,-6.6175321E-001,-1.2030118E+000
 8.7001575E+002, 1.7122300E+002, 0.0000000E+000,-1.2437989E+002,-4.9169878E+000,-7.6101294E+001,-2.3412804E-002, 8.2842647E-004, 0.0000000E+000,-3.5085761E+001,-3.4197760E+001,-6.6917997E-005, 3.7616477E-003, 3.3712769E-006,-7.3986652E-001,-7.8363434E-001,-7.1067174E-001,-7.9348392E-001,-8.2628615E-001,-7.2103784E-001,-6.6554484E-001,-6.5672329E-001,-8.8923319E-001,-6.4634994E-001,-6.5732278E-001,-1.0775413E+000,-6.4657668E-001,-6.6062698E-001,-1.1720113E+000,-6.4637975E-001,-6.6165596E-001,-1.1840682E+000
 8.8000787E+002, 1.6532537E+002, 0.0000000E+000,-1.2038127E+002,-4.9636857E+000,-7.4909754E+001,-2.2676980E-002, 7.9565106E-004, 0.0000000E+000,-3.5862946E+001,-3.4951222E+001,-2.9536021E-006, 3.6311225E-003, 2.8985734E-006,-7.4291224E-001,-7.6424595E-001,-7.0579918E-001,-7.8883982E-001,-8.2518423E-001,-7.1500331E-001,-6.6657270E-001,-6.5388638E-001,-8.7667467E-001,-6.4632054E-001,-6.5722911E-001,-1.0634308E+000,-6.4653964E-001,-6.6012666E-001,-1.1596945E+000,-6.4632233E-001,-6.6114761E-001,-1.1839814E+000
 8.9000354E+002, 1.5936953E+002, 0.0000000E+000,-1.1634694E+002,-5.3680292E+000,-7.3334321E+001,-2.1862167E-002, 1.0153072E-004, 0.0000000E+000,-3.6628955E+001,-3.5701524E+001,-4.8349499E-005, 3.5006935E-003, 2.3818118E-006,-7.4169669E-001,-7.4240985E-001,-7.0617378E-001,-7.8602871E-001,-8.3260323E-001,-7.0674086E-001,-6.6704691E-001,-6.5107636E-001,-8.6374828E-001,-6.4630991E-001,-6.5722839E-001,-1.0686037E+000,-6.4651782E-001,-6.6007929E-001,-1.1821700E+000,-6.4629957E-001,-6.6107390E-001,-1.1665572E+000
 9.0001398E+002, 1.5340911E+002, 0.0000000E+000,-1.1228977E+002,-5.1257856E+000,-7.1746395E+001,-2.1123272E-002,-9.0967177E-004, 0.0000000E+000,-3.6703560E+001,-3.5774876E+001, 4.0182991E-005, 3.3701252E-003, 9.1152108E-006,-7.3453830E-001,-7.2163838E-001,-7.0416476E-001,-7.8557977E-001,-8.1707745E-001,-6.9355153E-001,-6.6595059E-001,-6.4816056E-001,-8.7972555E-001,-6.4627697E-001,-6.5675046E-001,-1.0669559E+000,-6.4648870E-001,-6.5962145E-001,-1.1873985E+000,-6.4629232E-001,-6.6081568E-001,-1.2168784E+000
 9.1001062E+002, 1.4748422E+002, 0.0000000E+000,-1.0819063E+002,-5.0199005E+000,-7.0063570E+001,-2.0311903E-002, 1.4060926E-003, 0.0000000E+000,-3.6717907E+001,-3.5808787E+001,-5.2659926E-005, 3.2395518E-003, 3.9553013E-007,-7.3849317E-001,-7.1761341E-001,-7.0205687E-001,-7.8055551E-001,-8.2264287E-001,-6.8467520E-001,-6.6667131E-001,-6.4483905E-001,-8.6265445E-001,-6.4627102E-001,-6.5683916E-001,-1.0757651E+000,-6.4644796E-001,-6.5955828E-001,-1.1529804E+000,-6.4625725E-001,-6.6062688E-001,-1.1779854E+000
 9.2001379E+002, 1.4153977E+002, 0.0000000E+000,-1.0438042E+002,-4.9629079E+000,-6.8465227E+001,-1.9609292E-002, 6.9200429E-004, 0.0000000E+000,-3.7173354E+001,-3.6287698E+001,-1.3701076E-005, 3.1090402E-003, 1.8755475E-006,-7.3761047E-001,-7.1576162E-001,-7.0000259E-001,-7.8332102E-001,-8.2083001E-001,-6.9279836E-001,-6.6624712E-001,-6.4129171E-001,-8.5625939E-001,-6.4624966E-001,-6.5669807E-001,-1.0545995E+000,-6.4644538E-001,-6.5917002E-001,-1.1474469E+000,-6.4625440E-001,-6.6045421E-001,-1.1732308E+000
 9.3001111E+002, 1.3564656E+002, 0.0000000E+000,-1.0061580E+002,-5.0890723E+000,-6.7544172E+001,-1.8755743E-002,-8.5988719E-004, 0.0000000E+000,-3.8480778E+001,-3.7622099E+001,-4.1244148E-005, 2.9785241E-003, 1.7865091E-006,-7.3240285E-001,-7.2674862E-001,-7.0160478E-001,-7.8428897E-001,-8.2355588E-001,-6.9062868E-001,-6.6548839E-001,-6.3746108E-001,-8.6220248E-001,-6.4622757E-001,-6.5646095E-001,-1.0635164E+000,-6.4639444E-001,-6.5917264E-001,-1.1874025E+000,-6.4620624E-001,-6.6030030E-001,-1.1707311E+000
 9.4001044E+002, 1.2964759E+002, 0.0000000E+000,-9.6807223E+001,-5.0047222E+000,-6.5989587E+001,-1.8020262E-002, 6.3449429E-004, 0.0000000E+000,-3.9034676E+001,-3.8171331E+001,-1.1650379E-005, 2.8480078E-003, 2.8813336E-006,-7.3041460E-001,-7.4079417E-001,-6.9652093E-001,-7.7879867E-001,-8.1579544E-001,-7.0043555E-001,-6.6448476E-001,-6.3351903E-001,-8.5713188E-001,-6.4618592E-001,-6.5621687E-001,-1.0522074E+000,-6.4636734E-001,-6.5886042E-001,-1.1613146E+000,-6.4619119E-001,-6.6007946E-001,-1.1811683E+000
 9.5000983E+002, 1.2374362E+002, 0.0000000E+000,-9.2873099E+001,-5.2764040E+000,-6.4265552E+001,-1.7230601E-002, 1.1915844E-003, 0.0000000E+000,-3.9612278E+001,-3.8687472E+001,-1.7688575E-005, 2.7175147E-003, 5.1004913E-006,-7.2655204E-001,-7.2173424E-001,-6.9837777E-001,-7.6888457E-001,-8.1643721E-001,-7.0862222E-001,-6.6407547E-001,-6.2931667E-001,-8.4256898E-001,-6.4617402E-001,-6.5597918E-001,-1.0294288E+000,-6.4637001E-001,-6.5886044E-001,-1.1563261E+000,-6.4621406E-001,-6.5959429E-001,-1.1614828E+000
 9.6000360E+002, 1.1779389E+002, 0.0000000E+000,-8.8913568E+001,-4.6006517E+000,-6.2769184E+001,-1.6459347E-002,-2.6111771E-004, 0.0000000E+000,-3.9237214E+001,-3.8506230E+001,-2.4178266E-005, 2.5870443E-003, 3.9469995E-006,-7.2452020E-001,-7.3053796E-001,-6.9682701E-001,-7.6884745E-001,-8.1320928E-001,-7.0728726E-001,-6.6397457E-001,-6.2412809E-001,-8.4842718E-001,-6.4613615E-001,-6.5601266E-001,-1.0290699E+000,-6.4633153E-001,-6.5829992E-001,-1.1501766E+000,-6.4615171E-001,-6.5957425E-001,-1.1790158E+000
 9.7000323E+002, 1.1186613E+002, 0.0000000E+000,-8.5249914E+001,-5.1421229E+000,-6.1141834E+001,-1.5691150E-002, 4.1465399E-004, 0.0000000E+000,-4.0514011E+001,-3.9683014E+001, 1.3769457E-005, 2.4565597E-003, 7.3717027E-006,-7.2247501E-001,-6.9939190E-001,-6.9371841E-001,-7.6912946E-001,-8.1048840E-001,-6.7605990E-001,-6.6292314E-001,-6.1930213E-001,-8.5126915E-001,-6.4612745E-001,-6.5604432E-001,-1.0574115E+000,-6.4627228E-001,-6.5796979E-001,-1.1416527E+000,-6.4609349E-001,-6.5884665E-001,-1.1527174E+000
 9.8001776E+002, 1.0592249E+002, 0.0000000E+000,-8.1655044E+001,-4.8218007E+000,-5.9709876E+001,-1.4892670E-002,-2.2406492E-005, 0.0000000E+000,-4.0985737E+001,-4.0279142E+001, 5.8955506E-006, 2.3259782E-003, 7.3741259E-006,-7.2306578E-001,-6.9953366E-001,-6.9325236E-001,-7.6322472E-001,-8.1024186E-001,-6.8235821E-001,-6.6238087E-001,-6.1392884E-001,-8.6157337E-001,-6.4607430E-001,-6.5542046E-001,-1.0383867E+000,-6.4625536E-001,-6.5759286E-001,-1.1176666E+000,-6.4607074E-001,-6.5854482E-001,-1.1846112E+000
 9.9001007E+002, 9.9974251E+001, 0.0000000E+000,-7.8072034E+001,-5.0119152E+000,-5.8087442E+001,-1.4083781E-002, 7.0393253E-004, 0.0000000E+000,-4.1991017E+001,-4.1210519E+001,-5.1932142E-005, 2.1954055E-003, 3.3154623E-006,-7.2482410E-001,-6.7935059E-001,-6.9449295E-001,-7.6011871E-001,-8.0868266E-001,-7.0093988E-001,-6.6268337E-001,-6.0812667E-001,-8.4519757E-001,-6.4606069E-001,-6.5495512E-001,-1.0131147E+000,-6.4623340E-001,-6.5728580E-001,-1.1294446E+000,-6.4603516E-001,-6.5860399E-001,-1.1754036E+000
 1.0000067E+003, 9.4050487E+001, 0.0000000E+000,-7.4480149E+001,-4.8288871E+000,-5.7277775E+001,-1.3274611E-002, 7.1763013E-004, 0.0000000E+000,-4.3262441E+001,-4.2548880E+001,-2.0838337E-006, 2.0649518E-003, 5.7528945E-006,-7.2499845E-001,-6.7223464E-001,-6.9224765E-001,-7.5925796E-001,-8.0384266E-001,-6.8770057E-001,-6.6284594E-001,-6.0200441E-001,-8.3202219E-001,-6.4601388E-001,-6.5478761E-001,-1.0178934E+000,-6.4616522E-001,-6.5695913E-001,-1.1293507E+000,-6.4597423E-001,-6.5791467E-001,-1.1492668E+000
 1.0100022E+003, 9.0950010E+001, 0.0000000E+000,-7.1301918E+001,-4.9344877E+000,-5.5614912E+001,-1.2949167E-002, 1.3467952E-003, 0.0000000E+000,-4.1833490E+001,-4.0912910E+001,-2.8951594E-005, 1.9991865E-003, 4.0814960E-006,-7.1291242E-001,-6.4901934E-001,-6.8844385E-001,-7.5648873E-001,-7.9867572E-001,-6.6942830E-001,-6.6068803E-001,-5.9545349E-001,-8.2732174E-001,-6.4599471E-001,-6.5466176E-001,-9.9980282E-001,-6.4615388E-001,-6.5653624E-001,-1.1034466E+000,-6.4594894E-001,-6.5763756E-001,-1.1420792E+000
 1.0200001E+003, 9.0919027E+001, 0.0000000E+000,-6.9235638E+001,-4.9291846E+000,-5.3960806E+001,-1.2870372E-002, 4.1116343E-004, 0.0000000E+000,-3.7956530E+001,-3.7219061E+001,-1.4336374E-005, 1.9977217E-003, 3.6268403E-006,-7.1081278E-001,-6.3300204E-001,-6.8873386E-001,-7.4989848E-001,-7.9160205E-001,-6.8076997E-001,-6.5968847E-001,-5.8875551E-001,-8.3368685E-001,-6.4597326E-001,-6.5451902E-001,-1.0071221E+000,-6.4610816E-001,-6.5646323E-001,-1.1167791E+000,-6.4591235E-001,-6.5732057E-001,-1.1036666E+000
 1.0300028E+003, 9.0825130E+001, 0.0000000E+000,-6.7477669E+001,-4.2448176E+000,-5.2479282E+001,-1.2825898E-002, 5.3472282E-004, 0.0000000E+000,-3.4128192E+001,-3.3388929E+001,-1.9394197E-005, 1.9962565E-003, 6.0357742E-006,-7.0676231E-001,-6.2187931E-001,-6.8454622E-001,-7.3673816E-001,-7.8699398E-001,-6.8003097E-001,-6.5909781E-001,-5.8126478E-001,-8.1888300E-001,-6.4592792E-001,-6.5403753E-001,-9.9278603E-001,-6.4607293E-001,-6.5589557E-001,-1.0847351E+000,-6.4588724E-001,-6.5690408E-001,-1.1449018E+000
 1.0400090E+003, 9.0767786E+001, 0.0000000E+000,-6.6038856E+001,-4.1666741E+000,-5.1205501E+001,-1.2910234E-002, 4.7061793E-004, 0.0000000E+000,-3.1483833E+001,-3.0655685E+001,-1.4856684E-005, 1.9947907E-003, 5.0383976E-006,-7.0621859E-001,-6.2111622E-001,-6.8170673E-001,-7.3878314E-001,-7.8708999E-001,-6.7193869E-001,-6.5821201E-001,-5.7357687E-001,-8.2872076E-001,-6.4592717E-001,-6.5386778E-001,-1.0018275E+000,-6.4605384E-001,-6.5603592E-001,-1.0853869E+000,-6.4586236E-001,-6.5647229E-001,-1.1050840E+000
 1.0500118E+003, 9.0694054E+001, 0.0000000E+000,-6.4842898E+001,-4.7975241E+000,-5.0214769E+001,-1.2883790E-002, 2.9264495E-004, 0.0000000E+000,-2.9973442E+001,-2.9173728E+001, 1.9597384E-005, 1.9933250E-003, 6.1011248E-006,-7.0058289E-001,-5.9490827E-001,-6.8183574E-001,-7.2918921E-001,-7.7931272E-001,-6.5681981E-001,-6.5784962E-001,-5.6547223E-001,-8.2081091E-001,-6.4590426E-001,-6.5400121E-001,-9.8796363E-001,-6.4605954E-001,-6.5554808E-001,-1.0958504E+000,-6.4584811E-001,-6.5631147E-001,-1.1160596E+000
 1.0600045E+003, 9.0645035E+001, 0.0000000E+000,-6.3686319E+001,-4.2969606E+000,-4.9117933E+001,-1.2921940E-002, 5.0149795E-004, 0.0000000E+000,-2.7170587E+001,-2.6468597E+001,-2.6440724E-006, 1.9918602E-003, 4.2357924E-006,-6.9240504E-001,-5.7729238E-001,-6.8120510E-001,-7.2408450E-001,-7.7386376E-001,-6.5374570E-001,-6.5659155E-001,-5.5685013E-001,-8.3076190E-001,-6.4587517E-001,-6.5359158E-001,-9.9454113E-001,-6.4599732E-001,-6.5516382E-001,-1.0869749E+000,-6.4579642E-001,-6.5571930E-001,-1.0957876E+000
 1.0700021E+003, 9.0567800E+001, 0.0000000E+000,-6.2807129E+001,-4.0398046E+000,-4.8141909E+001,-1.2889279E-002, 2.6562355E-004, 0.0000000E+000,-2.5217984E+001,-2.4433667E+001, 1.3201381E-005, 1.9903957E-003, 6.8712142E-006,-6.9117843E-001,-5.6940665E-001,-6.7894613E-001,-7.1933919E-001,-7.6527379E-001,-6.5187983E-001,-6.5377900E-001,-5.4774015E-001,-8.2140247E-001,-6.4584429E-001,-6.5301301E-001,-9.9315740E-001,-6.4598333E-001,-6.5476089E-001,-1.0831393E+000,-6.4578937E-001,-6.5568336E-001,-1.1065295E+000
 1.0800078E+003, 9.0515802E+001, 0.0000000E+000,-6.2014703E+001,-4.2408138E+000,-4.7503693E+001,-1.2788451E-002, 4.6530625E-004, 0.0000000E+000,-2.4040972E+001,-2.3255731E+001,-3.9368734E-005, 1.9889303E-003, 1.0459142E-006,-6.9049995E-001,-5.8728051E-001,-6.8023959E-001,-7.2163989E-001,-7.6333740E-001,-6.4793927E-001,-6.5484103E-001,-5.3774142E-001,-8.2070818E-001,-6.4584681E-001,-6.5310675E-001,-9.6744052E-001,-6.4599855E-001,-6.5444047E-001,-1.0734187E+000,-6.4575714E-001,-6.5536369E-001,-1.1109225E+000
 1.0900038E+003, 9.0410632E+001, 0.0000000E+000,-6.1321808E+001,-3.8508715E+000,-4.6743480E+001,-1.2755758E-002,-1.0734083E-004, 0.0000000E+000,-2.2227525E+001,-2.1518391E+001,-2.4251821E-005, 1.9874649E-003, 1.6468736E-006,-6.8957395E-001,-5.7584801E-001,-6.7911658E-001,-7.1631871E-001,-7.5641864E-001,-6.4729248E-001,-6.5400899E-001,-5.2767504E-001,-8.2373735E-001,-6.4582195E-001,-6.5279844E-001,-9.9441612E-001,-6.4595587E-001,-6.5459839E-001,-1.0547871E+000,-6.4576776E-001,-6.5539136E-001,-1.1143733E+000
 1.1000137E+003, 9.0370257E+001, 0.0000000E+000,-6.0701270E+001,-4.1038246E+000,-4.6099723E+001,-1.2794571E-002, 3.5726995E-004, 0.0000000E+000,-2.1221342E+001,-2.0546998E+001,-1.5659866E-005, 1.9859994E-003, 4.2242614E-006,-6.8162618E-001,-5.9474419E-001,-6.8019737E-001,-7.1109964E-001,-7.4973001E-001,-6.6474246E-001,-6.5201225E-001,-5.1663132E-001,-8.2248161E-001,-6.4581090E-001,-6.5244810E-001,-9.7175992E-001,-6.4595773E-001,-6.5420087E-001,-1.0716865E+000,-6.4572626E-001,-6.5489360E-001,-1.1078404E+000
 1.1100203E+003, 9.0312241E+001, 0.0000000E+000,-6.0218544E+001,-3.4488210E+000,-4.5640141E+001,-1.2776725E-002, 2.7873560E-004, 0.0000000E+000,-1.9711207E+001,-1.9007763E+001, 1.2015851E-005, 1.9845332E-003, 7.5674458E-006,-6.8212706E-001,-5.9021884E-001,-6.7499394E-001,-7.1312362E-001,-7.4607353E-001,-6.4663480E-001,-6.5189289E-001,-5.0488001E-001,-8.2339710E-001,-6.4580253E-001,-6.5260332E-001,-9.7296437E-001,-6.4591710E-001,-6.5382506E-001,-1.0853539E+000,-6.4567753E-001,-6.5444098E-001,-1.0860832E+000
 1.1200194E+003, 9.0238264E+001, 0.0000000E+000,-5.9676048E+001,-3.7501459E+000,-4.5116983E+001,-1.2801940E-002,-9.3068901E-005, 0.0000000E+000,-1.9030689E+001,-1.8317809E+001,-4.4168461E-005, 1.9830675E-003,-5.2091243E-007,-6.8952358E-001,-5.6249537E-001,-6.7440362E-001,-7.1149022E-001,-7.4552208E-001,-6.3694011E-001,-6.5465673E-001,-4.9266097E-001,-8.3276073E-001,-6.4580690E-001,-6.5238843E-001,-9.8463322E-001,-6.4588693E-001,-6.5382413E-001,-1.0799621E+000,-6.4565623E-001,-6.5448691E-001,-1.0778685E+000
 1.1300034E+003, 9.0165891E+001, 0.0000000E+000,-5.9207250E+001,-3.8160554E+000,-4.4735205E+001,-1.2739589E-002, 1.1827940E-004, 0.0000000E+000,-1.8342916E+001,-1.7605241E+001,-7.6004677E-006, 1.9816034E-003, 6.3155514E-006,-6.8258904E-001,-5.9324714E-001,-6.7477225E-001,-7.1076690E-001,-7.3763409E-001,-6.3399832E-001,-6.4993862E-001,-4.7989362E-001,-8.2465581E-001,-6.4578460E-001,-6.5259843E-001,-9.7822392E-001,-6.4588846E-001,-6.5358722E-001,-1.0835879E+000,-6.4563624E-001,-6.5403936E-001,-1.0910048E+000
 1.1400135E+003, 9.0094194E+001, 0.0000000E+000,-5.8766495E+001,-3.4985345E+000,-4.4050175E+001,-1.2732884E-002, 3.0586790E-004, 0.0000000E+000,-1.6960648E+001,-1.6233439E+001,-8.4893804E-005, 1.9801389E-003,-2.9194467E-006,-6.8267021E-001,-5.6460517E-001,-6.7929655E-001,-7.0708095E-001,-7.3433593E-001,-6.2880396E-001,-6.5249652E-001,-4.6622023E-001,-8.1849433E-001,-6.4580354E-001,-6.5209565E-001,-9.7385374E-001,-6.4590879E-001,-6.5358896E-001,-1.0675527E+000,-6.4566749E-001,-6.5429900E-001,-1.1015094E+000
 1.1500063E+003, 9.0027548E+001, 0.0000000E+000,-5.8444255E+001,-3.5145110E+000,-4.3595898E+001,-1.2665018E-002, 1.2580431E-004, 0.0000000E+000,-1.6195086E+001,-1.5539654E+001, 2.2499546E-005, 1.9786497E-003, 7.2463124E-006,-6.7947979E-001,-5.5938830E-001,-6.7192260E-001,-6.9442032E-001,-7.2664550E-001,-6.1758722E-001,-6.5123112E-001,-4.5179271E-001,-8.1974364E-001,-6.4578386E-001,-6.5181105E-001,-9.8658970E-001,-6.4586830E-001,-6.5332262E-001,-1.0622306E+000,-6.4564040E-001,-6.5379589E-001,-1.1042295E+000
 1.1600011E+003, 6.8053982E+001, 0.0000000E+000,-5.3781398E+001,-3.3708057E+000,-4.3174155E+001,-9.6749292E-003, 5.9516609E-004, 0.0000000E+000,-3.2801436E+001,-3.2281457E+001,-2.1174797E-005, 1.4819423E-003, 7.8311138E-006,-6.8238101E-001,-5.6493825E-001,-6.7219320E-001,-7.0552759E-001,-7.3093514E-001,-6.4098560E-001,-6.5090070E-001,-4.3625664E-001,-8.0778562E-001,-6.4575901E-001,-6.5180243E-001,-9.6919127E-001,-6.4580427E-001,-6.5284775E-001,-1.0478244E+000,-6.4554047E-001,-6.5340799E-001,-1.1044804E+000
 1.1700153E+003, 2.3038715E+001, 0.0000000E+000,-4.3218816E+001,-4.2684187E+000,-4.1826732E+001,-3.5775376E-003, 8.2638045E-004, 0.0000000E+000,-6.6862739E+001,-6.6278003E+001, 4.4064571E-005, 4.9244343E-004, 6.7032625E-006,-6.8149851E-001,-5.6092533E-001,-6.6692405E-001,-7.1591126E-001,-7.3124934E-001,-6.4408747E-001,-6.4988328E-001,-4.1922097E-001,-7.9960009E-001,-6.4567303E-001,-6.5161289E-001,-9.5988625E-001,-6.4573260E-001,-6.5215493E-001,-1.0452583E+000,-6.4545085E-001,-6.5279128E-001,-1.0841040E+000
 1.1800120E+003, 6.4812157E-003, 0.0000000E+000,-3.5717496E+001,-5.3416416E+000,-3.9094290E+001,-5.5226815E-004, 1.1397738E-003, 0.0000000E+000,-8.0588257E+001,-8.0146359E+001, 7.0295418E-005, 4.2203127E-015, 1.2005023E-005,-6.7811192E-001,-5.7935210E-001,-6.6464987E-001,-6.9217839E-001,-7.1427059E-001,-6.3933303E-001,-6.5109774E-001,-4.0159532E-001,-7.9646605E-001,-6.4558358E-001,-6.5100339E-001,-9.4566761E-001,-6.4567143E-001,-6.5124783E-001,-1.0239176E+000,-6.4541235E-001,-6.5243975E-001,-1.0702031E+000
 1.1900247E+003, 0.0000000E+000, 0.0000000E+000,-3.2804091E+001,-5.6830576E+000,-3.6305903E+001,-4.7371114E-004, 1.4652211E-003, 0.0000000E+000,-7.5291977E+001,-7.4792060E+001, 1.6466743E-004, 6.5603377E-015, 1.5495553E-005,-6.5724184E-001,-5.4154135E-001,-6.6148365E-001,-6.5231901E-001,-6.8568322E-001,-6.0438928E-001,-6.4488595E-001,-3.8345237E-001,-7.8736725E-001,-6.4547367E-001,-6.5020790E-001,-9.4430764E-001,-6.4561918E-001,-6.5063453E-001,-1.0312879E+000,-6.4541492E-001,-6.5128006E-001,-1.0462577E+000
 1.2000255E+003, 0.0000000E+000, 0.0000000E+000,-3.0150982E+001,-4.5303944E+000,-3.3199943E+001,-4.4986933E-004, 8.8202165E-004, 0.0000000E+000,-6.8325525E+001,-6.7880888E+001, 1.9973792E-004, 8.3650447E-015, 2.0516846E-005,-6.5073715E-001,-4.6037689E-001,-6.4597154E-001,-6.2813358E-001,-6.6546667E-001,-5.4968505E-001,-6.4843021E-001,-3.6452537E-001,-7.8747653E-001,-6.4540375E-001,-6.4865931E-001,-9.4425406E-001,-6.4550613E-001,-6.4954685E-001,-1.0098256E+000,-6.4530812E-001,-6.5019525E-001,-1.0629357E+000
 1.2100066E+003, 0.0000000E+000, 0.0000000E+000,-2.7841732E+001,-4.7670517E+000,-3.0205970E+001,-4.7851982E-004, 1.7521145E-003, 0.0000000E+000,-6.3152229E+001,-6.2813480E+001, 1.8999052E-004, 8.9254133E-015, 2.1613571E-005,-6.2778387E-001,-4.3364363E-001,-6.4199228E-001,-6.1797709E-001,-6.5211590E-001,-5.6529166E-001,-6.4224871E-001,-3.4473569E-001,-7.8098342E-001,-6.4531158E-001,-6.4761815E-001,-9.2099831E-001,-6.4539843E-001,-6.4758043E-001,-9.9796423E-001,-6.4516539E-001,-6.4834241E-001,-1.0427484E+000
 1.2200219E+003, 0.0000000E+000, 0.0000000E+000,-2.5760952E+001,-4.0126436E+000,-2.7771121E+001,-4.4561032E-004, 1.1947249E-003, 0.0000000E+000,-5.7964657E+001,-5.7543967E+001, 3.3522571E-004, 1.4656757E-014, 3.4160563E-005,-6.0827161E-001,-4.3695679E-001,-6.2558271E-001,-6.1049661E-001,-6.3572310E-001,-5.1994638E-001,-6.3343500E-001,-3.2426671E-001,-7.7379759E-001,-6.4518917E-001,-6.4557785E-001,-9.1909007E-001,-6.4521857E-001,-6.4595309E-001,-1.0089865E+000,-6.4496521E-001,-6.4637224E-001,-1.0233261E+000
 1.2300166E+003, 0.0000000E+000, 0.0000000E+000,-2.3967606E+001,-3.6240096E+000,-2.5370362E+001,-5.0436119E-004, 1.1438231E-003, 0.0000000E+000,-5.3360110E+001,-5.2961337E+001, 1.3085701E-004, 8.7039603E-015, 1.9797983E-005,-5.9783809E-001,-3.1822444E-001,-6.2536830E-001,-5.7783043E-001,-6.0645666E-001,-4.9877191E-001,-6.3474787E-001,-3.0242682E-001,-7.7767114E-001,-6.4500826E-001,-6.4447438E-001,-9.0614428E-001,-6.4504956E-001,-6.4427131E-001,-1.0051273E+000,-6.4483792E-001,-6.4502792E-001,-1.0203463E+000
 1.2400104E+003, 0.0000000E+000, 0.0000000E+000,-2.2366922E+001,-3.4861054E+000,-2.3146603E+001,-5.0747047E-004, 1.1452013E-003, 0.0000000E+000,-4.9474300E+001,-4.8998993E+001, 2.1389404E-004, 9.8864327E-015, 2.4481815E-005,-5.7881351E-001,-4.0258309E-001,-6.1835733E-001,-5.7645887E-001,-5.7629667E-001,-4.1248144E-001,-6.3322269E-001,-2.7917281E-001,-7.6828312E-001,-6.4493833E-001,-6.4356344E-001,-8.8556870E-001,-6.4498357E-001,-6.4227806E-001,-9.8971551E-001,-6.4467194E-001,-6.4317480E-001,-1.0282660E+000
 1.2500208E+003, 0.0000000E+000, 0.0000000E+000,-2.0937005E+001,-3.4090805E+000,-2.1074944E+001,-4.9730079E-004, 1.8036435E-003, 0.0000000E+000,-4.5952244E+001,-4.5419723E+001, 1.6882267E-004, 9.0725143E-015, 1.8116027E-005,-5.5779330E-001,-3.2199014E-001,-6.0887196E-001,-5.4785754E-001,-5.4344531E-001,-5.2326881E-001,-6.2448201E-001,-2.5539858E-001,-7.6196742E-001,-6.4482054E-001,-6.4206831E-001,-8.8961596E-001,-6.4482195E-001,-6.4136409E-001,-9.5378621E-001,-6.4465001E-001,-6.4136688E-001,-1.0148879E+000
 1.2600283E+003, 0.0000000E+000, 0.0000000E+000,-1.9605096E+001,-3.5431319E+000,-1.9292505E+001,-5.3144389E-004, 8.9033899E-004, 0.0000000E+000,-4.3006853E+001,-4.2440374E+001, 1.8061242E-004, 1.0072075E-014, 2.5771835E-005,-5.3891985E-001,-2.7659766E-001,-6.0376425E-001,-5.3652777E-001,-5.2769949E-001,-3.5060403E-001,-6.2722212E-001,-2.3044432E-001,-7.6345787E-001,-6.4474361E-001,-6.4111515E-001,-8.8401179E-001,-6.4469658E-001,-6.3927505E-001,-9.7274427E-001,-6.4445476E-001,-6.3964432E-001,-1.0033790E+000
 1.2700221E+003, 0.0000000E+000, 0.0000000E+000,-1.8423361E+001,-2.8631308E+000,-1.7946308E+001,-4.8911799E-004, 1.2244332E-003, 0.0000000E+000,-3.9731031E+001,-3.9232065E+001, 1.8343071E-004, 9.4002314E-015, 2.0161381E-005,-5.2021533E-001,-2.5526332E-001,-5.9729856E-001,-5.0632948E-001,-5.0289454E-001,-3.3769947E-001,-6.2185967E-001,-2.0509293E-001,-7.6220201E-001,-6.4463329E-001,-6.4044685E-001,-8.5249082E-001,-6.4460458E-001,-6.3774930E-001,-9.6082260E-001,-6.4428222E-001,-6.3765340E-001,-1.0244596E+000
