s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 7.9001398E+002, 4.2783206E+002, 0.0000000E+000,-1.5376527E+002, 6.4402783E+000,-5.6457970E+001,-5.5968537E-002,-3.2669726E-003, 0.0000000E+000, 2.2399896E+002, 2.2398986E+002,-4.2506586E-004, 9.3883176E-003,-1.2356719E-006,-7.8074426E-001,-7.6523880E-001,-9.6479894E-001,-7.0823965E-001,-6.4375221E-001,-7.6873833E-001,-8.0071951E-001,-7.8294540E-001,-6.7015519E-001,-6.6545067E-001,-7.9565404E-001,-6.4621017E-001,-6.5584288E-001,-7.9194982E-001,-6.4642136E-001,-6.6091908E-001,-7.9113242E-001,-6.4630470E-001,-6.6294250E-001,-7.8931423E-001
 8.0001581E+002, 3.7441014E+002, 0.0000000E+000,-1.6406358E+002, 4.1629055E+000,-6.3286598E+001,-4.9157758E-002,-4.7968133E-003, 0.0000000E+000, 1.5112022E+002, 1.5116891E+002,-3.9724218E-004, 8.2139703E-003,-1.3332927E-006,-8.3926336E-001,-7.7453286E-001,-9.9248184E-001,-7.2397954E-001,-6.4389567E-001,-7.8948616E-001,-8.2228747E-001,-8.1490937E-001,-6.6897535E-001,-6.6677797E-001,-8.2417465E-001,-6.4639098E-001,-6.5761463E-001,-8.1858655E-001,-6.4659111E-001,-6.6287589E-001,-8.1694455E-001,-6.4649105E-001,-6.6479226E-001,-8.1141001E-001
 8.1001440E+002, 3.2111136E+002, 0.0000000E+000,-1.6580299E+002, 2.5015161E+000,-6.7906482E+001,-4.2365118E-002,-3.3781780E-003, 0.0000000E+000, 8.9993641E+001, 8.9857653E+001,-5.5428512E-004, 7.0403007E-003,-1.8220520E-006,-8.4799172E-001,-8.0106747E-001,-1.0590905E+000,-7.2619670E-001,-6.4375432E-001,-8.1430169E-001,-8.4858748E-001,-8.4392439E-001,-6.7566941E-001,-6.6617348E-001,-8.4473466E-001,-6.4661301E-001,-6.5981627E-001,-8.5525408E-001,-6.4679751E-001,-6.6508401E-001,-8.4821681E-001,-6.4668330E-001,-6.6718186E-001,-8.4198076E-001
 8.2000220E+002, 2.6778394E+002, 0.0000000E+000,-1.5830359E+002, 1.4209818E+000,-6.8542457E+001,-3.5544850E-002,-3.8019122E-003, 0.0000000E+000, 4.2463376E+001, 4.2319531E+001,-3.9100316E-004, 5.8688564E-003,-1.0310758E-006,-8.9243906E-001,-8.2717795E-001,-1.0696737E+000,-7.3713729E-001,-6.4383354E-001,-8.3631625E-001,-8.7054809E-001,-8.4633708E-001,-6.7991170E-001,-6.6540117E-001,-8.4682868E-001,-6.4676665E-001,-6.6111280E-001,-8.8081607E-001,-6.4697716E-001,-6.6703412E-001,-8.6736563E-001,-6.4687286E-001,-6.6905063E-001,-8.6478734E-001
 8.3000452E+002, 2.1433525E+002, 0.0000000E+000,-1.4388510E+002, 1.8502464E-001,-6.8247041E+001,-2.8573637E-002,-1.3352374E-003, 0.0000000E+000, 2.4514179E+000, 2.3582179E+000,-3.5842377E-004, 4.6938096E-003,-7.2991798E-007,-8.9665686E-001,-8.3167750E-001,-1.1181734E+000,-7.4785746E-001,-6.4381503E-001,-8.5784971E-001,-8.8600804E-001,-8.6784090E-001,-6.8094907E-001,-6.6433305E-001,-8.5401921E-001,-6.4686839E-001,-6.6222612E-001,-8.9141792E-001,-6.4708085E-001,-6.6828997E-001,-8.7762918E-001,-6.4697044E-001,-6.7017031E-001,-8.6943589E-001
 8.4000391E+002, 2.4565711E+002, 0.0000000E+000,-1.4325256E+002,-3.2674931E-001,-6.7215560E+001,-3.2956650E-002,-2.1565051E-003, 0.0000000E+000, 3.4557169E+001, 3.4827136E+001,-4.0454995E-004, 5.4335615E-003,-1.5503613E-006,-9.0143420E-001,-8.4369195E-001,-1.1453133E+000,-7.4704706E-001,-6.4358343E-001,-8.5731151E-001,-8.8990323E-001,-9.0151509E-001,-6.8142551E-001,-6.6529957E-001,-8.5943492E-001,-6.4699476E-001,-6.6339182E-001,-9.2798325E-001,-6.4726203E-001,-6.7001051E-001,-9.1065598E-001,-6.4717814E-001,-6.7191354E-001,-8.9205435E-001
 8.5001569E+002, 3.6631069E+002, 0.0000000E+000,-1.7136323E+002, 2.6172584E+000,-7.2826095E+001,-4.8400740E-002,-4.0259134E-003, 0.0000000E+000, 1.2421571E+002, 1.2468619E+002,-2.5990346E-004, 8.0865574E-003,-6.2128764E-007,-9.6117779E-001,-8.5832454E-001,-1.1590489E+000,-7.5241205E-001,-6.4344254E-001,-8.7878606E-001,-9.0572053E-001,-8.9964521E-001,-6.8253234E-001,-6.6725499E-001,-8.5627326E-001,-6.4712503E-001,-6.6359911E-001,-9.5698322E-001,-6.4736645E-001,-6.7154174E-001,-9.3105895E-001,-6.4729893E-001,-6.7330739E-001,-9.1331095E-001
 8.6000043E+002, 4.8674560E+002, 0.0000000E+000,-2.1650690E+002, 4.6857671E+000,-8.2203837E+001,-6.3506812E-002, 6.4299624E-004, 0.0000000E+000, 1.9193869E+002, 1.9265776E+002,-3.4448189E-004, 1.0727738E-002,-1.7772674E-006,-9.1841764E-001,-8.6500586E-001,-1.1863779E+000,-7.5563141E-001,-6.4336327E-001,-8.8887043E-001,-9.2115691E-001,-9.0810977E-001,-6.8511371E-001,-6.6986317E-001,-8.6987232E-001,-6.4729161E-001,-6.6498203E-001,-9.5431923E-001,-6.4756062E-001,-6.7275700E-001,-9.3980263E-001,-6.4746361E-001,-6.7483094E-001,-9.3093929E-001
 8.7000604E+002, 6.0677624E+002, 0.0000000E+000,-2.7935683E+002, 6.1772071E+000,-9.4344264E+001,-7.8051595E-002,-4.8845117E-003, 0.0000000E+000, 2.3838649E+002, 2.3916942E+002,-3.2632778E-004, 1.3373928E-002,-1.0237081E-006,-9.6100308E-001,-8.7322663E-001,-1.2116240E+000,-7.6340167E-001,-6.4327520E-001,-8.9309305E-001,-9.2538509E-001,-9.1161728E-001,-6.8846448E-001,-6.7225801E-001,-9.2158333E-001,-6.4742135E-001,-6.6609192E-001,-9.9452554E-001,-6.4772018E-001,-6.7424049E-001,-9.7853312E-001,-6.4763709E-001,-6.7636182E-001,-9.6366417E-001
 8.8000171E+002, 7.2717551E+002, 0.0000000E+000,-3.6309383E+002, 6.1588103E+000,-1.0803386E+002,-9.2144094E-002,-4.1216039E-003, 0.0000000E+000, 2.6103957E+002, 2.6211038E+002,-3.3590791E-004, 1.6018636E-002,-1.3561643E-006,-9.9822619E-001,-8.7961927E-001,-1.2457532E+000,-7.6954480E-001,-6.4315314E-001,-9.0847279E-001,-9.3658507E-001,-9.1841653E-001,-6.8836148E-001,-6.7618914E-001,-9.5716274E-001,-6.4756977E-001,-6.6724774E-001,-1.0151358E+000,-6.4788637E-001,-6.7579627E-001,-1.0210925E+000,-6.4780917E-001,-6.7784917E-001,-9.9250705E-001
 8.9000311E+002, 8.4683509E+002, 0.0000000E+000,-4.6325175E+002, 7.7824593E+000,-1.1897199E+002,-1.0590937E-001,-5.1317436E-003, 0.0000000E+000, 2.7108892E+002, 2.7228276E+002,-3.8974040E-004, 1.8662616E-002,-1.8098546E-006,-1.0447442E+000,-8.8948185E-001,-1.2647771E+000,-7.7981201E-001,-6.4316867E-001,-9.1792764E-001,-9.5075941E-001,-9.3623895E-001,-6.8961578E-001,-6.7756885E-001,-9.5285022E-001,-6.4773664E-001,-6.6852934E-001,-1.1063301E+000,-6.4801233E-001,-6.7728957E-001,-1.0606065E+000,-6.4796063E-001,-6.7933195E-001,-1.0276796E+000
 9.0000201E+002, 9.6699414E+002, 0.0000000E+000,-5.7358265E+002, 6.1645175E+000,-1.2926632E+002,-1.1932983E-001,-6.5792390E-003, 0.0000000E+000, 2.6886547E+002, 2.7018378E+002,-3.9912888E-004, 2.1311457E-002,-1.1027141E-006,-1.1440176E+000,-9.0361916E-001,-1.2997414E+000,-7.8413344E-001,-6.4305379E-001,-9.2207256E-001,-9.6367535E-001,-9.2515913E-001,-6.9310716E-001,-6.7956907E-001,-1.0149060E+000,-6.4790979E-001,-6.6985934E-001,-1.0860993E+000,-6.4819534E-001,-6.7877142E-001,-1.0915410E+000,-6.4813706E-001,-6.8088244E-001,-1.0801360E+000
 9.1000983E+002, 1.0859975E+003, 0.0000000E+000,-6.9123064E+002, 7.3427972E+000,-1.3799295E+002,-1.3207793E-001,-1.7645328E-003, 0.0000000E+000, 2.6274554E+002, 2.6398283E+002,-3.5943404E-004, 2.3951969E-002,-1.0330596E-006,-1.0855742E+000,-9.1249094E-001,-1.3221371E+000,-7.8992110E-001,-6.4298620E-001,-9.3071514E-001,-9.7083030E-001,-9.2168972E-001,-6.9521626E-001,-6.8241727E-001,-1.0726730E+000,-6.4799271E-001,-6.7100804E-001,-1.1564402E+000,-6.4833402E-001,-6.7999486E-001,-1.1507358E+000,-6.4829090E-001,-6.8216804E-001,-1.1152702E+000
 9.2000281E+002, 1.2064812E+003, 0.0000000E+000,-8.0853523E+002, 5.5970455E+000,-1.4538896E+002,-1.4417173E-001,-1.0239186E-002, 0.0000000E+000, 2.5657166E+002, 2.5799960E+002,-2.7702403E-004, 2.6605982E-002,-1.5054463E-006,-1.2537328E+000,-9.2011346E-001,-1.3519271E+000,-7.8911974E-001,-6.4290341E-001,-9.4451818E-001,-9.7507937E-001,-9.2595898E-001,-6.9634540E-001,-6.8419894E-001,-1.0941758E+000,-6.4812498E-001,-6.7160359E-001,-1.2154916E+000,-6.4844517E-001,-6.8102616E-001,-1.2074397E+000,-6.4840518E-001,-6.8319869E-001,-1.1570605E+000
 9.3000238E+002, 1.3230324E+003, 0.0000000E+000,-9.2179322E+002, 6.8729639E+000,-1.5373750E+002,-1.5549346E-001,-2.8003418E-003, 0.0000000E+000, 2.5270390E+002, 2.5421631E+002,-2.9989859E-004, 2.9245075E-002,-1.7057329E-006,-1.2317494E+000,-9.2634662E-001,-1.3499590E+000,-7.9823298E-001,-6.4282918E-001,-9.5792243E-001,-9.7627833E-001,-9.1661790E-001,-6.9704770E-001,-6.8427953E-001,-1.1570129E+000,-6.4822011E-001,-6.7278953E-001,-1.2727326E+000,-6.4853606E-001,-6.8181857E-001,-1.2507922E+000,-6.4852614E-001,-6.8431644E-001,-1.1983601E+000
 9.4000153E+002, 1.4462927E+003, 0.0000000E+000,-1.0353314E+003, 4.8647266E+000,-1.6155790E+002,-1.6632911E-001,-9.7866792E-003, 0.0000000E+000, 2.5249594E+002, 2.5409203E+002,-3.3880948E-004, 3.1893304E-002,-2.1505871E-006,-1.4222819E+000,-9.3692052E-001,-1.3775058E+000,-8.0297137E-001,-6.4264100E-001,-9.5489453E-001,-9.9269747E-001,-9.6265608E-001,-6.9877421E-001,-6.8610465E-001,-1.2490914E+000,-6.4831378E-001,-6.7309829E-001,-1.2527548E+000,-6.4867727E-001,-6.8288674E-001,-1.2631979E+000,-6.4862830E-001,-6.8530121E-001,-1.2093610E+000
 9.5000470E+002, 1.5600771E+003, 0.0000000E+000,-1.1471925E+003, 6.3612819E+000,-1.7292107E+002,-1.7652901E-001, 3.7786338E-003, 0.0000000E+000, 2.4462531E+002, 2.4615214E+002,-4.2265589E-004, 3.4537584E-002,-1.9801763E-006,-1.2794483E+000,-9.4141143E-001,-1.4259106E+000,-8.0114876E-001,-6.4260488E-001,-9.4914839E-001,-9.8730128E-001,-9.5809963E-001,-6.9856782E-001,-6.8674858E-001,-1.2039136E+000,-6.4841186E-001,-6.7349669E-001,-1.3648329E+000,-6.4873489E-001,-6.8377849E-001,-1.3005196E+000,-6.4877133E-001,-6.8628173E-001,-1.2400590E+000
 9.6000659E+002, 1.6805053E+003, 0.0000000E+000,-1.2555758E+003, 5.5247092E+000,-1.8673155E+002,-1.8683350E-001,-2.1750402E-003, 0.0000000E+000, 2.4223420E+002, 2.4353366E+002,-1.8529195E-004, 3.7182241E-002, 7.4077981E-007,-1.2776253E+000,-9.4846545E-001,-1.4337592E+000,-8.0346187E-001,-6.4260802E-001,-9.7520483E-001,-1.0067164E+000,-9.7585847E-001,-6.9821838E-001,-6.8796345E-001,-1.2103121E+000,-6.4852070E-001,-6.7406877E-001,-1.3576252E+000,-6.4879330E-001,-6.8440595E-001,-1.3261550E+000,-6.4880914E-001,-6.8688357E-001,-1.2916561E+000
 9.7001099E+002, 1.7781548E+003, 0.0000000E+000,-1.3466667E+003, 5.3432525E+000,-2.0293427E+002,-1.9314612E-001,-8.6840703E-003, 0.0000000E+000, 2.3183776E+002, 2.3369528E+002, 6.3378243E-005, 3.9153097E-002, 6.7290465E-006,-1.4220030E+000,-9.2888410E-001,-1.4462365E+000,-7.9111683E-001,-6.4246521E-001,-9.6076192E-001,-9.9785114E-001,-9.6235351E-001,-6.8214752E-001,-6.8825446E-001,-1.1795284E+000,-6.4848723E-001,-6.7417760E-001,-1.4384596E+000,-6.4881141E-001,-6.8471340E-001,-1.4372612E+000,-6.4894735E-001,-6.8721670E-001,-1.3725875E+000
 9.8000854E+002, 1.8317974E+003, 0.0000000E+000,-1.4104751E+003, 4.7393480E+000,-2.1795586E+002,-1.9689546E-001,-5.2209034E-003, 0.0000000E+000, 2.0566776E+002, 2.0790367E+002, 5.0911273E-005, 4.0444960E-002, 7.2231773E-006,-1.3562871E+000,-9.1980384E-001,-1.4515116E+000,-7.8347041E-001,-6.4234891E-001,-9.7011487E-001,-9.9256288E-001,-9.0610559E-001,-6.8061039E-001,-6.8967597E-001,-1.3843973E+000,-6.4856615E-001,-6.7436996E-001,-1.5662108E+000,-6.4888714E-001,-6.8502876E-001,-1.5860125E+000,-6.4903570E-001,-6.8771101E-001,-1.3843954E+000
 9.9000854E+002, 1.8934250E+003, 0.0000000E+000,-1.4822413E+003, 3.0180083E+000,-2.2960616E+002,-2.0050030E-001, 7.1661020E-003, 0.0000000E+000, 1.8288555E+002, 1.8440213E+002, 9.8976836E-005, 4.1741104E-002, 1.5959060E-005,-1.3173535E+000,-9.5058019E-001,-1.4538130E+000,-7.6715464E-001,-6.4218342E-001,-1.0238085E+000,-1.0186971E+000,-9.5058637E-001,-6.9747322E-001,-6.9005477E-001,-1.2520877E+000,-6.4881330E-001,-6.7496120E-001,-1.3728575E+000,-6.4894882E-001,-6.8521440E-001,-1.4388606E+000,-6.4892131E-001,-6.8785512E-001,-1.4370370E+000
 1.0000020E+003, 1.9462105E+003, 0.0000000E+000,-1.5354337E+003, 2.9144632E+000,-2.4028522E+002,-2.0288924E-001,-1.0259016E-002, 0.0000000E+000, 1.7190337E+002, 1.7319291E+002, 1.1374548E-004, 4.3031553E-002, 2.2454611E-005,-1.5018761E+000,-9.6115805E-001,-1.4304859E+000,-7.7295093E-001,-6.4211801E-001,-1.0287548E+000,-1.0281655E+000,-9.5757918E-001,-7.0123408E-001,-6.9131680E-001,-1.3417663E+000,-6.4886441E-001,-6.7495749E-001,-1.4201660E+000,-6.4896477E-001,-6.8524794E-001,-1.4242397E+000,-6.4890653E-001,-6.8801918E-001,-1.4599027E+000
 1.0100018E+003, 2.0094692E+003, 0.0000000E+000,-1.5986111E+003,-2.6253879E-001,-2.5575287E+002,-2.0772037E-001, 5.2931206E-003, 0.0000000E+000, 1.5349398E+002, 1.5464029E+002, 3.0356930E-004, 4.4326949E-002, 2.9769140E-005,-1.3907461E+000,-9.6900068E-001,-1.4784943E+000,-7.7086301E-001,-6.4195037E-001,-1.0602306E+000,-1.0429619E+000,-9.7176436E-001,-7.0715887E-001,-6.9123672E-001,-1.3627984E+000,-6.4896295E-001,-6.7510734E-001,-1.3367513E+000,-6.4899484E-001,-6.8554219E-001,-1.4305909E+000,-6.4883464E-001,-6.8807077E-001,-1.4444578E+000
 1.0200063E+003, 2.0646149E+003, 0.0000000E+000,-1.6443701E+003,-3.0153892E+000,-2.6793749E+002,-2.1076674E-001,-9.0759752E-003, 0.0000000E+000, 1.4731576E+002, 1.4907209E+002, 2.1247923E-004, 4.5618873E-002, 3.1846014E-005,-1.4159450E+000,-9.7005418E-001,-1.4459934E+000,-7.6745713E-001,-6.4176338E-001,-1.0500765E+000,-1.0289930E+000,-9.5670597E-001,-7.0974889E-001,-6.9351385E-001,-1.2859253E+000,-6.4907207E-001,-6.7540793E-001,-1.6868637E+000,-6.4903765E-001,-6.8554856E-001,-1.6041749E+000,-6.4891625E-001,-6.8838611E-001,-1.4576790E+000
 1.0300011E+003, 2.1132893E+003, 0.0000000E+000,-1.7007571E+003, 4.6906994E+000,-2.8316877E+002,-2.1232443E-001, 3.5428193E-003, 0.0000000E+000, 1.3319139E+002, 1.3384540E+002, 8.6752171E-005, 4.6913042E-002, 1.8148227E-005,-1.4186674E+000,-9.6958654E-001,-1.5065480E+000,-7.7218813E-001,-6.4182513E-001,-1.0345568E+000,-1.0377963E+000,-9.5518197E-001,-7.0844725E-001,-6.9066805E-001,-1.2943972E+000,-6.4896505E-001,-6.7552421E-001,-1.5138415E+000,-6.4898758E-001,-6.8566681E-001,-1.5593331E+000,-6.4894510E-001,-6.8857644E-001,-1.4763434E+000
 1.0400109E+003, 2.1748759E+003, 0.0000000E+000,-1.7408404E+003,-1.9453422E+000,-2.9680785E+002,-2.1466776E-001,-1.3583617E-002, 0.0000000E+000, 1.3298848E+002, 1.3505402E+002, 1.3778554E-004, 4.8207070E-002, 2.9652021E-005,-1.6737479E+000,-9.7341712E-001,-1.4893319E+000,-7.7919634E-001,-6.4160774E-001,-1.0282340E+000,-1.0366153E+000,-9.4340125E-001,-7.0510947E-001,-6.9105862E-001,-1.2432666E+000,-6.4900060E-001,-6.7557464E-001,-1.6249613E+000,-6.4901257E-001,-6.8581798E-001,-1.6281010E+000,-6.4898279E-001,-6.8874857E-001,-1.5546895E+000
 1.0500035E+003, 2.2229875E+003, 0.0000000E+000,-1.8014933E+003,-2.8087503E+000,-3.0197890E+002,-2.1352469E-001,-2.2054167E-003, 0.0000000E+000, 1.1506455E+002, 1.1649081E+002,-6.8414395E-005, 4.9499452E-002, 3.0102390E-005,-1.8182344E+000,-9.6247209E-001,-1.4999547E+000,-7.8894784E-001,-6.4151032E-001,-1.0230037E+000,-1.0529919E+000,-9.5463880E-001,-6.9530558E-001,-6.9268503E-001,-1.3827371E+000,-6.4898615E-001,-6.7576956E-001,-1.4019942E+000,-6.4905634E-001,-6.8615024E-001,-1.4569134E+000,-6.4905605E-001,-6.8914491E-001,-1.5853967E+000
 1.0600042E+003, 2.2827371E+003, 0.0000000E+000,-1.8695110E+003,-3.3057810E+000,-3.0928943E+002,-2.1327544E-001,-1.3762358E-003, 0.0000000E+000, 9.8740190E+001, 1.0041627E+002, 3.6085398E-004, 5.0794697E-002, 5.6846446E-005,-1.6114774E+000,-9.6626462E-001,-1.4985758E+000,-7.7216552E-001,-6.4137374E-001,-1.0620001E+000,-1.0575290E+000,-8.9596876E-001,-6.9882233E-001,-6.9127890E-001,-1.3835808E+000,-6.4908529E-001,-6.7582416E-001,-1.6890134E+000,-6.4906291E-001,-6.8591828E-001,-1.8124927E+000,-6.4897224E-001,-6.8893675E-001,-1.5353354E+000
 1.0700078E+003, 2.3327978E+003, 0.0000000E+000,-1.9077593E+003,-6.8210717E+000,-3.1664331E+002,-2.1356799E-001, 1.3179112E-002, 0.0000000E+000, 1.0042814E+002, 1.0137376E+002, 7.8179329E-006, 5.2085926E-002, 3.1226236E-005,-1.5808337E+000,-9.7201299E-001,-1.6657805E+000,-7.7030400E-001,-6.4127221E-001,-1.0399274E+000,-1.0268834E+000,-1.0007972E+000,-6.9428719E-001,-6.9340021E-001,-1.2725987E+000,-6.4904967E-001,-6.7526891E-001,-1.3618114E+000,-6.4916054E-001,-6.8627149E-001,-1.4940346E+000,-6.4911551E-001,-6.8924772E-001,-1.5705938E+000
 1.0800021E+003, 2.3577252E+003, 0.0000000E+000,-1.9518243E+003,-4.2445793E-001,-3.2490384E+002,-2.0969703E-001,-2.1556190E-002, 0.0000000E+000, 7.9782978E+001, 8.0341331E+001,-3.6384608E-004, 5.3382060E-002,-3.1634659E-006,-1.8283689E+000,-9.7934837E-001,-1.6412424E+000,-7.6736415E-001,-6.4137068E-001,-1.0671355E+000,-1.0655124E+000,-1.0199091E+000,-6.9949843E-001,-6.9095164E-001,-1.3794216E+000,-6.4906857E-001,-6.7523582E-001,-1.7311132E+000,-6.4902355E-001,-6.8617789E-001,-1.7790204E+000,-6.4893014E-001,-6.8924132E-001,-1.5042965E+000
 1.0900087E+003, 2.4410570E+003, 0.0000000E+000,-1.9817727E+003,-7.5642680E+000,-3.2826181E+002,-2.0687137E-001,-9.5605271E-003, 0.0000000E+000, 1.2086502E+002, 1.2324178E+002,-2.4090161E-005, 5.4673783E-002, 3.1167800E-005,-1.8901724E+000,-9.7630149E-001,-1.6798100E+000,-7.6077973E-001,-6.4114609E-001,-9.9997009E-001,-1.0046387E+000,-1.1027751E+000,-6.9314998E-001,-6.9269634E-001,-1.3368397E+000,-6.4902935E-001,-6.7524383E-001,-2.0181133E+000,-6.4905749E-001,-6.8670529E-001,-1.8307736E+000,-6.4915387E-001,-6.8982750E-001,-1.6398449E+000
 1.1000077E+003, 2.4035206E+003, 0.0000000E+000,-2.0209324E+003,-3.5738681E-001,-3.2352359E+002,-2.0167243E-001, 2.6769645E-003, 0.0000000E+000, 5.7961550E+001, 5.8508244E+001,-4.3053783E-004, 5.5968350E-002, 1.5522725E-006,-1.8697380E+000,-9.7634676E-001,-1.6722864E+000,-7.5919618E-001,-6.4110413E-001,-1.0162470E+000,-1.0138818E+000,-1.0159784E+000,-6.9753594E-001,-6.9089201E-001,-1.3690727E+000,-6.4899482E-001,-6.7517946E-001,-1.9054998E+000,-6.4895165E-001,-6.8656364E-001,-1.8010994E+000,-6.4905998E-001,-6.8963777E-001,-1.6067688E+000
 1.1100011E+003, 2.4312557E+003, 0.0000000E+000,-2.0060920E+003,-1.5862926E+001,-3.1867110E+002,-1.9577334E-001,-3.9124838E-002, 0.0000000E+000, 8.6273977E+001, 9.0394687E+001,-2.6233504E-004, 5.7324318E-002, 4.7898488E-005,-2.1210618E+000,-9.7000324E-001,-1.5877151E+000,-7.5404369E-001,-6.4068944E-001,-9.9341152E-001,-9.9877581E-001,-9.7443665E-001,-6.9395688E-001,-6.9478121E-001,-1.4103071E+000,-6.4915446E-001,-6.7529461E-001,-2.8863548E+000,-6.4893614E-001,-6.8607109E-001,-2.5511781E+000,-6.4907710E-001,-6.8954483E-001,-1.6098444E+000
 1.1200081E+003, 2.4379371E+003, 0.0000000E+000,-2.0426360E+003,-8.5790837E+000,-3.2306171E+002,-1.9437169E-001, 7.8426079E-002, 0.0000000E+000, 6.1937331E+001, 6.3544356E+001,-2.8595260E-004, 5.8742249E-002, 3.5995438E-005,-1.3870552E+000,-9.5173200E-001,-1.6215116E+000,-7.4734019E-001,-6.4064978E-001,-1.0011138E+000,-9.8448146E-001,-9.6255807E-001,-6.8918822E-001,-6.9562550E-001,-1.4597931E+000,-6.4917084E-001,-6.7548570E-001,-1.0400435E+000,-6.4936318E-001,-6.8623445E-001,-1.3855684E+000,-6.4935784E-001,-6.8947136E-001,-1.6683066E+000
 1.1300006E+003, 2.6370784E+003, 0.0000000E+000,-2.1354603E+003, 2.4306881E+000,-3.2563531E+002,-1.8953056E-001,-3.5486783E-002, 0.0000000E+000, 1.7864867E+002, 1.7818843E+002,-2.4565428E-005, 6.0163281E-002, 3.5264612E-005,-1.8692582E+000,-9.7399115E-001,-1.6340049E+000,-7.5601796E-001,-6.4070683E-001,-9.9359562E-001,-9.9445987E-001,-9.8855027E-001,-6.9447618E-001,-6.9263201E-001,-1.3178639E+000,-6.4909074E-001,-6.7509897E-001,-1.6523612E+000,-6.4937009E-001,-6.8632680E-001,-1.7446250E+000,-6.4937311E-001,-6.8990849E-001,-1.7653798E+000
 1.1400032E+003, 2.6022992E+003, 0.0000000E+000,-2.1795787E+003,-1.8307451E+001,-3.3330371E+002,-1.7326606E-001,-2.2737823E-003, 0.0000000E+000, 6.8762087E+001, 7.0933783E+001, 2.9704608E-005, 6.1578994E-002, 6.6363021E-005,-1.8930336E+000,-9.6914304E-001,-1.6441533E+000,-7.4683914E-001,-6.4040553E-001,-1.0037413E+000,-9.7961750E-001,-9.7150585E-001,-6.9153071E-001,-6.9586388E-001,-1.4841946E+000,-6.4920063E-001,-6.7556169E-001,-1.6381533E+000,-6.4944822E-001,-6.8632959E-001,-1.8051454E+000,-6.4939367E-001,-6.8959829E-001,-1.6709319E+000
 1.1500073E+003, 2.8076220E+003, 0.0000000E+000,-2.2971401E+003,-6.1381709E+000,-3.6501114E+002,-1.9072291E-001, 9.8700113E-003, 0.0000000E+000, 1.3774665E+002, 1.3915170E+002, 8.6525397E-005, 6.3002143E-002, 6.4742286E-005,-1.7725243E+000,-9.6546543E-001,-1.5609719E+000,-7.4339033E-001,-6.4024664E-001,-9.9268181E-001,-9.7956484E-001,-9.9252606E-001,-6.8986472E-001,-6.9549990E-001,-1.4181803E+000,-6.4923267E-001,-6.7514579E-001,-1.5110133E+000,-6.4945901E-001,-6.8578747E-001,-1.6666283E+000,-6.4939311E-001,-6.8928962E-001,-1.7117514E+000
 1.1600040E+003, 2.7850317E+003, 0.0000000E+000,-2.2812177E+003,-1.1599268E+001,-3.7524933E+002,-1.9276860E-001,-1.4398929E-002, 0.0000000E+000, 1.1436940E+002, 1.1675816E+002,-1.1763208E-005, 6.4418799E-002, 5.6721476E-005,-1.9054944E+000,-9.6495742E-001,-1.5812255E+000,-7.4179726E-001,-6.4003723E-001,-9.8845653E-001,-9.6994316E-001,-9.9190285E-001,-6.8492438E-001,-6.9590003E-001,-1.3153912E+000,-6.4931064E-001,-6.7561997E-001,-1.8789020E+000,-6.4950712E-001,-6.8623191E-001,-1.8761493E+000,-6.4948658E-001,-6.8967862E-001,-1.7625102E+000
 1.1700033E+003, 2.8020512E+003, 0.0000000E+000,-2.3618954E+003,-9.8457799E+000,-3.8736814E+002,-1.9965351E-001, 6.3299613E-003, 0.0000000E+000, 4.1192510E+001, 4.2748546E+001,-8.9760260E-005, 6.5837886E-002, 3.9570519E-005,-1.6644706E+000,-9.5528714E-001,-1.5743668E+000,-7.3867912E-001,-6.3988351E-001,-9.7533337E-001,-9.6286830E-001,-9.9334670E-001,-6.8393986E-001,-6.9669718E-001,-1.7382491E+000,-6.4926640E-001,-6.7544805E-001,-1.7641821E+000,-6.4950564E-001,-6.8604997E-001,-1.8130007E+000,-6.4948905E-001,-6.8954768E-001,-1.7269587E+000
 1.1800021E+003, 3.0634489E+003, 0.0000000E+000,-2.4178690E+003,-4.6969402E+000,-4.1226477E+002,-1.9520923E-001,-8.5128420E-003, 0.0000000E+000, 2.2607033E+002, 2.2841449E+002, 5.5317052E-005, 6.6445213E-002, 3.2649593E-005,-1.7970748E+000,-9.6400925E-001,-1.5761131E+000,-7.4186573E-001,-6.3965319E-001,-9.8921533E-001,-9.6270808E-001,-9.7764081E-001,-6.8689328E-001,-6.9596131E-001,-1.7063415E+000,-6.4938127E-001,-6.7589765E-001,-1.7172865E+000,-6.4960633E-001,-6.8645224E-001,-1.9268616E+000,-6.4957775E-001,-6.8994603E-001,-1.8508489E+000
